id_subsistema;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
SE;SUDESTE/CENTRO-OESTE;2025-02-19 03:00:00;34111.10199999;4047.642;12.0;0.0;46404.927;-8234.183
S;SUL;2025-02-19 03:00:00;5267.25399999;1002.364;378.514;1.0;11700.656;-5051.52399999
NE;NORDESTE;2025-02-19 04:00:00;4189.852;353.176;14530.85599999;0.088;13735.60599999;5338.366
N;NORTE;2025-02-19 04:00:00;14941.023;1007.545;83.93899999;0.0;7393.11999999;8639.387
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 04:00:00;58011.878;6393.763;14924.751;1.088;79134.2;197.28
SE;SUDESTE/CENTRO-OESTE;2025-02-19 04:00:00;33526.038;4031.453;12.0;0.0;46223.586;-8654.095
S;SUL;2025-02-19 04:00:00;5354.965;1001.589;297.956;1.0;11781.887;-5126.377
NE;NORDESTE;2025-02-19 05:00:00;3205.391;344.65799999;13945.65699999;130.12799999;13395.00599999;4230.828
N;NORTE;2025-02-19 05:00:00;15470.442;1008.656;69.162;3.316;7300.04599999;9251.53
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 05:00:00;59458.635;6339.153;14343.978;228.69;80336.61;33.85
SE;SUDESTE/CENTRO-OESTE;2025-02-19 05:00:00;34783.429;4003.437;11.5;90.939;47302.268;-8412.963
S;SUL;2025-02-19 05:00:00;5999.373;982.402;317.659;4.307;12339.291;-5035.55
NE;NORDESTE;2025-02-19 06:00:00;2654.686;342.44399999;11814.101;2046.462;12919.594;3938.099
N;NORTE;2025-02-19 06:00:00;14918.299;1004.247;80.043;108.69;7121.73;8989.549
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 06:00:00;59189.11;6343.442;12323.502;4869.876;82507.38;218.55
SE;SUDESTE/CENTRO-OESTE;2025-02-19 06:00:00;34946.689;4031.447;11.0;2478.939;48968.532;-7500.457
S;SUL;2025-02-19 06:00:00;6669.436;965.304;418.358;235.785;13497.525;-5208.642
NE;NORDESTE;2025-02-19 07:00:00;2316.495;347.641;9972.063;5583.80699999;13296.386;4923.62
N;NORTE;2025-02-19 07:00:00;13202.658;1005.13799999;113.037;441.091;7115.02199999;7646.902
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 07:00:00;55290.243;6366.251;10385.397;15061.68;86642.88;460.7
SE;SUDESTE/CENTRO-OESTE;2025-02-19 07:00:00;32147.395;4050.19899999;11.0;8056.03599999;51298.186;-7033.556
S;SUL;2025-02-19 07:00:00;7623.695;963.273;289.297;980.746;14933.281;-5076.27
NE;NORDESTE;2025-02-19 08:00:00;2270.314;346.44399999;8784.028;7402.64799999;14061.439;4741.995
N;NORTE;2025-02-19 08:00:00;12807.362;1085.825;115.956;816.994;7390.703;7435.434
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 08:00:00;54904.867;6460.349;9121.195;21373.681;91399.54;460.55
SE;SUDESTE/CENTRO-OESTE;2025-02-19 08:00:00;31118.14099999;4059.025;11.0;11415.627;53969.075;-7365.282
S;SUL;2025-02-19 08:00:00;8709.05;969.055;210.211;1738.412;15978.323;-4351.595
NE;NORDESTE;2025-02-19 09:00:00;2216.33;342.53;6985.61699999;8996.569;14400.417;4140.629
N;NORTE;2025-02-19 09:00:00;12779.969;1159.08199999;102.05;1156.881;7613.222;7584.76
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 09:00:00;53172.146;6578.936;7281.307;27111.592;93683.41;460.57
SE;SUDESTE/CENTRO-OESTE;2025-02-19 09:00:00;29779.487;4068.327;11.0;14497.32099999;55718.954;-7362.819
S;SUL;2025-02-19 09:00:00;8396.36;1008.997;182.64;2460.821;15950.818;-3901.99999999
NE;NORDESTE;2025-02-19 10:00:00;2170.323;340.773;5289.081;10378.627;14489.688;3689.116
N;NORTE;2025-02-19 10:00:00;12840.722;1149.14399999;63.616;1490.307;7883.41;7660.379
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 10:00:00;53281.535;6588.982;5588.077;31280.486;96278.54;460.54
SE;SUDESTE/CENTRO-OESTE;2025-02-19 10:00:00;30140.75;4092.019;11.0;16340.356;57357.766;-6773.64099999
S;SUL;2025-02-19 10:00:00;8129.74;1007.046;224.38;3071.196;16547.67199999;-4115.31
NE;NORDESTE;2025-02-19 11:00:00;2154.053;345.403;5173.486;10700.18;14382.214;3990.908
N;NORTE;2025-02-19 11:00:00;12771.233;995.93799999;78.553;1607.72799999;7920.901;7532.551
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 11:00:00;52892.816;6429.701;5586.973;32667.836;97116.83;460.5
SE;SUDESTE/CENTRO-OESTE;2025-02-19 11:00:00;29930.641;4076.42;11.5;17019.239;58071.54;-7033.73999999
S;SUL;2025-02-19 11:00:00;8036.889;1011.94;323.43399999;3340.689;16742.173;-4029.221
NE;NORDESTE;2025-02-19 12:00:00;2168.275;348.90599999;4791.17699999;10297.80099999;14182.75999999;3423.399
N;NORTE;2025-02-19 12:00:00;12829.727;1000.309;177.781;1497.83999999;7850.039;7655.618
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 12:00:00;52034.222;6435.578;5258.218;32437.419;95705.0;460.44
SE;SUDESTE/CENTRO-OESTE;2025-02-19 12:00:00;29555.55699999;4076.591;13.0;17144.99599999;58094.13399999;-7303.99
S;SUL;2025-02-19 12:00:00;7480.663;1009.772;276.26;3496.782;15578.063;-3314.586
NE;NORDESTE;2025-02-19 13:00:00;2162.713;345.785;4965.738;9760.063;14277.459;2956.84
N;NORTE;2025-02-19 13:00:00;13275.026;1016.667;231.663;1292.283;7974.76799999;7840.871
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 13:00:00;55997.426;6444.483;5484.057;30813.025;98278.6;460.39
SE;SUDESTE/CENTRO-OESTE;2025-02-19 13:00:00;31524.915;4074.76899999;14.0;16399.321;59582.504;-7569.499
S;SUL;2025-02-19 13:00:00;9034.772;1007.262;272.656;3361.358;16443.87;-2767.822
NE;NORDESTE;2025-02-19 14:00:00;2170.636;344.081;5971.02599999;8635.274;14399.588;2721.429
N;NORTE;2025-02-19 14:00:00;14135.901;1016.286;365.577;1223.668;8356.16;8385.27199999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 14:00:00;59422.6;6466.135;6701.799;27738.676;99868.76;460.45
SE;SUDESTE/CENTRO-OESTE;2025-02-19 14:00:00;33560.547;4071.07;15.0;14999.81299999;60275.91099999;-7629.481
S;SUL;2025-02-19 14:00:00;9555.516;1034.698;350.196;2879.921;16837.097;-3016.76599999
NE;NORDESTE;2025-02-19 15:00:00;2299.284;347.247;7335.844;7042.807;14635.792;2389.39
N;NORTE;2025-02-19 15:00:00;14706.042;1013.758;133.233;1023.094;8505.901;8370.226
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 15:00:00;64065.945;6441.132;7956.87;22227.106;100230.57;460.48
SE;SUDESTE/CENTRO-OESTE;2025-02-19 15:00:00;36451.637;4065.25499999;15.5;11935.66299999;60025.612;-7557.557
S;SUL;2025-02-19 15:00:00;10608.982;1014.872;472.293;2225.542;17063.265;-2741.576
NE;NORDESTE;2025-02-19 16:00:00;3097.89999999;346.882;8276.15299999;4272.11799999;14753.69599999;1239.357
N;NORTE;2025-02-19 16:00:00;15996.664;1014.212;200.107;652.67499999;8364.88699999;9498.771
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 16:00:00;69346.965;6434.566;9038.918;15463.931;99823.9;460.48
SE;SUDESTE/CENTRO-OESTE;2025-02-19 16:00:00;39260.056;4070.586;16.0;9103.939;59548.23;-7097.649
S;SUL;2025-02-19 16:00:00;10992.345;1002.886;546.65799999;1435.199;17157.089;-3180.001
NE;NORDESTE;2025-02-19 17:00:00;4041.856;354.694;9535.482;1162.064;14384.052;710.044
N;NORTE;2025-02-19 17:00:00;16792.66;1017.716;111.77;265.123;8008.77;10178.499
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 17:00:00;72710.932;6455.316;10336.023;6960.493;96002.27;460.49
SE;SUDESTE/CENTRO-OESTE;2025-02-19 17:00:00;41089.20999999;4064.603;17.0;4785.457;56926.00699999;-6969.73699999
S;SUL;2025-02-19 17:00:00;10787.206;1018.303;671.77099999;747.849;16683.443;-3458.314
NE;NORDESTE;2025-02-19 18:00:00;5967.092;349.515;11192.968;28.573;15597.595;1940.553
N;NORTE;2025-02-19 18:00:00;16784.943;1017.213;139.85499999;42.533;7857.35399999;10127.19
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 18:00:00;76890.898;6452.438;12003.146;749.85;95635.94;460.39
SE;SUDESTE/CENTRO-OESTE;2025-02-19 18:00:00;43408.608;4067.645;17.0;519.04599999;56091.471;-8079.172
S;SUL;2025-02-19 18:00:00;10730.25499999;1018.065;653.323;159.698;16089.521;-3528.18
NE;NORDESTE;2025-02-19 19:00:00;5953.455;340.32299999;12971.178;0.075;15394.526;3870.505
N;NORTE;2025-02-19 19:00:00;15993.446;1017.33999999;98.311;2.788;8066.629;9045.256
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 19:00:00;79880.813;6448.146;13684.541;6.795;99559.85;460.44
SE;SUDESTE/CENTRO-OESTE;2025-02-19 19:00:00;47023.498;4081.409;17.0;2.638;58969.546;-7845.001
S;SUL;2025-02-19 19:00:00;10910.41399999;1009.074;598.052;1.294;17129.14999999;-4610.316
NE;NORDESTE;2025-02-19 20:00:00;5820.77699999;341.399;13699.098;0.00899999;15191.97999999;4669.303
N;NORTE;2025-02-19 20:00:00;15559.81399999;1022.342;82.635;0.0;8099.99699999;8564.794
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 20:00:00;79625.036;6450.698;14400.811;1.009;100016.99;460.57
SE;SUDESTE/CENTRO-OESTE;2025-02-19 20:00:00;47524.014;4075.34;17.0;0.0;59542.857;-7926.503
S;SUL;2025-02-19 20:00:00;10720.43099999;1011.617;602.078;1.0;17182.15399999;-4847.028
NE;NORDESTE;2025-02-19 21:00:00;5729.917;343.66;14673.69;0.008;15703.496;5043.779
N;NORTE;2025-02-19 21:00:00;15188.443;1022.32;94.16;0.0;8239.01299999;8065.91
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 21:00:00;78917.151;6445.837;15395.151;1.123;100298.64;460.63
SE;SUDESTE/CENTRO-OESTE;2025-02-19 21:00:00;47144.561;4072.571;16.0;0.115;59474.081;-8240.834
S;SUL;2025-02-19 21:00:00;10854.23;1007.286;611.301;1.0;16882.04599999;-4408.22899999
NE;NORDESTE;2025-02-19 22:00:00;5147.202;347.455;15614.302;0.002;15696.357;5412.60399999
N;NORTE;2025-02-19 22:00:00;14809.684;1015.749;125.719;0.0;8261.79299999;7689.359
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 22:00:00;75418.385;6433.97;16353.814;1.002;97746.7;460.47
SE;SUDESTE/CENTRO-OESTE;2025-02-19 22:00:00;44850.316;4069.20299999;15.0;0.0;57573.883;-8639.364
S;SUL;2025-02-19 22:00:00;10611.183;1001.563;598.79299999;1.0;16214.667;-4002.128
NE;NORDESTE;2025-02-19 23:00:00;4087.175;348.47;16106.412;0.012;15282.395;5259.674
N;NORTE;2025-02-19 23:00:00;15100.941;1042.034;118.517;0.0;8122.657;8138.835
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-19 23:00:00;70037.388;6460.98;16880.452;1.012;92919.24;460.59
SE;SUDESTE/CENTRO-OESTE;2025-02-19 23:00:00;41240.73199999;4062.019;14.5;0.0;54584.409;-9267.158
S;SUL;2025-02-19 23:00:00;9608.54;1008.45699999;641.023;1.0;14929.778;-3670.758
NE;NORDESTE;2025-02-20 00:00:00;3753.108;347.982;16157.933;0.0;14792.344;5466.679
N;NORTE;2025-02-20 00:00:00;15201.744;1039.538;95.781;0.0;8039.866;8297.197
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 00:00:00;65380.443;6471.252;16824.158;1.0;88215.89;460.96
SE;SUDESTE/CENTRO-OESTE;2025-02-20 00:00:00;38030.973;4073.709;14.499;0.0;51652.493;-9533.312
S;SUL;2025-02-20 00:00:00;8394.61799999;1010.023;555.94499999;1.0;13731.18999999;-3769.604
NE;NORDESTE;2025-02-20 01:00:00;3501.803;351.385;16727.70199999;0.0;14388.137;6192.753
N;NORTE;2025-02-20 01:00:00;14729.435;1037.077;30.809;0.0;7930.65299999;7866.668
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 01:00:00;61531.455;6453.169;17234.616;1.0;84759.24;461.0
SE;SUDESTE/CENTRO-OESTE;2025-02-20 01:00:00;36478.004;4059.915;14.0;0.0;49420.154;-8868.23499999
S;SUL;2025-02-20 01:00:00;6822.213;1004.792;462.105;1.0;13020.293;-4730.183
NE;NORDESTE;2025-02-20 02:00:00;3472.374;378.126;16057.062;0.0;14031.256;5876.306
N;NORTE;2025-02-20 02:00:00;14900.661;1019.919;36.473;0.0;7700.755;8256.298
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 02:00:00;59788.723;6480.316;16456.905;1.0;82265.93;461.01
SE;SUDESTE/CENTRO-OESTE;2025-02-20 02:00:00;35158.12399999;4076.62499999;13.0;0.0;47943.48799999;-8695.739
S;SUL;2025-02-20 02:00:00;6257.56399999;1005.646;350.37;1.0;12590.43399999;-4975.85399999
NE;NORDESTE;2025-02-20 03:00:00;3504.344;378.935;15357.431;0.0;13753.339;5487.371
N;NORTE;2025-02-20 03:00:00;14885.326;1013.074;30.876;0.0;7481.584;8447.69199999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 03:00:00;58923.165;6466.92;15642.789;1.0;80572.88;460.99
SE;SUDESTE/CENTRO-OESTE;2025-02-20 03:00:00;34462.585;4069.639;12.0;0.0;46950.675;-8406.451
S;SUL;2025-02-20 03:00:00;6070.90999999;1005.272;242.482;1.0;12387.284;-5067.62
NE;NORDESTE;2025-02-20 04:00:00;4006.163;375.995;13963.43;0.064;13585.07399999;4760.57799999
N;NORTE;2025-02-20 04:00:00;15154.548;1010.609;13.582;0.0;7408.267;8770.472
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 04:00:00;59861.843;6470.316;14193.891;1.064;80066.12;460.99
SE;SUDESTE/CENTRO-OESTE;2025-02-20 04:00:00;34559.902;4078.277;12.0;0.0;46657.038;-8006.859
S;SUL;2025-02-20 04:00:00;6141.23;1005.435;204.879;1.0;12415.742;-5063.19799999
NE;NORDESTE;2025-02-20 05:00:00;3176.941;374.838;13427.649;128.06999999;13246.579;3860.919
N;NORTE;2025-02-20 05:00:00;15248.694;1009.917;81.754;2.31599999;7374.558;8968.123
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 05:00:00;61414.087;6482.672;13698.119;221.741;81355.61;461.01
SE;SUDESTE/CENTRO-OESTE;2025-02-20 05:00:00;36123.96;4084.742;11.508;84.99799999;47739.308;-7434.1
S;SUL;2025-02-20 05:00:00;6864.49199999;1013.17499999;177.20799999;6.357;12995.16;-4933.928
NE;NORDESTE;2025-02-20 06:00:00;2456.488;375.738;11735.077;1954.18999999;12854.29;3667.203
N;NORTE;2025-02-20 06:00:00;14769.224;1010.00699999;15.456;93.90499999;7189.431;8699.161
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 06:00:00;61168.177;6473.878;11897.785;4363.014;83441.9;460.95
SE;SUDESTE/CENTRO-OESTE;2025-02-20 06:00:00;35541.092;4081.46499999;11.0;2035.856;49346.875;-7677.462
S;SUL;2025-02-20 06:00:00;8401.373;1006.66799999;136.252;279.063;14051.306;-4227.95
NE;NORDESTE;2025-02-20 07:00:00;2273.10399999;374.402;10165.313;4317.97699999;12913.515;4217.281
N;NORTE;2025-02-20 07:00:00;14371.578;1008.716;25.097;390.891;7147.551;8648.731
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 07:00:00;59049.356;6496.776;10341.701;12267.463;87694.35;460.95
SE;SUDESTE/CENTRO-OESTE;2025-02-20 07:00:00;33709.028;4093.38999999;11.0;6355.37199999;52142.519;-7973.729
S;SUL;2025-02-20 07:00:00;8695.64599999;1020.268;140.291;1203.223;15490.75999999;-4431.332
NE;NORDESTE;2025-02-20 08:00:00;2209.176;372.767;9978.52199999;5691.945;13580.07199999;4672.338
N;NORTE;2025-02-20 08:00:00;13899.738;1007.408;71.391;758.49899999;7420.82;8316.216
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 08:00:00;58231.021;6519.101;10172.723;18486.966;92948.85;460.96
SE;SUDESTE/CENTRO-OESTE;2025-02-20 08:00:00;33231.338;4098.83299999;11.0;9725.776;55157.849;-8090.902
S;SUL;2025-02-20 08:00:00;8890.769;1040.093;111.81;2310.746;16790.106;-4436.688
NE;NORDESTE;2025-02-20 09:00:00;2175.614;377.901;8558.697;7839.125;13885.405;5065.932
N;NORTE;2025-02-20 09:00:00;12815.429;1007.94199999;90.123;1145.539;7557.176;7501.857
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 09:00:00;55321.938;6534.979;8790.036;25213.258;95399.26;460.95
SE;SUDESTE/CENTRO-OESTE;2025-02-20 09:00:00;31945.236;4111.71099999;11.0;12804.03099999;56776.35299999;-7904.375
S;SUL;2025-02-20 09:00:00;8385.659;1037.425;130.216;3424.56299999;17180.32999999;-4202.46699999
NE;NORDESTE;2025-02-20 10:00:00;2179.472;375.07;7125.46699999;9508.84499999;14142.499;5046.35499999
N;NORTE;2025-02-20 10:00:00;12722.201;949.162;124.77;1441.766;7766.19499999;7471.704
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 10:00:00;54422.069;6489.001;7391.229;30080.986;97922.32;460.97
SE;SUDESTE/CENTRO-OESTE;2025-02-20 10:00:00;31384.42599999;4104.867;11.0;14781.291;58230.05399999;-7948.47
S;SUL;2025-02-20 10:00:00;8135.96999999;1059.90199999;129.99199999;4349.084;17783.568;-4108.62
NE;NORDESTE;2025-02-20 11:00:00;2173.223;368.961;6395.16899999;10487.95699999;14326.691;5098.61899999
N;NORTE;2025-02-20 11:00:00;12649.817;935.66;137.11099999;1443.853;7588.574;7577.867
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 11:00:00;53528.557;6430.274;6737.442;32801.982;99037.23;461.03
SE;SUDESTE/CENTRO-OESTE;2025-02-20 11:00:00;30647.71699999;4100.96699999;11.5;15944.028;59066.549;-8362.337
S;SUL;2025-02-20 11:00:00;8057.8;1024.68599999;193.66199999;4926.144;18055.416;-3853.124
NE;NORDESTE;2025-02-20 12:00:00;2180.42999999;364.267;5946.116;10418.993;14058.5;4851.306
N;NORTE;2025-02-20 12:00:00;12011.799;934.728;339.031;1399.311;7438.70799999;7246.161
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 12:00:00;52202.856;6428.719;6612.168;32764.386;97547.16;460.97
SE;SUDESTE/CENTRO-OESTE;2025-02-20 12:00:00;30356.044;4092.27699999;12.0;15840.30499999;58919.99;-8619.364
S;SUL;2025-02-20 12:00:00;7654.583;1037.447;315.021;5105.777;17129.964;-3017.136
NE;NORDESTE;2025-02-20 13:00:00;2191.678;359.815;6460.719;9392.97699999;14384.942;4020.247
N;NORTE;2025-02-20 13:00:00;14282.461;938.034;241.301;1331.86499999;7865.552;8928.10899999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 13:00:00;57570.527;6426.78;7124.435;30202.698;100863.42;461.02
SE;SUDESTE/CENTRO-OESTE;2025-02-20 13:00:00;32887.594;4094.12299999;14.0;14687.99;60262.044;-8578.337
S;SUL;2025-02-20 13:00:00;8208.794;1034.808;408.415;4789.866;18350.883;-3909.0
NE;NORDESTE;2025-02-20 14:00:00;2184.54599999;361.964;6977.55499999;8038.87299999;14600.45;2962.488
N;NORTE;2025-02-20 14:00:00;15935.438;940.356;193.068;1246.453;8315.318;9999.99699999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 14:00:00;62910.152;6408.566;7748.642;26024.542;102630.86;461.04
SE;SUDESTE/CENTRO-OESTE;2025-02-20 14:00:00;35888.76499999;4095.441;15.0;12623.302;60766.18699999;-8143.679
S;SUL;2025-02-20 14:00:00;8901.403;1010.805;563.019;4115.914;18948.907;-4357.76599999
NE;NORDESTE;2025-02-20 15:00:00;2495.678;365.067;8026.97599999;6599.027;14736.292;2750.456
N;NORTE;2025-02-20 15:00:00;16065.154;979.154;123.277;1059.002;8507.192;9719.39499999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 15:00:00;66217.263;6436.088;8847.601;21410.094;102449.99;461.06
SE;SUDESTE/CENTRO-OESTE;2025-02-20 15:00:00;38126.645;4081.156;15.5;10594.409;60521.004;-7703.29399999
S;SUL;2025-02-20 15:00:00;9529.786;1010.711;681.848;3157.656;18685.503;-4305.50199999
NE;NORDESTE;2025-02-20 16:00:00;3376.294;364.507;9488.72899999;4409.588;14758.03899999;2881.079
N;NORTE;2025-02-20 16:00:00;16250.918;985.202;112.974;669.821;8396.86199999;9622.053
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 16:00:00;70159.13;6434.171;10347.709;15291.465;101771.4;461.08
SE;SUDESTE/CENTRO-OESTE;2025-02-20 16:00:00;40493.90199999;4085.97099999;16.0;8106.859;59877.78099999;-7175.049
S;SUL;2025-02-20 16:00:00;10038.01599999;998.491;730.006;2105.197;18738.71299999;-4867.003
NE;NORDESTE;2025-02-20 17:00:00;4444.17;365.894;10834.384;1329.71899999;14372.614;2601.553
N;NORTE;2025-02-20 17:00:00;15990.158;1032.289;155.262;262.207;8074.10599999;9365.81
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 17:00:00;72622.152;6523.01;11776.89;7211.793;97672.86;460.99
SE;SUDESTE/CENTRO-OESTE;2025-02-20 17:00:00;41664.062;4122.21399999;17.0;4549.305;57192.511;-6839.92999999
S;SUL;2025-02-20 17:00:00;10523.76199999;1002.613;770.244;1070.56199999;18033.624;-4666.443
NE;NORDESTE;2025-02-20 18:00:00;6238.48;370.11;11925.64499999;116.58699999;15169.52499999;3481.29699999
N;NORTE;2025-02-20 18:00:00;16539.341;1037.455;189.595;39.565;7997.19;9808.766
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 18:00:00;77332.485;6565.09;12860.576;828.789;96870.59;716.36
SE;SUDESTE/CENTRO-OESTE;2025-02-20 18:00:00;43642.43899999;4151.22499999;17.0;434.81299999;56555.85299999;-8310.376
S;SUL;2025-02-20 18:00:00;10912.22499999;1006.3;728.336;237.824;17148.01699999;-4263.332
NE;NORDESTE;2025-02-20 19:00:00;6383.186;367.795;12773.82999999;0.597;15192.357;4333.05099999
N;NORTE;2025-02-20 19:00:00;16094.98;1036.95899999;236.841;2.065;8195.757;9175.088
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 19:00:00;80862.397;6562.027;13770.278;5.759;100468.8;731.66
SE;SUDESTE/CENTRO-OESTE;2025-02-20 19:00:00;46687.399;4153.823;17.0;2.097;58913.286;-8052.967
S;SUL;2025-02-20 19:00:00;11696.83199999;1003.45;742.607;1.0;18167.39699999;-4723.508
NE;NORDESTE;2025-02-20 20:00:00;6412.438;364.717;14060.884;0.0;15193.843;5644.196
N;NORTE;2025-02-20 20:00:00;15035.363;1047.07;275.994;0.002;8254.51299999;8103.916
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 20:00:00;79926.907;6562.604;15241.928;1.002;101000.7;731.75
SE;SUDESTE/CENTRO-OESTE;2025-02-20 20:00:00;46817.695;4146.97899999;17.0;0.0;59186.931;-8205.257
S;SUL;2025-02-20 20:00:00;11661.41099999;1003.838;888.05;1.0;18365.40799999;-4811.10899999
NE;NORDESTE;2025-02-20 21:00:00;6435.07799999;378.528;14779.554;0.0;15618.712;5974.448
N;NORTE;2025-02-20 21:00:00;14724.817;1062.873;331.64;0.0;8391.28299999;7728.047
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 21:00:00;79445.222;6597.222;16059.013;1.0;101370.75;731.71
SE;SUDESTE/CENTRO-OESTE;2025-02-20 21:00:00;46454.831;4149.106;16.0;0.0;59132.017;-8512.07999999
S;SUL;2025-02-20 21:00:00;11830.496;1006.715;931.819;1.0;18228.73399999;-4458.704
NE;NORDESTE;2025-02-20 22:00:00;6273.875;372.924;15006.53599999;0.0;15685.81399999;5967.521
N;NORTE;2025-02-20 22:00:00;14751.56999999;1061.34999999;281.192;0.0;8478.04599999;7616.066
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 22:00:00;77021.28;6579.575;16302.379;1.0;99188.73;715.5
SE;SUDESTE/CENTRO-OESTE;2025-02-20 22:00:00;44554.02399999;4141.709;15.0;0.0;57491.25699999;-8780.524
S;SUL;2025-02-20 22:00:00;11441.81099999;1003.592;999.651;1.0;17533.61499999;-4087.561
NE;NORDESTE;2025-02-20 23:00:00;4647.182;380.075;15619.69799999;0.0;15263.98899999;5382.96599999
N;NORTE;2025-02-20 23:00:00;15248.18699999;1060.031;311.06599999;0.0;8455.45099999;8163.833
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-20 23:00:00;71922.343;6504.832;16908.82;1.0;94876.01;460.99
SE;SUDESTE/CENTRO-OESTE;2025-02-20 23:00:00;41354.161;4059.086;14.5;0.0;54810.871;-9383.124
S;SUL;2025-02-20 23:00:00;10672.813;1005.64;963.556;1.0;16345.697;-3702.688
NE;NORDESTE;2025-02-21 00:00:00;3678.331;402.673;16872.64999999;0.0;14814.932;6138.722
N;NORTE;2025-02-21 00:00:00;14711.052;1036.106;280.423;0.0;8259.213;7768.368
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-21 00:00:00;65901.977;6511.684;18103.589;1.0;90057.24;461.01
SE;SUDESTE/CENTRO-OESTE;2025-02-21 00:00:00;38239.28999999;4060.284;12.002;0.0;51896.53499999;-9584.95899999
S;SUL;2025-02-21 00:00:00;9273.304;1012.621;938.51399999;1.0;15086.555;-3861.116
NE;NORDESTE;2025-02-21 01:00:00;3398.457;406.565;16995.018;0.0;14358.616;6441.424
N;NORTE;2025-02-21 01:00:00;14420.434;1043.262;241.159;0.0;8052.397;7652.458
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-21 01:00:00;62113.022;6529.69;18080.374;1.0;86263.08;461.0
SE;SUDESTE/CENTRO-OESTE;2025-02-21 01:00:00;36454.95199999;4066.534;11.0;0.0;49597.93799999;-9065.452
S;SUL;2025-02-21 01:00:00;7839.179;1013.329;833.197;1.0;14254.132;-4567.427
NE;NORDESTE;2025-02-21 02:00:00;3371.621;409.334;17140.745;0.0;14031.57899999;6890.121
N;NORTE;2025-02-21 02:00:00;13511.469;1044.50599999;217.807;0.0;7865.871;6907.911
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-21 02:00:00;59243.582;6539.81;18080.739;1.0;83404.16;460.98
SE;SUDESTE/CENTRO-OESTE;2025-02-21 02:00:00;35442.081;4072.89;10.5;0.0;47914.691;-8389.21999999
S;SUL;2025-02-21 02:00:00;6918.411;1013.08;711.687;1.0;13592.014;-4947.836
NE;NORDESTE;2025-02-21 03:00:00;3725.198;403.821;17197.853;0.012;13843.064;7483.82
N;NORTE;2025-02-21 03:00:00;13261.185;1034.42;196.649;0.0;7757.14199999;6735.112
SIN;SISTEMA INTERLIGADO NACIONAL;2025-02-21 03:00:00;57827.252;6527.847;18021.23;1.012;81916.36;460.98
SE;SUDESTE/CENTRO-OESTE;2025-02-21 03:00:00;34050.551;4074.87399999;10.0;0.0;47089.239;-8953.814
S;SUL;2025-02-21 03:00:00;6790.318;1014.732;616.728;1.0;13226.916;-4804.138
