din_instante;id_subsistema_origem;nom_subsistema_origem;id_subsistema_destino;nom_subsistema_destino;val_intercambiomwmed
2024-01-01 22:00:00;N;NORTE;SE;SUDESTE;-3960.874
2024-01-01 22:00:00;NE;NORDESTE;SE;SUDESTE;-2733.701
2024-01-01 22:00:00;SE;SUDESTE;S;SUL;-4318.103
2024-01-01 23:00:00;N;NORTE;NE;NORDESTE;2783.933
2024-01-01 23:00:00;N;NORTE;SE;SUDESTE;-4065.92
2024-01-01 23:00:00;NE;NORDESTE;SE;SUDESTE;-2795.449
2024-01-01 23:00:00;SE;SUDESTE;S;SUL;-4917.167
2024-01-02 00:00:00;N;NORTE;NE;NORDESTE;2739.217
2024-01-02 00:00:00;N;NORTE;SE;SUDESTE;-4459.185
2024-01-02 00:00:00;NE;NORDESTE;SE;SUDESTE;-2707.039
2024-01-02 00:00:00;SE;SUDESTE;S;SUL;-4904.352
2024-01-02 01:00:00;N;NORTE;NE;NORDESTE;2886.896
2024-01-02 01:00:00;N;NORTE;SE;SUDESTE;-4488.799
2024-01-02 01:00:00;NE;NORDESTE;SE;SUDESTE;-2652.73
2024-01-02 01:00:00;SE;SUDESTE;S;SUL;-4284.442
2024-01-02 02:00:00;N;NORTE;NE;NORDESTE;2986.456
2024-01-02 02:00:00;N;NORTE;SE;SUDESTE;-4471.542
2024-01-02 02:00:00;NE;NORDESTE;SE;SUDESTE;-2908.152
2024-01-02 02:00:00;SE;SUDESTE;S;SUL;-4750.376
2024-01-02 03:00:00;N;NORTE;NE;NORDESTE;2909.838
2024-01-02 03:00:00;N;NORTE;SE;SUDESTE;-4394.576
2024-01-02 03:00:00;NE;NORDESTE;SE;SUDESTE;-2784.827
2024-01-02 03:00:00;SE;SUDESTE;S;SUL;-5247.643
2024-01-02 04:00:00;N;NORTE;NE;NORDESTE;2972.859
2024-01-02 04:00:00;N;NORTE;SE;SUDESTE;-4395.48899999
2024-01-02 04:00:00;NE;NORDESTE;SE;SUDESTE;-2731.244
2024-01-02 04:00:00;SE;SUDESTE;S;SUL;-5313.611
2024-01-02 05:00:00;N;NORTE;NE;NORDESTE;2810.245
2024-01-02 05:00:00;N;NORTE;SE;SUDESTE;-4221.30599999
2024-01-02 05:00:00;NE;NORDESTE;SE;SUDESTE;-2473.014
2024-01-02 05:00:00;SE;SUDESTE;S;SUL;-5254.588
2024-01-02 06:00:00;N;NORTE;NE;NORDESTE;2048.129
2024-01-02 06:00:00;N;NORTE;SE;SUDESTE;-3711.906
2024-01-02 06:00:00;NE;NORDESTE;SE;SUDESTE;-1882.302
2024-01-02 06:00:00;SE;SUDESTE;S;SUL;-5591.144
2024-01-02 07:00:00;N;NORTE;NE;NORDESTE;1239.49399999
2024-01-02 07:00:00;N;NORTE;SE;SUDESTE;-2922.487
2024-01-02 07:00:00;NE;NORDESTE;SE;SUDESTE;-1685.777
2024-01-02 07:00:00;SE;SUDESTE;S;SUL;-5263.08
2024-01-02 08:00:00;N;NORTE;NE;NORDESTE;1161.39799999
2024-01-02 08:00:00;N;NORTE;SE;SUDESTE;-2800.424
2024-01-02 08:00:00;NE;NORDESTE;SE;SUDESTE;-1998.608
2024-01-02 08:00:00;SE;SUDESTE;S;SUL;-4984.018
2024-01-02 09:00:00;N;NORTE;NE;NORDESTE;1021.499
2024-01-02 09:00:00;N;NORTE;SE;SUDESTE;-2641.969
2024-01-02 09:00:00;NE;NORDESTE;SE;SUDESTE;-1906.808
2024-01-02 09:00:00;SE;SUDESTE;S;SUL;-4658.192
2024-01-02 10:00:00;N;NORTE;NE;NORDESTE;886.921
2024-01-02 10:00:00;N;NORTE;SE;SUDESTE;-2423.60399999
2024-01-02 10:00:00;NE;NORDESTE;SE;SUDESTE;-1666.645
2024-01-02 10:00:00;SE;SUDESTE;S;SUL;-4498.267
2024-01-02 11:00:00;N;NORTE;NE;NORDESTE;720.821
2024-01-02 11:00:00;N;NORTE;SE;SUDESTE;-2196.473
2024-01-02 11:00:00;NE;NORDESTE;SE;SUDESTE;-1451.553
2024-01-02 11:00:00;SE;SUDESTE;S;SUL;-4025.47
2024-01-02 12:00:00;N;NORTE;NE;NORDESTE;388.358
2024-01-02 12:00:00;N;NORTE;SE;SUDESTE;-1833.801
2024-01-02 12:00:00;NE;NORDESTE;SE;SUDESTE;-912.465
2024-01-02 12:00:00;SE;SUDESTE;S;SUL;-4171.35999999
2024-01-02 13:00:00;N;NORTE;NE;NORDESTE;554.376
2024-01-02 13:00:00;N;NORTE;SE;SUDESTE;-1723.372
2024-01-02 13:00:00;NE;NORDESTE;SE;SUDESTE;-996.651
2024-01-02 13:00:00;SE;SUDESTE;S;SUL;-4278.84599999
2024-01-02 14:00:00;N;NORTE;NE;NORDESTE;1035.352
2024-01-02 14:00:00;N;NORTE;SE;SUDESTE;-1491.416
2024-01-02 14:00:00;NE;NORDESTE;SE;SUDESTE;-694.88
2024-01-02 14:00:00;SE;SUDESTE;S;SUL;-3374.256
2024-01-02 15:00:00;N;NORTE;NE;NORDESTE;1251.405
2024-01-02 15:00:00;N;NORTE;SE;SUDESTE;-1680.294
2024-01-02 15:00:00;NE;NORDESTE;SE;SUDESTE;-694.519
2024-01-02 15:00:00;SE;SUDESTE;S;SUL;-3342.18
2024-01-02 16:00:00;N;NORTE;NE;NORDESTE;1729.257
2024-01-02 16:00:00;N;NORTE;SE;SUDESTE;-2158.89
2024-01-02 16:00:00;NE;NORDESTE;SE;SUDESTE;-1449.843
2024-01-02 16:00:00;SE;SUDESTE;S;SUL;-4218.93
2024-01-02 17:00:00;N;NORTE;NE;NORDESTE;1866.799
2024-01-02 17:00:00;N;NORTE;SE;SUDESTE;-2259.168
2024-01-02 17:00:00;NE;NORDESTE;SE;SUDESTE;-1673.109
2024-01-02 17:00:00;SE;SUDESTE;S;SUL;-4407.313
2024-01-02 18:00:00;N;NORTE;NE;NORDESTE;2008.702
2024-01-02 18:00:00;N;NORTE;SE;SUDESTE;-1957.653
2024-01-02 18:00:00;NE;NORDESTE;SE;SUDESTE;-1351.791
2024-01-02 18:00:00;SE;SUDESTE;S;SUL;-4364.657
2024-01-02 19:00:00;N;NORTE;NE;NORDESTE;2168.928
2024-01-02 19:00:00;N;NORTE;SE;SUDESTE;-1921.943
2024-01-02 19:00:00;NE;NORDESTE;SE;SUDESTE;-1179.604
2024-01-02 19:00:00;SE;SUDESTE;S;SUL;-3461.946
2024-01-02 20:00:00;N;NORTE;NE;NORDESTE;2143.772
2024-01-02 20:00:00;N;NORTE;SE;SUDESTE;-2002.172
2024-01-02 20:00:00;NE;NORDESTE;SE;SUDESTE;-1311.208
2024-01-02 20:00:00;SE;SUDESTE;S;SUL;-3163.741
2024-01-02 21:00:00;N;NORTE;NE;NORDESTE;2417.335
2024-01-02 21:00:00;N;NORTE;SE;SUDESTE;-2120.786
2024-01-02 21:00:00;NE;NORDESTE;SE;SUDESTE;-1565.11999999
2024-01-02 21:00:00;SE;SUDESTE;S;SUL;-3517.971
2024-01-02 22:00:00;N;NORTE;NE;NORDESTE;2560.964
2024-01-02 22:00:00;N;NORTE;SE;SUDESTE;-2433.722
2024-01-02 22:00:00;NE;NORDESTE;SE;SUDESTE;-2006.213
2024-01-02 22:00:00;SE;SUDESTE;S;SUL;-4206.353
2024-01-02 23:00:00;N;NORTE;NE;NORDESTE;2528.572
2024-01-02 23:00:00;N;NORTE;SE;SUDESTE;-3207.046
2024-01-02 23:00:00;NE;NORDESTE;SE;SUDESTE;-2582.031
2024-01-02 23:00:00;SE;SUDESTE;S;SUL;-4979.689
2024-01-03 00:00:00;N;NORTE;NE;NORDESTE;3143.61
2024-01-03 00:00:00;N;NORTE;SE;SUDESTE;-4226.48899999
2024-01-03 00:00:00;NE;NORDESTE;SE;SUDESTE;-3095.157
2024-01-03 00:00:00;SE;SUDESTE;S;SUL;-5359.073
2024-01-03 01:00:00;N;NORTE;NE;NORDESTE;3239.725
2024-01-03 01:00:00;N;NORTE;SE;SUDESTE;-4617.75
2024-01-03 01:00:00;NE;NORDESTE;SE;SUDESTE;-3288.848
2024-01-03 01:00:00;SE;SUDESTE;S;SUL;-5408.401
2024-01-03 02:00:00;N;NORTE;NE;NORDESTE;3251.012
2024-01-03 02:00:00;N;NORTE;SE;SUDESTE;-4470.923
2024-01-03 02:00:00;NE;NORDESTE;SE;SUDESTE;-3075.375
2024-01-03 02:00:00;SE;SUDESTE;S;SUL;-4798.358
2024-01-03 03:00:00;N;NORTE;NE;NORDESTE;3346.904
2024-01-03 03:00:00;N;NORTE;SE;SUDESTE;-4400.81099999
2024-01-03 03:00:00;NE;NORDESTE;SE;SUDESTE;-3055.067
2024-01-03 03:00:00;SE;SUDESTE;S;SUL;-4627.512
2024-01-03 04:00:00;N;NORTE;NE;NORDESTE;3243.873
2024-01-03 04:00:00;N;NORTE;SE;SUDESTE;-4198.143
2024-01-03 04:00:00;NE;NORDESTE;SE;SUDESTE;-2706.957
2024-01-03 04:00:00;SE;SUDESTE;S;SUL;-4654.198
2024-01-03 05:00:00;N;NORTE;NE;NORDESTE;2747.551
2024-01-03 05:00:00;N;NORTE;SE;SUDESTE;-3851.844
2024-01-03 05:00:00;NE;NORDESTE;SE;SUDESTE;-2290.944
2024-01-03 05:00:00;SE;SUDESTE;S;SUL;-5387.753
2024-01-03 06:00:00;N;NORTE;NE;NORDESTE;1974.574
2024-01-03 06:00:00;N;NORTE;SE;SUDESTE;-3035.347
2024-01-03 06:00:00;NE;NORDESTE;SE;SUDESTE;-2027.918
2024-01-03 06:00:00;SE;SUDESTE;S;SUL;-5878.16299999
2024-01-03 07:00:00;N;NORTE;NE;NORDESTE;1602.891
2024-01-03 07:00:00;N;NORTE;SE;SUDESTE;-2395.415
2024-01-03 07:00:00;NE;NORDESTE;SE;SUDESTE;-1714.567
2024-01-03 07:00:00;SE;SUDESTE;S;SUL;-5662.722
2024-01-03 08:00:00;N;NORTE;NE;NORDESTE;1294.74399999
2024-01-03 08:00:00;N;NORTE;SE;SUDESTE;-2055.654
2024-01-03 08:00:00;NE;NORDESTE;SE;SUDESTE;-1366.663
2024-01-03 08:00:00;SE;SUDESTE;S;SUL;-5481.28799999
2024-01-03 09:00:00;N;NORTE;NE;NORDESTE;839.88199999
2024-01-03 09:00:00;N;NORTE;SE;SUDESTE;-1460.887
2024-01-03 09:00:00;NE;NORDESTE;SE;SUDESTE;-667.511
2024-01-03 09:00:00;SE;SUDESTE;S;SUL;-5127.537
2024-01-03 10:00:00;N;NORTE;NE;NORDESTE;421.447
2024-01-03 10:00:00;N;NORTE;SE;SUDESTE;-1080.94
2024-01-03 10:00:00;NE;NORDESTE;SE;SUDESTE;-306.004
2024-01-03 10:00:00;SE;SUDESTE;S;SUL;-4823.47
2024-01-03 11:00:00;N;NORTE;NE;NORDESTE;337.139
2024-01-03 11:00:00;N;NORTE;SE;SUDESTE;-1003.115
2024-01-03 11:00:00;NE;NORDESTE;SE;SUDESTE;-403.17
2024-01-03 11:00:00;SE;SUDESTE;S;SUL;-4163.191
2024-01-03 12:00:00;N;NORTE;NE;NORDESTE;86.399
2024-01-03 12:00:00;N;NORTE;SE;SUDESTE;-778.47
2024-01-03 12:00:00;NE;NORDESTE;SE;SUDESTE;122.694
2024-01-03 12:00:00;SE;SUDESTE;S;SUL;-3862.311
2024-01-03 13:00:00;N;NORTE;NE;NORDESTE;353.1
2024-01-03 13:00:00;N;NORTE;SE;SUDESTE;-643.727
2024-01-03 13:00:00;NE;NORDESTE;SE;SUDESTE;422.779
2024-01-03 13:00:00;SE;SUDESTE;S;SUL;-3932.314
2024-01-03 14:00:00;N;NORTE;NE;NORDESTE;347.935
2024-01-03 14:00:00;N;NORTE;SE;SUDESTE;-980.654
2024-01-03 14:00:00;NE;NORDESTE;SE;SUDESTE;-41.363
2024-01-03 14:00:00;SE;SUDESTE;S;SUL;-3724.492
2024-01-03 15:00:00;N;NORTE;NE;NORDESTE;222.998
2024-01-03 15:00:00;N;NORTE;SE;SUDESTE;-848.688
2024-01-03 15:00:00;NE;NORDESTE;SE;SUDESTE;298.141
2024-01-03 15:00:00;SE;SUDESTE;S;SUL;-3650.743
2024-01-03 16:00:00;N;NORTE;NE;NORDESTE;536.482
2024-01-03 16:00:00;N;NORTE;SE;SUDESTE;-1134.69699999
2024-01-03 16:00:00;NE;NORDESTE;SE;SUDESTE;-122.805
2024-01-03 16:00:00;SE;SUDESTE;S;SUL;-3491.795
2024-01-03 17:00:00;N;NORTE;NE;NORDESTE;981.15
2024-01-03 17:00:00;N;NORTE;SE;SUDESTE;-1535.896
2024-01-03 17:00:00;NE;NORDESTE;SE;SUDESTE;-730.978
2024-01-03 17:00:00;SE;SUDESTE;S;SUL;-3184.009
2024-01-03 18:00:00;N;NORTE;NE;NORDESTE;1229.652
2024-01-03 18:00:00;N;NORTE;SE;SUDESTE;-1673.866
2024-01-03 18:00:00;NE;NORDESTE;SE;SUDESTE;-876.402
2024-01-03 18:00:00;SE;SUDESTE;S;SUL;-3465.752
2024-01-03 19:00:00;N;NORTE;NE;NORDESTE;1158.77
2024-01-03 19:00:00;N;NORTE;SE;SUDESTE;-1619.376
2024-01-03 19:00:00;NE;NORDESTE;SE;SUDESTE;-569.763
2024-01-03 19:00:00;SE;SUDESTE;S;SUL;-3356.617
2024-01-03 20:00:00;N;NORTE;NE;NORDESTE;1506.914
2024-01-03 20:00:00;N;NORTE;SE;SUDESTE;-1457.022
2024-01-03 20:00:00;NE;NORDESTE;SE;SUDESTE;-469.421
2024-01-03 20:00:00;SE;SUDESTE;S;SUL;-2935.306
2024-01-03 21:00:00;N;NORTE;NE;NORDESTE;1677.552
2024-01-03 21:00:00;N;NORTE;SE;SUDESTE;-1871.535
2024-01-03 21:00:00;NE;NORDESTE;SE;SUDESTE;-1070.426
2024-01-03 21:00:00;SE;SUDESTE;S;SUL;-3169.029
2024-01-03 22:00:00;N;NORTE;NE;NORDESTE;1887.703
2024-01-03 22:00:00;N;NORTE;SE;SUDESTE;-2496.236
2024-01-03 22:00:00;NE;NORDESTE;SE;SUDESTE;-1886.235
2024-01-03 22:00:00;SE;SUDESTE;S;SUL;-3698.96
2024-01-03 23:00:00;N;NORTE;NE;NORDESTE;2446.827
2024-01-03 23:00:00;N;NORTE;SE;SUDESTE;-3786.108
2024-01-03 23:00:00;NE;NORDESTE;SE;SUDESTE;-2623.256
2024-01-03 23:00:00;SE;SUDESTE;S;SUL;-4220.598
2024-01-04 00:00:00;N;NORTE;NE;NORDESTE;2742.138
2024-01-04 00:00:00;N;NORTE;SE;SUDESTE;-4328.501
2024-01-04 00:00:00;NE;NORDESTE;SE;SUDESTE;-2880.08
2024-01-04 00:00:00;SE;SUDESTE;S;SUL;-4759.35999999
2024-01-04 01:00:00;N;NORTE;NE;NORDESTE;2860.854
2024-01-04 01:00:00;N;NORTE;SE;SUDESTE;-4291.353
2024-01-04 01:00:00;NE;NORDESTE;SE;SUDESTE;-3068.31
2024-01-04 01:00:00;SE;SUDESTE;S;SUL;-5282.52499999
2024-01-04 02:00:00;N;NORTE;NE;NORDESTE;3184.227
2024-01-04 02:00:00;N;NORTE;SE;SUDESTE;-4345.157
2024-01-04 02:00:00;NE;NORDESTE;SE;SUDESTE;-3119.505
2024-01-04 02:00:00;SE;SUDESTE;S;SUL;-5187.021
2024-01-04 03:00:00;N;NORTE;NE;NORDESTE;3179.199
2024-01-04 03:00:00;N;NORTE;SE;SUDESTE;-4286.207
2024-01-04 03:00:00;NE;NORDESTE;SE;SUDESTE;-3047.135
2024-01-04 03:00:00;SE;SUDESTE;S;SUL;-5337.397
2024-01-04 04:00:00;N;NORTE;NE;NORDESTE;3315.431
2024-01-04 04:00:00;N;NORTE;SE;SUDESTE;-4298.734
2024-01-04 04:00:00;NE;NORDESTE;SE;SUDESTE;-3148.245
2024-01-04 04:00:00;SE;SUDESTE;S;SUL;-5541.082
2024-01-04 05:00:00;N;NORTE;NE;NORDESTE;3087.36499999
2024-01-04 05:00:00;N;NORTE;SE;SUDESTE;-4073.855
2024-01-04 05:00:00;NE;NORDESTE;SE;SUDESTE;-2790.943
2024-01-04 05:00:00;SE;SUDESTE;S;SUL;-5607.459
2024-01-04 06:00:00;N;NORTE;NE;NORDESTE;2510.129
2024-01-04 06:00:00;N;NORTE;SE;SUDESTE;-3356.896
2024-01-04 06:00:00;NE;NORDESTE;SE;SUDESTE;-2273.927
2024-01-04 06:00:00;SE;SUDESTE;S;SUL;-5413.406
2024-01-04 07:00:00;N;NORTE;NE;NORDESTE;1755.707
2024-01-04 07:00:00;N;NORTE;SE;SUDESTE;-2378.458
2024-01-04 07:00:00;NE;NORDESTE;SE;SUDESTE;-1264.104
2024-01-04 07:00:00;SE;SUDESTE;S;SUL;-5051.394
2024-01-04 08:00:00;N;NORTE;NE;NORDESTE;921.341
2024-01-04 08:00:00;N;NORTE;SE;SUDESTE;-1607.229
2024-01-04 08:00:00;NE;NORDESTE;SE;SUDESTE;-761.07
2024-01-04 08:00:00;SE;SUDESTE;S;SUL;-4889.805
2024-01-04 09:00:00;N;NORTE;NE;NORDESTE;374.091
2024-01-04 09:00:00;N;NORTE;SE;SUDESTE;-1232.621
2024-01-04 09:00:00;NE;NORDESTE;SE;SUDESTE;-418.337
2024-01-04 09:00:00;SE;SUDESTE;S;SUL;-4391.814
2024-01-04 10:00:00;N;NORTE;NE;NORDESTE;176.798
2024-01-04 10:00:00;N;NORTE;SE;SUDESTE;-926.658
2024-01-04 10:00:00;NE;NORDESTE;SE;SUDESTE;120.186
2024-01-04 10:00:00;SE;SUDESTE;S;SUL;-3403.364
2024-01-04 11:00:00;N;NORTE;NE;NORDESTE;-285.947
2024-01-04 11:00:00;N;NORTE;SE;SUDESTE;-518.652
2024-01-04 11:00:00;NE;NORDESTE;SE;SUDESTE;455.749
2024-01-04 11:00:00;SE;SUDESTE;S;SUL;-1917.129
2024-01-04 12:00:00;N;NORTE;NE;NORDESTE;-487.359
2024-01-04 12:00:00;N;NORTE;SE;SUDESTE;-165.237
2024-01-04 12:00:00;NE;NORDESTE;SE;SUDESTE;892.945
2024-01-04 12:00:00;SE;SUDESTE;S;SUL;-1226.43599999
2024-01-04 13:00:00;N;NORTE;NE;NORDESTE;-414.344
2024-01-04 13:00:00;N;NORTE;SE;SUDESTE;-400.05
2024-01-04 13:00:00;NE;NORDESTE;SE;SUDESTE;589.033
2024-01-04 13:00:00;SE;SUDESTE;S;SUL;-2496.13299999
2024-01-04 14:00:00;N;NORTE;NE;NORDESTE;-256.229
2024-01-04 14:00:00;N;NORTE;SE;SUDESTE;-952.474
2024-01-04 14:00:00;NE;NORDESTE;SE;SUDESTE;-113.538
2024-01-04 14:00:00;SE;SUDESTE;S;SUL;-3206.458
2024-01-04 15:00:00;N;NORTE;NE;NORDESTE;-6.849
2024-01-04 15:00:00;N;NORTE;SE;SUDESTE;-1221.518
2024-01-04 15:00:00;NE;NORDESTE;SE;SUDESTE;-181.513
2024-01-04 15:00:00;SE;SUDESTE;S;SUL;-2812.978
2024-01-04 16:00:00;N;NORTE;NE;NORDESTE;221.315
2024-01-04 16:00:00;N;NORTE;SE;SUDESTE;-1338.414
2024-01-04 16:00:00;NE;NORDESTE;SE;SUDESTE;-211.538
2024-01-04 16:00:00;SE;SUDESTE;S;SUL;-2547.268
2024-01-04 17:00:00;N;NORTE;NE;NORDESTE;918.134
2024-01-04 17:00:00;N;NORTE;SE;SUDESTE;-1498.45
2024-01-04 17:00:00;NE;NORDESTE;SE;SUDESTE;-704.346
2024-01-04 17:00:00;SE;SUDESTE;S;SUL;-2900.916
2024-01-04 18:00:00;N;NORTE;NE;NORDESTE;1254.317
2024-01-04 18:00:00;N;NORTE;SE;SUDESTE;-1338.874
2024-01-04 18:00:00;NE;NORDESTE;SE;SUDESTE;-672.70399999
2024-01-04 18:00:00;SE;SUDESTE;S;SUL;-3984.996
2024-01-04 19:00:00;N;NORTE;NE;NORDESTE;929.363
2024-01-04 19:00:00;N;NORTE;SE;SUDESTE;-801.104
2024-01-04 19:00:00;NE;NORDESTE;SE;SUDESTE;217.66399999
2024-01-04 19:00:00;SE;SUDESTE;S;SUL;-3131.612
2024-01-04 20:00:00;N;NORTE;NE;NORDESTE;1177.771
2024-01-04 20:00:00;N;NORTE;SE;SUDESTE;-256.514
2024-01-04 20:00:00;NE;NORDESTE;SE;SUDESTE;668.38699999
2024-01-04 20:00:00;SE;SUDESTE;S;SUL;-2606.98999999
2024-01-04 21:00:00;N;NORTE;NE;NORDESTE;1270.801
2024-01-04 21:00:00;N;NORTE;SE;SUDESTE;-739.719
2024-01-04 21:00:00;NE;NORDESTE;SE;SUDESTE;386.148
2024-01-04 21:00:00;SE;SUDESTE;S;SUL;-2778.492
2024-01-04 22:00:00;N;NORTE;NE;NORDESTE;1209.732
2024-01-04 22:00:00;N;NORTE;SE;SUDESTE;-1587.737
2024-01-04 22:00:00;NE;NORDESTE;SE;SUDESTE;-624.65599999
2024-01-04 22:00:00;SE;SUDESTE;S;SUL;-3378.497
2024-01-04 23:00:00;N;NORTE;NE;NORDESTE;1383.04
2024-01-04 23:00:00;N;NORTE;SE;SUDESTE;-2903.892
2024-01-04 23:00:00;NE;NORDESTE;SE;SUDESTE;-1797.91
