id_subsistema;nom_subsistema;ena_data;ena_bruta_regiao_mwmed;ena_bruta_regiao_percentualmlt;ena_armazenavel_regiao_mwmed;ena_armazenavel_regiao_percentualmlt
S;SUL;2023-01-08;5870.68310547;77.24739838;3329.22900391;43.80659866
SE;SUDESTE;2023-01-08;76660.28125;116.85410309;69583.4140625;106.06680298
N;NORTE;2023-01-09;20067.83203125;129.31440735;19108.85351563;123.13490295
NE;NORDESTE;2023-01-09;14067.8515625;104.74549866;13018.45507813;96.93199921
S;SUL;2023-01-09;5558.09521484;73.13430023;5180.10400391;68.16069794
SE;SUDESTE;2023-01-09;82990.0703125;126.50270081;72929.328125;111.16699982
N;NORTE;2023-01-10;19982.16015625;128.76229858;19558.50390625;126.03230286
NE;NORDESTE;2023-01-10;14141.05761719;105.29060364;12249.91894531;91.20970154
S;SUL;2023-01-10;5254.85693359;69.14430237;5070.35107422;66.71649933
SE;SUDESTE;2023-01-10;88371.609375;134.7059021;78017.625;118.92320251
N;NORTE;2023-01-11;19956.28125;128.59559631;19463.06835938;125.41739655
NE;NORDESTE;2023-01-11;13896.55859375;103.4701004;11144.50195313;82.97899628
S;SUL;2023-01-11;5154.62695313;67.82540131;5008.57177734;65.9036026
SE;SUDESTE;2023-01-11;90183.0703125;137.46710205;80106.3828125;122.10710144
N;NORTE;2023-01-12;19875.69921875;128.07629395;19678.28710938;126.80419922
NE;NORDESTE;2023-01-12;13585.29492188;101.15249634;10289.22753906;76.61090088
S;SUL;2023-01-12;5208.01318359;68.5279007;4969.58203125;65.39060211
SE;SUDESTE;2023-01-12;89955.0;137.11940002;81463.265625;124.17539978
N;NORTE;2023-01-13;19782.15820313;127.47360229;19578.84179688;126.16339874
NE;NORDESTE;2023-01-13;13550.48828125;100.8934021;9737.6796875;72.5042038
S;SUL;2023-01-13;5297.68701172;69.70780182;4969.46923828;65.38909912
SE;SUDESTE;2023-01-13;89047.9609375;135.73680115;79937.796875;121.85009766
N;NORTE;2023-01-14;19782.3828125;127.47499847;19377.81835938;124.86799622
NE;NORDESTE;2023-01-14;13552.55078125;100.90869904;9603.11035156;71.50219727
S;SUL;2023-01-14;5271.65283203;69.36530304;4831.99023438;63.58010101
SE;SUDESTE;2023-01-14;89346.9921875;136.19259644;77259.265625;117.76719666
N;NORTE;2023-01-15;19890.78515625;128.17349243;18959.36914063;122.17160034
NE;NORDESTE;2023-01-15;13404.27832031;99.80470276;8207.79882813;61.11309814
S;SUL;2023-01-15;5749.06005859;75.64710236;5062.04394531;66.60720062
SE;SUDESTE;2023-01-15;88827.234375;135.40040588;72812.953125;110.98960114
N;NORTE;2023-01-16;20150.90234375;129.84970093;19581.640625;126.18139648
NE;NORDESTE;2023-01-16;13432.10644531;100.01190186;9237.06933594;68.77680206
S;SUL;2023-01-16;6450.64794922;84.87870026;5936.75976563;78.11689758
SE;SUDESTE;2023-01-16;87668.34375;133.63389587;73290.7109375;111.71790314
N;NORTE;2023-01-17;20424.18554688;131.61070251;19292.11914063;124.31580353
NE;NORDESTE;2023-01-17;13619.99902344;101.4108963;10155.68847656;75.61660004
S;SUL;2023-01-17;7422.91503906;97.67199707;7048.72021484;92.74819946
SE;SUDESTE;2023-01-17;85775.3671875;130.74839783;69998.7890625;106.69999695
N;NORTE;2023-01-18;20808.50195313;134.08720398;18667.78320313;120.29270172
NE;NORDESTE;2023-01-18;13725.06445313;102.19319916;8910.46484375;66.34500122
S;SUL;2023-01-18;8399.66796875;110.52420044;6894.51220703;90.71910095
SE;SUDESTE;2023-01-18;83351.28125;127.05329895;66228.2734375;100.95249939
N;NORTE;2023-01-19;21082.07617188;135.8500061;18005.109375;116.02249908
NE;NORDESTE;2023-01-19;13592.53808594;101.20649719;9178.109375;68.33779907
S;SUL;2023-01-19;9170.06835938;120.66130066;7743.81201172;101.89440155
SE;SUDESTE;2023-01-19;81255.53125;123.85870361;63819.6875;97.28109741
N;NORTE;2023-01-20;21206.41992188;136.65130615;18123.69726563;116.78669739
NE;NORDESTE;2023-01-20;13965.52636719;103.9835968;9148.15429688;68.11470032
S;SUL;2023-01-20;9594.01953125;126.23970032;8727.05761719;114.83209991
SE;SUDESTE;2023-01-20;80634.5;122.91210175;64501.11328125;98.31980133
N;NORTE;2023-01-21;21380.19921875;137.77110291;18009.9765625;116.05380249
NE;NORDESTE;2023-01-21;14526.03710938;108.15709686;9553.36035156;71.13179779
S;SUL;2023-01-21;9716.12109375;127.84629822;4846.34716797;63.76900101
SE;SUDESTE;2023-01-21;79944.203125;121.85990143;62989.08203125;96.01499939
N;NORTE;2023-01-22;21405.03515625;137.93110657;17674.9609375;113.89510345
NE;NORDESTE;2023-01-22;15112.56640625;112.52420044;10001.49023438;74.46849823
S;SUL;2023-01-22;9424.49902344;124.00910187;5714.73095703;75.19539642
SE;SUDESTE;2023-01-22;80058.9296875;122.03469849;59374.5234375;90.50530243
N;NORTE;2023-01-23;21376.93945313;137.75010681;17733.32421875;114.27110291
NE;NORDESTE;2023-01-23;15813.61621094;117.7440033;11424.93554688;85.06710052
S;SUL;2023-01-23;9048.84082031;119.06620026;8403.49609375;110.57460022
SE;SUDESTE;2023-01-23;80170.9609375;122.20549774;60668.42578125;92.4776001
N;NORTE;2023-01-24;21342.62304688;137.52900696;18228.63867188;117.46289825
NE;NORDESTE;2023-01-24;16351.32128906;121.74759674;11924.16503906;88.78420258
S;SUL;2023-01-24;8887.90625;116.94850159;8563.87109375;112.68479919
SE;SUDESTE;2023-01-24;79995.75;121.93840027;60344.87890625;91.98439789
N;NORTE;2023-01-25;21293.88085938;137.21490479;18092.81445313;116.58760071
NE;NORDESTE;2023-01-25;16749.609375;124.71320343;12463.81738281;92.8022995
S;SUL;2023-01-25;8632.80371094;113.59190369;8424.5546875;110.85169983
SE;SUDESTE;2023-01-25;79446.5078125;121.10119629;59656.83203125;90.93560028
N;NORTE;2023-01-26;21082.703125;135.85409546;18040.99609375;116.25370026
NE;NORDESTE;2023-01-26;16832.92382813;125.33350372;12868.33203125;95.81420135
S;SUL;2023-01-26;8266.6484375;108.77390289;7938.96582031;104.46219635
SE;SUDESTE;2023-01-26;78710.0234375;119.97859955;61016.1640625;93.00759888
N;NORTE;2023-01-27;20991.93554688;135.26919556;17836.0546875;114.93309784
NE;NORDESTE;2023-01-27;16793.31835938;125.03859711;12652.30273438;94.20570374
S;SUL;2023-01-27;7730.85498047;101.72389984;7355.04785156;96.77890015
SE;SUDESTE;2023-01-27;77874.2734375;118.70459747;60376.2421875;92.03220367
N;NORTE;2023-01-28;20896.48046875;134.65409851;17503.0078125;112.78700256
NE;NORDESTE;2023-01-28;16776.75;124.91529846;11544.94238281;85.96060181
S;SUL;2023-01-28;7140.98876953;93.96230316;6680.93701172;87.9088974
SE;SUDESTE;2023-01-28;76826.796875;117.10800171;56752.65234375;86.50869751
N;NORTE;2023-01-29;20748.88085938;133.70300293;17459.09570313;112.5039978
NE;NORDESTE;2023-01-29;16652.94921875;123.99349976;10872.54882813;80.95410156
S;SUL;2023-01-29;6686.45605469;87.98149872;5701.64404297;75.02320099
SE;SUDESTE;2023-01-29;75571.890625;115.19509888;53883.84375;82.13580322
N;NORTE;2023-01-30;20732.8203125;133.59950256;17369.02148438;111.92359924
NE;NORDESTE;2023-01-30;16547.49023438;123.20829773;11560.58203125;86.07710266
S;SUL;2023-01-30;6750.375;88.82260132;4994.46191406;65.71800232
SE;SUDESTE;2023-01-30;74143.96875;113.01850128;56998.0546875;86.88279724
N;NORTE;2023-01-31;20806.45507813;134.07400513;17602.03710938;113.42520142
NE;NORDESTE;2023-01-31;16456.33007813;122.52950287;10834.953125;80.67420197
S;SUL;2023-01-31;6771.96923828;89.10669708;6581.06103516;86.59470367
SE;SUDESTE;2023-01-31;73759.6171875;112.43260193;57672.0625;87.91020203
N;NORTE;2023-02-01;21025.07421875;93.18280029;17794.11523438;78.86319733
NE;NORDESTE;2023-02-01;16507.3359375;116.53359985;10910.20117188;77.02059937
S;SUL;2023-02-01;6714.85400391;80.58699799;6558.05419922;78.7052002
SE;SUDESTE;2023-02-01;73284.640625;103.65219879;58387.03125;82.58139801
N;NORTE;2023-02-02;21302.59765625;94.41269684;17873.26953125;79.21399689
NE;NORDESTE;2023-02-02;16606.87695313;117.23629761;12070.64257813;85.21269989
S;SUL;2023-02-02;6531.08691406;78.38150024;6384.06689453;76.61710358
SE;SUDESTE;2023-02-02;72611.484375;102.70010376;59248.41015625;83.79969788
N;NORTE;2023-02-03;21733.23242188;96.32129669;17445.484375;77.31809998
NE;NORDESTE;2023-02-03;16548.16796875;116.82180023;12891.98242188;91.01100159
S;SUL;2023-02-03;6941.81982422;83.31089783;6430.56591797;77.17520142
SE;SUDESTE;2023-02-03;71841.2578125;101.61070251;58015.00390625;82.05519867
N;NORTE;2023-02-04;22043.23632813;97.69519806;17323.19726563;76.77610016
NE;NORDESTE;2023-02-04;16654.390625;117.57170105;13896.41308594;98.10169983
S;SUL;2023-02-04;6936.36621094;83.24539948;6548.44287109;78.58979797
SE;SUDESTE;2023-02-04;71704.3515625;101.417099;54598.78515625;77.22329712
N;NORTE;2023-02-05;22315.36914063;98.90129852;17622.80273438;78.10399628
NE;NORDESTE;2023-02-05;16547.6328125;116.81800079;13784.234375;97.30979919
S;SUL;2023-02-05;7041.57177734;84.50800323;6670.04101563;80.04920197
SE;SUDESTE;2023-02-05;70996.0703125;100.41529846;54198.609375;76.65740204
N;NORTE;2023-02-06;22365.94140625;99.12550354;17915.29101563;79.40029907
NE;NORDESTE;2023-02-06;16005.35742188;112.9897995;14182.45117188;100.1210022
S;SUL;2023-02-06;7130.86816406;85.57969666;6825.52783203;81.91519928
SE;SUDESTE;2023-02-06;70283.6875;99.40769958;54970.140625;77.74859619
N;NORTE;2023-02-07;22365.32617188;99.12270355;17914.125;79.39510345
NE;NORDESTE;2023-02-07;15479.51757813;109.27770233;13064.24121094;92.22699738
S;SUL;2023-02-07;6914.45996094;82.98249817;6607.93701172;79.30380249
SE;SUDESTE;2023-02-07;70145.140625;99.21179962;55293.7421875;78.20629883
N;NORTE;2023-02-08;22284.02734375;98.76239777;17699.390625;78.44339752
NE;NORDESTE;2023-02-08;15086.14648438;106.5007019;12756.35839844;90.05349731
S;SUL;2023-02-08;6448.45214844;77.38980103;6102.08105469;73.23290253
SE;SUDESTE;2023-02-08;70162.1171875;99.2358017;54963.37890625;77.73899841
N;NORTE;2023-02-09;22322.1015625;98.93119812;17541.60351563;77.74410248
NE;NORDESTE;2023-02-09;14772.17578125;104.28420258;12645.41796875;89.27030182
S;SUL;2023-02-09;6142.63916016;73.71970367;6068.63476563;72.83149719
SE;SUDESTE;2023-02-09;70613.4609375;99.87419891;55897.75;79.06060028
N;NORTE;2023-02-10;22422.58984375;99.37650299;17533.04296875;77.70610046
NE;NORDESTE;2023-02-10;14537.515625;102.62760162;11921.37792969;84.15899658
S;SUL;2023-02-10;6036.15722656;72.4417038;5953.92285156;71.45480347
SE;SUDESTE;2023-02-10;70659.1484375;99.938797;53583.296875;75.78710175
N;NORTE;2023-02-11;22481.2421875;99.6364975;17482.4765625;77.48200226
NE;NORDESTE;2023-02-11;14344.33203125;101.26380157;12265.59082031;86.58889771
S;SUL;2023-02-11;6001.99609375;72.03179932;5823.76904297;69.89279938
SE;SUDESTE;2023-02-11;70638.4765625;99.90950012;50869.515625;71.94879913
N;NORTE;2023-02-12;22319.54296875;98.9197998;17362.16015625;76.94879913
NE;NORDESTE;2023-02-12;14198.94042969;100.23739624;12428.09765625;87.73619843
S;SUL;2023-02-12;5771.94384766;69.27079773;5578.06689453;66.94409943
SE;SUDESTE;2023-02-12;71210.8125;100.71900177;46886.86328125;66.31580353
N;NORTE;2023-02-13;22198.62109375;98.3839035;17498.88476563;77.55480194
NE;NORDESTE;2023-02-13;14091.54394531;99.47930145;13541.00292969;95.59269714
S;SUL;2023-02-13;5482.00097656;65.79109955;5283.52294922;63.40919876
SE;SUDESTE;2023-02-13;71766.921875;101.50559998;47051.95703125;66.54930115
N;NORTE;2023-02-14;21960.68359375;97.32939911;17312.24023438;76.7276001
NE;NORDESTE;2023-02-14;14132.53515625;99.76860046;13769.06054688;97.20269775
S;SUL;2023-02-14;5308.04882813;63.70349884;5183.10595703;62.20399857
SE;SUDESTE;2023-02-14;72336.71875;102.31150055;47985.40234375;67.86949921
N;NORTE;2023-02-15;21753.35742188;96.41049957;17121.2890625;75.88130188
NE;NORDESTE;2023-02-15;14089.11230469;99.46209717;13770.26953125;97.2111969
S;SUL;2023-02-15;5391.95214844;64.71040344;5274.03222656;63.29529953
SE;SUDESTE;2023-02-15;72334.9453125;102.30899811;46404.86328125;65.63400269
N;NORTE;2023-02-16;21686.97851563;96.11630249;17051.25390625;75.57089996
NE;NORDESTE;2023-02-16;13933.20800781;98.3615036;13664.60351563;96.46530151
S;SUL;2023-02-16;5892.83398438;70.72170258;5755.24511719;69.07039642
SE;SUDESTE;2023-02-16;72445.125;102.46479797;46421.7578125;65.65789795
N;NORTE;2023-02-17;21740.79101563;96.35479736;17105.57617188;75.81159973
NE;NORDESTE;2023-02-17;13827.47363281;97.61509705;13507.39257813;95.35549927
S;SUL;2023-02-17;5878.01611328;70.54380035;5576.72119141;66.92790222
SE;SUDESTE;2023-02-17;73075.3359375;103.35620117;46881.375;66.30799866
N;NORTE;2023-02-18;21795.99023438;96.59950256;16906.59179688;74.92970276
NE;NORDESTE;2023-02-18;13720.37011719;96.85900116;13276.27734375;93.72389984
S;SUL;2023-02-18;5906.61914063;70.88710022;5223.19189453;62.68510056
SE;SUDESTE;2023-02-18;74518.7265625;105.39769745;46214.6015625;65.36489868
N;NORTE;2023-02-19;21937.1484375;97.22509766;16823.54296875;74.56169891
NE;NORDESTE;2023-02-19;13631.27832031;96.23000336;13134.12988281;92.72039795
S;SUL;2023-02-19;5840.64599609;70.09539795;5234.85498047;62.82509995
SE;SUDESTE;2023-02-19;76619.7265625;108.36930084;44750.17578125;63.29370117
N;NORTE;2023-02-20;22338.07226563;99.0019989;16821.8828125;74.5542984
NE;NORDESTE;2023-02-20;13393.59765625;94.55210114;13022.97265625;91.93569946
S;SUL;2023-02-20;6140.26708984;73.69120026;5537.08496094;66.45220184
SE;SUDESTE;2023-02-20;76843.703125;108.68609619;46709.1875;66.0644989
N;NORTE;2023-02-21;22671.44921875;100.47949982;17030.0078125;75.47669983
NE;NORDESTE;2023-02-21;13032.07714844;92.0;12530.39648438;88.45829773
S;SUL;2023-02-21;7661.52490234;91.94830322;4192.62890625;50.31700134
SE;SUDESTE;2023-02-21;76649.875;108.41190338;42549.73046875;60.1814003
N;NORTE;2023-02-22;23016.52734375;102.0089035;17837.16796875;79.05400085
NE;NORDESTE;2023-02-22;12621.88378906;89.10420227;12248.671875;86.46949768
S;SUL;2023-02-22;9073.08398438;108.88880157;5920.29003906;71.05120087
SE;SUDESTE;2023-02-22;76795.53125;108.61799622;44800.75;63.36520004
N;NORTE;2023-02-23;23298.87304688;103.2602005;17840.33789063;79.06809998
NE;NORDESTE;2023-02-23;12137.28613281;85.68319702;11756.64746094;82.99610138
S;SUL;2023-02-23;9941.99609375;119.31690216;8505.4296875;102.07620239
SE;SUDESTE;2023-02-23;77026.078125;108.94400024;47471.328125;67.14240265
N;NORTE;2023-02-24;23403.75;103.72499847;17439.71875;77.29250336
NE;NORDESTE;2023-02-24;11622.14257813;82.04650116;11310.18457031;79.84429932
S;SUL;2023-02-24;11432.10058594;137.20010376;9397.54394531;112.78279877
SE;SUDESTE;2023-02-24;78700.671875;111.3125;48928.4921875;69.20339966
N;NORTE;2023-02-25;23488.31640625;104.09980011;17266.02734375;76.52269745
NE;NORDESTE;2023-02-25;11270.76660156;79.56600189;11045.9765625;77.97910309
S;SUL;2023-02-25;11134.54589844;133.6289978;5629.72802734;67.56410217
SE;SUDESTE;2023-02-25;80259.359375;113.51709747;47536.13671875;67.23410034
N;NORTE;2023-02-26;23554.45117188;104.39289856;17219.27929688;76.31559753
NE;NORDESTE;2023-02-26;10442.05175781;73.71569824;10202.24707031;72.02279663
S;SUL;2023-02-26;10145.34570313;121.75740051;6271.35205078;75.26439667
SE;SUDESTE;2023-02-26;79889.9140625;112.99459839;45373.4765625;64.1753006
N;NORTE;2023-02-27;23463.36328125;103.98919678;16925.86523438;75.01509857
NE;NORDESTE;2023-02-27;9521.97753906;67.22039795;9297.18847656;65.63349915
S;SUL;2023-02-27;9244.9296875;110.95120239;7352.29882813;88.23719788
SE;SUDESTE;2023-02-27;79138.8046875;111.93219757;48049.65234375;67.96040344
N;NORTE;2023-02-28;23605.08984375;104.61730194;16961.73828125;75.17410278
NE;NORDESTE;2023-02-28;8985.51757813;63.43330002;8859.06152344;62.54059982
S;SUL;2023-02-28;8647.86816406;103.78569794;6654.09619141;79.85780334
SE;SUDESTE;2023-02-28;77344.7109375;109.3946991;50451.84765625;71.35800171
N;NORTE;2023-03-01;23645.640625;88.48670197;17738.24609375;66.37999725
NE;NORDESTE;2023-03-01;8634.16113281;61.17789841;8634.16113281;61.17789841
S;SUL;2023-03-01;8558.93261719;121.11389923;7072.54882813;100.08070374
SE;SUDESTE;2023-03-01;75283.8359375;108.86979675;54120.90234375;78.26560211
N;NORTE;2023-03-02;23610.8828125;88.3565979;16210.34082031;60.66230011
NE;NORDESTE;2023-03-02;8413.58886719;59.61510086;8413.58886719;59.61510086
S;SUL;2023-03-02;8059.03515625;114.04000092;6386.52783203;90.37310028
SE;SUDESTE;2023-03-02;73828.1640625;106.76470184;55465.8125;80.21050262
N;NORTE;2023-03-03;23494.96484375;87.92279816;15856.58691406;59.33850098
NE;NORDESTE;2023-03-03;8311.53515625;58.89199829;8311.53515625;58.89199829
S;SUL;2023-03-03;8017.65722656;113.45449829;6513.20214844;92.16560364
SE;SUDESTE;2023-03-03;72658.3046875;105.07299805;55833.30078125;80.74189758
N;NORTE;2023-03-04;23823.31054688;89.1516037;16985.17773438;63.56190109
NE;NORDESTE;2023-03-04;8300.59472656;58.81439972;8251.40332031;58.46590042
S;SUL;2023-03-04;8452.62011719;119.60949707;7016.31982422;99.28500366
SE;SUDESTE;2023-03-04;71098.4140625;102.81710052;55345.8828125;80.03700256
N;NORTE;2023-03-05;23865.38867188;89.30899811;15171.44628906;56.77460098
NE;NORDESTE;2023-03-05;8306.92871094;58.85929871;8257.73730469;58.51079941
S;SUL;2023-03-05;8876.20214844;125.60340118;6196.76123047;87.68779755
SE;SUDESTE;2023-03-05;70037.796875;101.28340149;54455.31640625;78.74919891
N;NORTE;2023-03-06;23712.765625;88.73789978;14996.17675781;56.11869812
NE;NORDESTE;2023-03-06;8276.7734375;58.64559937;8227.58105469;58.29710007
S;SUL;2023-03-06;9870.37304688;139.67149353;8650.91796875;122.41549683
SE;SUDESTE;2023-03-06;70078.7890625;101.34259796;58170.02734375;84.12110138
N;NORTE;2023-03-07;23474.35351563;87.84570313;14303.68261719;53.52719879
NE;NORDESTE;2023-03-07;8178.49707031;57.94929886;8129.30517578;57.60079956
S;SUL;2023-03-07;12207.32714844;172.74079895;6862.6171875;97.11000061
SE;SUDESTE;2023-03-07;69322.828125;100.24939728;58661.7265625;84.8321991
N;NORTE;2023-03-08;23410.88476563;87.60820007;13913.64746094;52.06760025
NE;NORDESTE;2023-03-08;8024.75195313;56.85990143;7928.25976563;56.17620087
S;SUL;2023-03-08;12008.47851563;169.92700195;7617.42919922;107.79100037
SE;SUDESTE;2023-03-08;69253.015625;100.14849854;57966.1796875;83.82630157
N;NORTE;2023-03-09;23124.40234375;86.53610229;15180.38476563;56.80799866
NE;NORDESTE;2023-03-09;7840.7890625;55.55649948;7779.8671875;55.12480164
S;SUL;2023-03-09;11803.14648438;167.02139282;10123.90136719;143.25909424
SE;SUDESTE;2023-03-09;69263.265625;100.16329956;56328.92578125;81.45860291
N;NORTE;2023-03-10;22845.5625;85.49259949;16440.14648438;61.52230072
NE;NORDESTE;2023-03-10;7658.52783203;54.26499939;7607.82324219;53.90579987
S;SUL;2023-03-10;11536.7578125;163.25180054;7618.75;107.80970001
SE;SUDESTE;2023-03-10;69617.9296875;100.67620087;54451.88671875;78.74420166
N;NORTE;2023-03-11;23333.33203125;87.31800079;17379.8359375;65.0388031
NE;NORDESTE;2023-03-11;7469.62304688;52.92649841;7421.18798828;52.58330154
S;SUL;2023-03-11;11190.984375;158.35890198;6900.30908203;97.6434021
SE;SUDESTE;2023-03-11;70889.421875;102.51490021;51612.32421875;74.63780212
N;NORTE;2023-03-12;23640.63085938;88.46790314;17558.62695313;65.707901
NE;NORDESTE;2023-03-12;7276.86914063;51.56079865;7228.43408203;51.21760178
S;SUL;2023-03-12;10694.58007813;151.33450317;7498.15917969;106.103302
SE;SUDESTE;2023-03-12;72689.09375;105.11750031;46861.33203125;67.76730347
N;NORTE;2023-03-13;24329.99609375;91.04769897;17117.86523438;64.0585022
NE;NORDESTE;2023-03-13;7043.86279297;49.90980148;6995.42822266;49.5666008
S;SUL;2023-03-13;10017.03515625;141.74690247;7980.44824219;112.9280014
SE;SUDESTE;2023-03-13;74278.6875;107.41619873;47727.41015625;69.01979828
N;NORTE;2023-03-14;24796.13867188;92.792099;16441.25585938;61.52640152
NE;NORDESTE;2023-03-14;6960.31103516;49.31779861;6911.87597656;48.97460175
S;SUL;2023-03-14;9407.51953125;133.12190247;6534.73388672;92.47029877
SE;SUDESTE;2023-03-14;75084.640625;108.58170319;47654.3671875;68.91410065
N;NORTE;2023-03-15;25895.19726563;96.90499878;17066.25976563;63.86529922
NE;NORDESTE;2023-03-15;7022.62304688;49.75930023;6974.18798828;49.41609955
S;SUL;2023-03-15;9040.27636719;127.92520142;6520.51220703;92.26899719
SE;SUDESTE;2023-03-15;76038.8125;109.96160126;45296.7265625;65.50469971
N;NORTE;2023-03-16;26326.31445313;98.51830292;16427.5078125;61.47499847
NE;NORDESTE;2023-03-16;7073.34179688;50.11869812;6920.84619141;49.0381012
S;SUL;2023-03-16;8510.71289063;120.4315033;7837.9921875;110.91210175
SE;SUDESTE;2023-03-16;77462.078125;112.01979828;46099.7578125;66.66600037
N;NORTE;2023-03-17;27418.96289063;102.60720062;17237.11328125;64.50469971
NE;NORDESTE;2023-03-17;7126.07617188;50.49229813;6971.68896484;49.39839935
S;SUL;2023-03-17;8028.15283203;113.60299683;6512.11621094;92.15019989
SE;SUDESTE;2023-03-17;78441.609375;113.43630219;47220.85546875;68.28720093
N;NORTE;2023-03-18;28479.24414063;106.57499695;16984.5625;63.55960083
NE;NORDESTE;2023-03-18;7338.73876953;51.99909973;7173.62695313;50.82920074
S;SUL;2023-03-18;7486.25878906;105.93489838;7202.04492188;101.9131012
SE;SUDESTE;2023-03-18;78777.875;113.92259979;48577.23828125;70.248703
N;NORTE;2023-03-19;29787.85546875;111.4720993;17821.43554688;66.69139862
NE;NORDESTE;2023-03-19;7849.50683594;55.61819839;7663.75;54.30199814
S;SUL;2023-03-19;7071.35498047;100.063797;6189.16308594;87.58029938
SE;SUDESTE;2023-03-19;78823.8359375;113.9890976;45738.36328125;66.1434021
N;NORTE;2023-03-20;30533.10351563;114.2609024;18466.8125;69.10649872
NE;NORDESTE;2023-03-20;8643.73339844;61.24580002;8460.45703125;59.94720078
S;SUL;2023-03-20;6660.64208984;94.2519989;6209.21777344;87.86399841
SE;SUDESTE;2023-03-20;77392.9140625;111.9197998;48559.05859375;70.22239685
N;NORTE;2023-03-21;31407.78125;117.53420258;18234.34960938;68.23660278
NE;NORDESTE;2023-03-21;9755.0390625;69.12000275;9439.45410156;66.8839035
S;SUL;2023-03-21;6357.84082031;89.96710205;5975.45410156;84.55609894
SE;SUDESTE;2023-03-21;75861.5;109.7052002;51161.7578125;73.98629761
N;NORTE;2023-03-22;32221.7578125;120.5802002;18186.01953125;68.05570221
NE;NORDESTE;2023-03-22;10542.61425781;74.70040131;10226.27148438;72.45890045
S;SUL;2023-03-22;6022.51318359;85.2220993;5812.60791016;82.25180054
SE;SUDESTE;2023-03-22;74587.0;107.86209869;51809.6015625;74.92310333
N;NORTE;2023-03-23;32840.09765625;122.89420319;17519.31445313;65.56079865
NE;NORDESTE;2023-03-23;10328.76269531;73.18520355;9999.17578125;70.84980011
S;SUL;2023-03-23;5951.06396484;84.21099854;5734.14697266;81.14150238
SE;SUDESTE;2023-03-23;73153.0859375;105.78849792;49755.40234375;71.95249939
N;NORTE;2023-03-24;32942.23828125;123.27639771;17181.34960938;64.29599762
NE;NORDESTE;2023-03-24;9393.20898438;66.55619812;9057.94726563;64.18070221
S;SUL;2023-03-24;6060.94091797;85.76580048;5878.65820313;83.18640137
SE;SUDESTE;2023-03-24;71002.0;102.67769623;50347.5390625;72.80879974
N;NORTE;2023-03-25;33050.2578125;123.68060303;17486.0234375;65.436203
NE;NORDESTE;2023-03-25;8473.203125;60.03749847;8253.35253906;58.47969818
S;SUL;2023-03-25;5959.52978516;84.33080292;5818.30517578;82.33239746
SE;SUDESTE;2023-03-25;68542.8515625;99.12149811;48377.7421875;69.96019745
N;NORTE;2023-03-26;33126.69140625;123.96669769;17662.2578125;66.09570313
NE;NORDESTE;2023-03-26;7698.10888672;54.54550171;7478.63720703;52.99039841
