id_subsistema;nom_subsistema;ena_data;ena_bruta_regiao_mwmed;ena_bruta_regiao_percentualmlt;ena_armazenavel_regiao_mwmed;ena_armazenavel_regiao_percentualmlt
S;SUL;2025-04-09;4158.097;62.935;3925.47;59.4141
SE;SUDESTE;2025-04-09;45125.044;82.5066;37596.904;68.7422
N;NORTE;2025-04-10;22426.587;82.5315;17003.737;62.575
NE;NORDESTE;2025-04-10;3685.649;32.413;3665.629;32.2369
S;SUL;2025-04-10;4455.754;67.4402;4264.147;64.5401
SE;SUDESTE;2025-04-10;44694.206;81.7189;38027.786;69.53
N;NORTE;2025-04-11;22068.206;81.2127;18130.966;66.7233
NE;NORDESTE;2025-04-11;3779.23;33.2359;3772.08;33.1731
S;SUL;2025-04-11;4388.644;66.4245;4195.597;63.5026
SE;SUDESTE;2025-04-11;44308.672;81.014;37312.001;68.2213
N;NORTE;2025-04-12;21592.408;79.4617;17914.889;65.9281
NE;NORDESTE;2025-04-12;4041.661;35.5439;4035.941;35.4936
S;SUL;2025-04-12;4461.973;67.5343;4301.727;65.1089
SE;SUDESTE;2025-04-12;44324.281;81.0425;36769.155;67.2287
N;NORTE;2025-04-13;21131.348;77.7649;17515.566;64.4586
NE;NORDESTE;2025-04-13;4109.501;36.1405;4088.051;35.9518
S;SUL;2025-04-13;5073.301;76.7871;4860.841;73.5714
SE;SUDESTE;2025-04-13;44497.165;81.3586;36477.571;66.6956
N;NORTE;2025-04-14;20683.558;76.117;16720.438;61.5325
NE;NORDESTE;2025-04-14;3692.942;32.4771;3670.777;32.2822
S;SUL;2025-04-14;6079.692;92.0194;5990.829;90.6744
SE;SUDESTE;2025-04-14;44846.258;81.9969;38084.477;69.6337
N;NORTE;2025-04-15;20461.182;75.2987;15753.681;57.9747
NE;NORDESTE;2025-04-15;3311.939;29.1264;3306.934;29.0824
S;SUL;2025-04-15;6599.347;99.8846;6508.775;98.5138
SE;SUDESTE;2025-04-15;44563.267;81.4795;38190.411;69.8274
N;NORTE;2025-04-16;20512.255;75.4866;15759.066;57.9945
NE;NORDESTE;2025-04-16;3220.833;28.3252;3202.243;28.1617
S;SUL;2025-04-16;6234.367;94.3605;6044.803;91.4913
SE;SUDESTE;2025-04-16;44780.897;81.8774;38305.276;70.0374
N;NORTE;2025-04-17;20481.767;75.3744;15222.934;56.0215
NE;NORDESTE;2025-04-17;3178.833;27.9558;3160.243;27.7923
S;SUL;2025-04-17;5570.199;84.3079;5445.372;82.4186
SE;SUDESTE;2025-04-17;45339.827;82.8994;38444.365;70.2917
N;NORTE;2025-04-18;20321.1;74.7832;13993.604;51.4975
NE;NORDESTE;2025-04-18;3172.434;27.8996;3153.129;27.7298
S;SUL;2025-04-18;5074.53;76.8057;4849.327;73.3972
SE;SUDESTE;2025-04-18;46028.548;84.1586;37843.554;69.1932
N;NORTE;2025-04-19;20236.904;74.4733;13201.335;48.5819
NE;NORDESTE;2025-04-19;3182.063;27.9842;3164.188;27.827
S;SUL;2025-04-19;4730.144;71.5933;4556.015;68.9577
SE;SUDESTE;2025-04-19;46591.124;85.1872;39015.379;71.3357
N;NORTE;2025-04-20;19988.437;73.559;13931.613;51.2694
NE;NORDESTE;2025-04-20;3200.248;28.1442;3178.798;27.9555
S;SUL;2025-04-20;4584.998;69.3964;4160.697;62.9744
SE;SUDESTE;2025-04-20;46746.471;85.4713;38602.591;70.581
N;NORTE;2025-04-21;19749.04;72.678;14580.13;53.656
NE;NORDESTE;2025-04-21;3233.042;28.4326;3211.592;28.2439
S;SUL;2025-04-21;4501.313;68.1298;4232.977;64.0684
SE;SUDESTE;2025-04-21;46780.505;85.5335;38754.841;70.8594
N;NORTE;2025-04-22;19606.632;72.1539;14612.431;53.7748
NE;NORDESTE;2025-04-22;3273.116;28.785;3266.681;28.7284
S;SUL;2025-04-22;4323.834;65.4435;4154.546;62.8813
SE;SUDESTE;2025-04-22;46352.262;84.7505;39140.905;71.5652
N;NORTE;2025-04-23;19436.769;71.5288;14199.697;52.256
NE;NORDESTE;2025-04-23;3325.991;29.25;3308.116;29.0928
S;SUL;2025-04-23;4097.59;62.0192;4003.659;60.5975
SE;SUDESTE;2025-04-23;45715.559;83.5863;38520.141;70.4302
N;NORTE;2025-04-24;19215.48;70.7144;14251.872;52.448
NE;NORDESTE;2025-04-24;3333.114;29.3126;3318.099;29.1806
S;SUL;2025-04-24;3740.74;56.6181;3657.106;55.3523
SE;SUDESTE;2025-04-24;45300.642;82.8277;37843.824;69.1937
N;NORTE;2025-04-25;19307.337;71.0525;14874.817;54.7404
NE;NORDESTE;2025-04-25;3300.018;29.0216;3286.433;28.9021
S;SUL;2025-04-25;3375.947;51.0968;3292.893;49.8397
SE;SUDESTE;2025-04-25;45820.359;83.778;39740.025;72.6607
N;NORTE;2025-04-26;19388.877;71.3525;14929.727;54.9425
NE;NORDESTE;2025-04-26;3318.194;29.1814;3301.75;29.0368
S;SUL;2025-04-26;3167.66;47.9442;3003.453;45.4589
SE;SUDESTE;2025-04-26;45521.498;83.2315;39270.373;71.802
N;NORTE;2025-04-27;19406.248;71.4165;14722.517;54.18
NE;NORDESTE;2025-04-27;3363.752;29.5821;3348.022;29.4437
S;SUL;2025-04-27;3026.445;46.2701;2917.783;44.6088
SE;SUDESTE;2025-04-27;45577.274;83.3335;38508.399;70.4088
N;NORTE;2025-04-28;19424.115;71.4822;15035.457;55.3316
NE;NORDESTE;2025-04-28;3438.825;30.2423;3418.805;30.0662
S;SUL;2025-04-28;2963.83;45.3128;2870.421;43.8847
SE;SUDESTE;2025-04-28;45796.846;83.735;40565.854;74.1706
N;NORTE;2025-04-29;19320.492;71.1009;15343.986;56.467
NE;NORDESTE;2025-04-29;3498.615;30.7681;3487.175;30.6675
S;SUL;2025-04-29;2848.765;43.5536;2765.209;42.2762
SE;SUDESTE;2025-04-29;46223.848;84.5157;40876.413;74.7384
N;NORTE;2025-04-30;19079.137;70.2127;16132.584;59.3691
NE;NORDESTE;2025-04-30;3558.395;31.2938;3535.515;31.0926
S;SUL;2025-04-30;2698.462;41.2557;2617.08;40.0115
SE;SUDESTE;2025-04-30;46092.812;84.2761;40503.424;74.0565
N;NORTE;2025-05-01;18621.943;90.9457;14949.505;73.0103
NE;NORDESTE;2025-05-01;3658.963;53.2498;3642.518;53.0104
S;SUL;2025-05-01;2576.929;29.9899;2230.441;25.9576
SE;SUDESTE;2025-05-01;45735.78;114.9013;39110.312;98.2563
N;NORTE;2025-05-02;18256.662;89.1618;11112.863;54.2729
NE;NORDESTE;2025-05-02;3744.242;54.4909;3722.792;54.1787
S;SUL;2025-05-02;2467.644;28.7181;2158.429;25.1195
SE;SUDESTE;2025-05-02;45034.617;113.1398;36936.666;92.7954
N;NORTE;2025-05-03;17873.923;87.2926;10771.243;52.6045
NE;NORDESTE;2025-05-03;3824.331;55.6564;3800.736;55.313
S;SUL;2025-05-03;2406.96;28.0119;2123.434;24.7122
SE;SUDESTE;2025-05-03;44108.842;110.814;36128.343;90.7647
N;NORTE;2025-05-04;17317.863;84.5769;11367.689;55.5175
NE;NORDESTE;2025-05-04;3886.855;56.5663;3865.405;56.2542
S;SUL;2025-05-04;2428.537;28.263;2034.772;23.6804
SE;SUDESTE;2025-05-04;43064.015;108.1891;34890.192;87.6541
N;NORTE;2025-05-05;16738.391;81.7469;11407.081;55.7098
NE;NORDESTE;2025-05-05;3950.859;57.4978;3932.984;57.2377
S;SUL;2025-05-05;2439.107;28.386;2302.854;26.8003
SE;SUDESTE;2025-05-05;41944.192;105.3758;35504.436;89.1973
N;NORTE;2025-05-06;16244.223;79.3334;11361.686;55.4881
NE;NORDESTE;2025-05-06;3951.684;57.5098;3929.519;57.1872
S;SUL;2025-05-06;2485.605;28.9271;2387.228;27.7822
SE;SUDESTE;2025-05-06;40816.32;102.5422;35651.753;89.5674
N;NORTE;2025-05-07;15839.358;77.3562;10945.39;53.455
NE;NORDESTE;2025-05-07;3949.958;57.4847;3926.363;57.1413
S;SUL;2025-05-07;2487.737;28.9519;2374.785;27.6374
SE;SUDESTE;2025-05-07;39618.792;99.5337;34499.883;86.6735
N;NORTE;2025-05-08;15532.591;75.858;11668.354;56.9858
NE;NORDESTE;2025-05-08;3925.508;57.1289;3921.218;57.0664
S;SUL;2025-05-08;2733.327;31.8101;2603.595;30.3003
SE;SUDESTE;2025-05-08;38403.28;96.48;33748.015;84.7846
N;NORTE;2025-05-09;15247.355;74.4649;12008.632;58.6477
NE;NORDESTE;2025-05-09;3864.622;56.2428;3841.742;55.9098
S;SUL;2025-05-09;3127.691;36.3996;2991.865;34.8189
SE;SUDESTE;2025-05-09;37168.347;93.3775;32668.55;82.0727
N;NORTE;2025-05-10;15019.624;73.3528;11868.695;57.9643
NE;NORDESTE;2025-05-10;3805.348;55.3802;3782.468;55.0472
S;SUL;2025-05-10;3386.219;39.4084;3188.803;37.1109
SE;SUDESTE;2025-05-10;36090.851;90.6705;31380.181;78.836
N;NORTE;2025-05-11;14888.548;72.7126;11701.043;57.1455
NE;NORDESTE;2025-05-11;3770.164;54.8681;3747.999;54.5455
S;SUL;2025-05-11;3229.487;37.5843;2978.581;34.6643
SE;SUDESTE;2025-05-11;35130.475;88.2578;29997.556;75.3624
N;NORTE;2025-05-12;14796.314;72.2622;11370.675;55.532
NE;NORDESTE;2025-05-12;3719.466;54.1303;3698.016;53.8181
S;SUL;2025-05-12;3090.89;35.9714;2891.102;33.6462
SE;SUDESTE;2025-05-12;34301.599;86.1754;29042.899;72.964
N;NORTE;2025-05-13;14631.804;71.4587;10221.626;49.9203
NE;NORDESTE;2025-05-13;3648.188;53.093;3625.308;52.76
S;SUL;2025-05-13;2925.07;34.0416;2756.889;32.0843
SE;SUDESTE;2025-05-13;33744.041;84.7747;28644.785;71.9639
N;NORTE;2025-05-14;14343.994;70.0531;9124.51;44.5622
NE;NORDESTE;2025-05-14;3606.452;52.4856;3582.142;52.1318
S;SUL;2025-05-14;2631.023;30.6195;2380.917;27.7088
SE;SUDESTE;2025-05-14;33169.032;83.3301;27890.308;70.0684
N;NORTE;2025-05-15;14021.248;68.4769;9247.806;45.1644
NE;NORDESTE;2025-05-15;3532.438;51.4084;3508.843;51.065
S;SUL;2025-05-15;2493.64;29.0206;2293.079;26.6865
SE;SUDESTE;2025-05-15;32571.479;81.8288;28368.562;71.2699
N;NORTE;2025-05-16;13704.336;66.9292;9943.574;48.5624
NE;NORDESTE;2025-05-16;3409.074;49.6131;3384.764;49.2593
S;SUL;2025-05-16;2335.924;27.1852;2105.244;24.5005
SE;SUDESTE;2025-05-16;31951.878;80.2722;27542.102;69.1936
N;NORTE;2025-05-17;13366.221;65.2779;10283.759;50.2238
NE;NORDESTE;2025-05-17;3246.43;47.2461;3224.98;46.9339
S;SUL;2025-05-17;2257.105;26.2679;1984.826;23.0991
SE;SUDESTE;2025-05-17;31411.847;78.9155;27087.736;68.0521
N;NORTE;2025-05-18;12996.229;63.4709;10062.106;49.1413
NE;NORDESTE;2025-05-18;3038.974;44.2269;3017.524;43.9148
S;SUL;2025-05-18;2228.98;25.9406;1874.292;21.8128
SE;SUDESTE;2025-05-18;30693.035;77.1097;26266.029;65.9878
N;NORTE;2025-05-19;12772.679;62.3791;10058.266;49.1225
NE;NORDESTE;2025-05-19;2840.507;41.3386;2825.492;41.1201
S;SUL;2025-05-19;2307.579;26.8553;2052.05;23.8815
SE;SUDESTE;2025-05-19;29988.002;75.3384;27114.652;68.1197
N;NORTE;2025-05-20;12541.334;61.2493;10348.591;50.5404
NE;NORDESTE;2025-05-20;2679.304;38.9926;2679.304;38.9926
S;SUL;2025-05-20;2416.049;28.1176;2202.734;25.6351
SE;SUDESTE;2025-05-20;29429.179;73.9345;26744.739;67.1904
N;NORTE;2025-05-21;12304.065;60.0905;10585.752;51.6986
NE;NORDESTE;2025-05-21;2584.018;37.6058;2571.863;37.4289
S;SUL;2025-05-21;2637.708;30.6973;2417.417;28.1336
SE;SUDESTE;2025-05-21;28964.75;72.7677;26393.987;66.3092
N;NORTE;2025-05-22;11993.993;58.5762;10818.232;52.834
NE;NORDESTE;2025-05-22;2544.806;37.0352;2524.786;36.7438
S;SUL;2025-05-22;3045.659;35.445;2848.55;33.151
SE;SUDESTE;2025-05-22;28557.498;71.7446;26279.535;66.0217
N;NORTE;2025-05-23;11653.706;56.9143;10730.089;52.4035
NE;NORDESTE;2025-05-23;2500.928;36.3966;2495.923;36.3238
S;SUL;2025-05-23;3439.576;40.0293;3206.831;37.3207
SE;SUDESTE;2025-05-23;28172.089;70.7763;26183.695;65.7809
N;NORTE;2025-05-24;11305.684;55.2146;10379.357;50.6906
NE;NORDESTE;2025-05-24;2449.435;35.6472;2424.41;35.283
S;SUL;2025-05-24;3547.259;41.2825;3182.59;37.0385
SE;SUDESTE;2025-05-24;27852.148;69.9725;25324.162;63.6215
N;NORTE;2025-05-25;10946.769;53.4618;9038.978;44.1445
NE;NORDESTE;2025-05-25;2396.376;34.875;2383.506;34.6877
S;SUL;2025-05-25;3807.005;44.3054;3342.92;38.9044
SE;SUDESTE;2025-05-25;27542.371;69.1943;23919.65;60.093
N;NORTE;2025-05-26;10771.233;52.6045;8152.851;39.8168
NE;NORDESTE;2025-05-26;2422.092;35.2493;2397.782;34.8955
S;SUL;2025-05-26;4072.576;47.3961;3781.76;44.0116
SE;SUDESTE;2025-05-26;27336.645;68.6775;24669.634;61.9772
N;NORTE;2025-05-27;10290.93;50.2588;8347.785;40.7689
NE;NORDESTE;2025-05-27;2425.524;35.2992;2401.929;34.9559
S;SUL;2025-05-27;4601.036;53.5462;4125.22;48.0087
SE;SUDESTE;2025-05-27;27217.515;68.3782;24757.089;62.1969
N;NORTE;2025-05-28;10002.354;48.8494;8912.167;43.5252
NE;NORDESTE;2025-05-28;2387.114;34.7402;2363.519;34.3969
S;SUL;2025-05-28;7357.362;85.624;6556.365;76.3021
SE;SUDESTE;2025-05-28;27181.525;68.2877;23821.48;59.8464
N;NORTE;2025-05-29;9701.131;47.3783;9108.012;44.4817
NE;NORDESTE;2025-05-29;2327.614;33.8743;2302.589;33.5101
S;SUL;2025-05-29;7586.664;88.2926;6315.183;73.4952
SE;SUDESTE;2025-05-29;27173.007;68.2663;24878.517;62.5019
N;NORTE;2025-05-30;9256.705;45.2078;8684.07;42.4112
NE;NORDESTE;2025-05-30;2325.192;33.8391;2300.882;33.4853
S;SUL;2025-05-30;6848.066;79.6969;5820.858;67.7423
SE;SUDESTE;2025-05-30;27099.152;68.0808;25054.897;62.945
N;NORTE;2025-05-31;9045.803;44.1778;8554.795;41.7799
NE;NORDESTE;2025-05-31;2300.393;33.4782;2278.228;33.1556
S;SUL;2025-05-31;6185.528;71.9863;5364.494;62.4312
SE;SUDESTE;2025-05-31;27061.418;67.986;24464.734;61.4624
N;NORTE;2025-06-01;8950.165;83.8902;8351.985;78.2834
NE;NORDESTE;2025-06-01;2241.683;49.4247;2216.658;48.873
S;SUL;2025-06-01;5600.081;52.9675;5071.298;47.9661
SE;SUDESTE;2025-06-01;26882.85;82.7116;22993.405;70.7448
N;NORTE;2025-06-02;8658.986;81.161;8110.525;76.0202
NE;NORDESTE;2025-06-02;2196.487;48.4283;2173.607;47.9238
S;SUL;2025-06-02;5180.212;48.9962;5007.978;47.3672
SE;SUDESTE;2025-06-02;26882.614;82.7109;24739.82;76.118
N;NORTE;2025-06-03;8412.512;78.8508;7970.455;74.7074
NE;NORDESTE;2025-06-03;2174.032;47.9332;2150.437;47.4129
S;SUL;2025-06-03;5123.551;48.4603;4882.998;46.1851
SE;SUDESTE;2025-06-03;26977.145;83.0017;25299.722;77.8407
N;NORTE;2025-06-04;8159.615;76.4804;7857.859;73.652
NE;NORDESTE;2025-06-04;2109.568;46.5119;2085.258;45.9759
S;SUL;2025-06-04;5292.688;50.0601;5125.058;48.4746
SE;SUDESTE;2025-06-04;26979.636;83.0094;25170.33;77.4426
N;NORTE;2025-06-05;7997.237;74.9584;7686.508;72.0459
NE;NORDESTE;2025-06-05;1988.162;43.8351;1963.852;43.2991
S;SUL;2025-06-05;8723.025;82.5054;8460.196;80.0194
SE;SUDESTE;2025-06-05;27077.412;83.3102;25816.308;79.4301
N;NORTE;2025-06-06;7801.757;73.1261;7389.059;69.2579
NE;NORDESTE;2025-06-06;1916.784;42.2614;1893.189;41.7411
S;SUL;2025-06-06;11253.415;106.4386;10921.545;103.2997
SE;SUDESTE;2025-06-06;27273.752;83.9143;25896.934;79.6782
N;NORTE;2025-06-07;7541.226;70.6842;7174.308;67.245
NE;NORDESTE;2025-06-07;1881.527;41.484;1858.647;40.9795
S;SUL;2025-06-07;11298.232;106.8625;10833.208;102.4642
SE;SUDESTE;2025-06-07;27547.997;84.7581;26793.667;82.4372
N;NORTE;2025-06-08;7305.395;68.4737;6883.146;64.516
NE;NORDESTE;2025-06-08;1834.218;40.4409;1809.908;39.9049
S;SUL;2025-06-08;11434.009;108.1468;10841.147;102.5393
SE;SUDESTE;2025-06-08;27905.714;85.8587;26000.582;79.9971
N;NORTE;2025-06-09;7113.967;66.6795;6751.203;63.2793
NE;NORDESTE;2025-06-09;1818.826;40.1016;1794.516;39.5656
S;SUL;2025-06-09;10919.811;103.2833;10467.865;99.0086
SE;SUDESTE;2025-06-09;28461.498;87.5687;27736.751;85.3388
N;NORTE;2025-06-10;6968.677;65.3177;6631.81;62.1602
NE;NORDESTE;2025-06-10;1826.421;40.269;1801.396;39.7173
S;SUL;2025-06-10;9667.034;91.4341;9371.953;88.6431
SE;SUDESTE;2025-06-10;29069.903;89.4406;27944.357;85.9776
N;NORTE;2025-06-11;6951.263;65.1544;6507.04;60.9907
NE;NORDESTE;2025-06-11;1808.54;39.8748;1782.8;39.3073
S;SUL;2025-06-11;8636.35;81.6856;8414.26;79.5849
SE;SUDESTE;2025-06-11;29423.598;90.5288;27859.346;85.716
N;NORTE;2025-06-12;6822.627;63.9487;6436.055;60.3254
NE;NORDESTE;2025-06-12;1783.948;39.3326;1759.638;38.7966
S;SUL;2025-06-12;7638.282;72.2455;7421.291;70.1931
SE;SUDESTE;2025-06-12;29315.702;90.1968;27691.824;85.2006
N;NORTE;2025-06-13;6687.513;62.6823;6160.721;57.7447
NE;NORDESTE;2025-06-13;1766.935;38.9575;1741.195;38.39
S;SUL;2025-06-13;7127.879;67.4179;6923.777;65.4874
SE;SUDESTE;2025-06-13;28815.203;88.6569;26476.379;81.461
N;NORTE;2025-06-14;6562.121;61.507;6131.022;57.4663
NE;NORDESTE;2025-06-14;1773.018;39.0916;1745.748;38.4903
S;SUL;2025-06-14;7040.028;66.587;6797.012;64.2885
SE;SUDESTE;2025-06-14;28179.44;86.7009;25724.206;79.1467
N;NORTE;2025-06-15;6427.778;60.2478;5878.094;55.0956
NE;NORDESTE;2025-06-15;1785.606;39.3691;1761.41;38.8357
S;SUL;2025-06-15;8485.718;80.2608;8081.166;76.4344
SE;SUDESTE;2025-06-15;27627.585;85.0029;24957.026;76.7863
N;NORTE;2025-06-16;6191.043;58.0289;5782.225;54.197
NE;NORDESTE;2025-06-16;1877.881;41.4036;1853.571;40.8676
S;SUL;2025-06-16;9478.995;89.6556;9197.972;86.9976
SE;SUDESTE;2025-06-16;27282.943;83.9426;25883.374;79.6365
N;NORTE;2025-06-17;6008.958;56.3222;5574.637;52.2513
NE;NORDESTE;2025-06-17;1933.516;42.6303;1909.921;42.11
S;SUL;2025-06-17;12432.252;117.5885;11864.694;112.2203
SE;SUDESTE;2025-06-17;26985.764;83.0282;25048.749;77.0685
N;NORTE;2025-06-18;5860.883;54.9343;5301.927;49.6951
NE;NORDESTE;2025-06-18;1914.685;42.2151;1891.805;41.7106
S;SUL;2025-06-18;16784.341;158.752;13266.865;125.4825
SE;SUDESTE;2025-06-18;26701.446;82.1534;25079.412;77.1629
N;NORTE;2025-06-19;5756.954;53.9601;5171.887;48.4763
NE;NORDESTE;2025-06-19;1882.023;41.4949;1859.143;40.9905
S;SUL;2025-06-19;20405.378;193.001;16141.012;152.6672
SE;SUDESTE;2025-06-19;26440.832;81.3516;24736.036;76.1064
N;NORTE;2025-06-20;5613.018;52.611;5091.765;47.7253
NE;NORDESTE;2025-06-20;1848.815;40.7628;1823.79;40.211
S;SUL;2025-06-20;25448.944;240.7048;21379.474;202.2144
SE;SUDESTE;2025-06-20;26109.541;80.3323;24905.199;76.6269
N;NORTE;2025-06-21;5481.787;51.381;4925.614;46.168
NE;NORDESTE;2025-06-21;1825.496;40.2486;1799.935;39.6851
S;SUL;2025-06-21;23100.704;218.4944;20082.931;189.9512
SE;SUDESTE;2025-06-21;25807.147;79.4019;23507.81;72.3275
N;NORTE;2025-06-22;5409.56;50.704;4850.53;45.4642
NE;NORDESTE;2025-06-22;1813.225;39.9781;1803.215;39.7574
S;SUL;2025-06-22;20147.764;190.5644;18436.74;174.381
SE;SUDESTE;2025-06-22;25661.254;78.953;22593.158;69.5133
N;NORTE;2025-06-23;5328.218;49.9416;4785.636;44.8559
NE;NORDESTE;2025-06-23;1809.161;39.8885;1786.996;39.3998
S;SUL;2025-06-23;32866.896;310.8663;26700.368;252.5412
SE;SUDESTE;2025-06-23;25537.317;78.5717;23989.75;73.8103
N;NORTE;2025-06-24;5178.488;48.5381;4803.946;45.0276
NE;NORDESTE;2025-06-24;1816.067;40.0407;1791.757;39.5047
S;SUL;2025-06-24;33250.101;314.4908;26963.532;255.0303
SE;SUDESTE;2025-06-24;25723.872;79.1457;24584.562;75.6403
N;NORTE;2025-06-25;4990.755;46.7785;4752.493;44.5453
NE;NORDESTE;2025-06-25;1822.517;40.1829;1798.922;39.6627
S;SUL;2025-06-25;27563.527;260.7053;21985.323;207.9447
SE;SUDESTE;2025-06-25;25901.742;79.693;23592.162;72.587
N;NORTE;2025-06-26;4788.132;44.8793;4470.172;41.8991
NE;NORDESTE;2025-06-26;1822.146;40.1748;1798.551;39.6545
S;SUL;2025-06-26;27075.96;256.0937;22689.975;214.6095
SE;SUDESTE;2025-06-26;25954.043;79.8539;23531.963;72.4018
N;NORTE;2025-06-27;4671.846;43.7894;4343.117;40.7082
NE;NORDESTE;2025-06-27;1812.239;39.9563;1788.644;39.4361
S;SUL;2025-06-27;30093.251;284.6323;23767.434;224.8005
SE;SUDESTE;2025-06-27;25994.214;79.9775;24558.175;75.5592
N;NORTE;2025-06-28;4537.904;42.5339;4154.288;38.9383
NE;NORDESTE;2025-06-28;1783.864;39.3307;1760.984;38.8263
S;SUL;2025-06-28;33942.193;321.0369;26379.57;249.507
SE;SUDESTE;2025-06-28;26281.165;80.8604;23366.406;71.8924
N;NORTE;2025-06-29;4469.931;41.8968;3863.392;36.2117
NE;NORDESTE;2025-06-29;1752.905;38.6481;1730.025;38.1437
S;SUL;2025-06-29;59027.708;558.3042;36966.035;349.6374
SE;SUDESTE;2025-06-29;26554.954;81.7027;22416.634;68.9702
N;NORTE;2025-06-30;4429.754;41.5202;3883.044;36.3959
NE;NORDESTE;2025-06-30;1729.801;38.1387;1706.206;37.6185
S;SUL;2025-06-30;57041.211;539.5153;36385.921;344.1505
SE;SUDESTE;2025-06-30;26522.234;81.6021;23495.23;72.2888
N;NORTE;2025-07-01;4394.596;83.8407;3984.467;76.0162
NE;NORDESTE;2025-07-01;1718.82;45.916;1691.814;45.1946
S;SUL;2025-07-01;44748.714;408.2266;34641.307;316.0204
SE;SUDESTE;2025-07-01;26374.466;103.2248;24054.677;94.1456
N;NORTE;2025-07-02;4317.757;82.3748;3921.494;74.8148
NE;NORDESTE;2025-07-02;1727.94;46.1597;1703.63;45.5103
S;SUL;2025-07-02;33712.778;307.5497;25743.663;234.8503
SE;SUDESTE;2025-07-02;25916.874;101.4339;23780.746;93.0735
N;NORTE;2025-07-03;4228.079;80.6639;3891.5;74.2426
NE;NORDESTE;2025-07-03;1741.193;46.5137;1716.883;45.8643
S;SUL;2025-07-03;26661.325;243.2218;19117.082;174.3984
SE;SUDESTE;2025-07-03;25354.863;99.2343;23339.327;91.3458
N;NORTE;2025-07-04;4137.554;78.9368;3920.29;74.7918
NE;NORDESTE;2025-07-04;1757.577;46.9514;1731.837;46.2638
S;SUL;2025-07-04;22516.519;205.4102;18483.946;168.6225
SE;SUDESTE;2025-07-04;24762.943;96.9176;22788.805;89.1912
N;NORTE;2025-07-05;4068.736;77.6239;3772.446;71.9712
NE;NORDESTE;2025-07-05;1762.854;47.0923;1737.114;46.4047
S;SUL;2025-07-05;19501.176;177.9023;17112.416;156.1105
SE;SUDESTE;2025-07-05;24257.664;94.94;20983.995;82.1275
N;NORTE;2025-07-06;4014.712;76.5932;3695.468;70.5027
NE;NORDESTE;2025-07-06;1758.694;46.9812;1747.254;46.6756
S;SUL;2025-07-06;17524.95;159.8739;14839.96;135.3797
SE;SUDESTE;2025-07-06;23774.754;93.05;20250.23;79.2557
N;NORTE;2025-07-07;3995.29;76.2227;3627.862;69.2129
NE;NORDESTE;2025-07-07;1759.414;47.0005;1735.819;46.3701
S;SUL;2025-07-07;16096.671;146.8442;13868.322;126.5158
SE;SUDESTE;2025-07-07;23427.783;91.692;20899.302;81.796
N;NORTE;2025-07-08;3938.49;75.1391;3440.067;65.6301
NE;NORDESTE;2025-07-08;1759.046;46.9906;1736.166;46.3794
S;SUL;2025-07-08;14702.952;134.1298;13854.532;126.39
SE;SUDESTE;2025-07-08;23110.69;90.451;21638.034;84.6873
N;NORTE;2025-07-09;3885.368;74.1256;3515.03;67.0602
NE;NORDESTE;2025-07-09;1753.465;46.8415;1730.585;46.2303
S;SUL;2025-07-09;13337.452;121.6728;12988.603;118.4904
SE;SUDESTE;2025-07-09;22731.211;88.9658;21427.287;83.8624
N;NORTE;2025-07-10;3826.092;72.9947;3495.399;66.6857
NE;NORDESTE;2025-07-10;1748.725;46.7149;1723.328;46.0365
S;SUL;2025-07-10;12235.2;111.6174;11472.098;104.6559
SE;SUDESTE;2025-07-10;22319.902;87.356;21054.381;82.403
N;NORTE;2025-07-11;3727.702;71.1176;3370.006;64.2934
NE;NORDESTE;2025-07-11;1744.576;46.6041;1720.881;45.9711
S;SUL;2025-07-11;11328.716;103.3479;10583.693;96.5513
SE;SUDESTE;2025-07-11;21844.019;85.4935;20373.218;79.737
N;NORTE;2025-07-12;3656.27;69.7548;3231.493;61.6509
NE;NORDESTE;2025-07-12;1743.283;46.5695;1719.052;45.9222
S;SUL;2025-07-12;10360.702;94.517;9716.841;88.6433
SE;SUDESTE;2025-07-12;21335.37;83.5027;18066.176;70.7077
N;NORTE;2025-07-13;3590.552;68.5011;3167.247;60.4252
NE;NORDESTE;2025-07-13;1741.141;46.5123;1716.116;45.8438
S;SUL;2025-07-13;9558.928;87.2027;8605.361;78.5037
SE;SUDESTE;2025-07-13;20802.983;81.419;18360.044;71.8578
N;NORTE;2025-07-14;3573.955;68.1844;3105.601;59.2491
NE;NORDESTE;2025-07-14;1740.72;46.5011;1715.695;45.8326
S;SUL;2025-07-14;8795.366;80.237;8254.764;75.3053
SE;SUDESTE;2025-07-14;20371.973;79.7321;19088.679;74.7096
N;NORTE;2025-07-15;3517.375;67.105;3158.336;60.2552
NE;NORDESTE;2025-07-15;1737.115;46.4048;1712.812;45.7555
S;SUL;2025-07-15;8103.727;73.9274;7607.261;69.3983
SE;SUDESTE;2025-07-15;20070.465;78.5521;19069.023;74.6326
N;NORTE;2025-07-16;3455.046;65.9158;3179.78;60.6643
NE;NORDESTE;2025-07-16;1731.596;46.2573;1708.03;45.6278
S;SUL;2025-07-16;7454.156;68.0016;7063.414;64.437
SE;SUDESTE;2025-07-16;19704.92;77.1214;18711.292;73.2325
N;NORTE;2025-07-17;3362.942;64.1587;3036.41;57.9291
NE;NORDESTE;2025-07-17;1725.364;46.0908;1702.005;45.4668
S;SUL;2025-07-17;7161.822;65.3348;6829.178;62.3002
