id_subsistema;nom_subsistema;ear_data;ear_max_subsistema;ear_verif_subsistema_mwmes;ear_verif_subsistema_percentual
SE;SUDESTE;2024-04-08;204615.328125;145854.96875;71.28250122
S;SUL;2024-04-08;20459.2421875;12364.95410156;60.43700027
NE;NORDESTE;2024-04-09;51691.2265625;39164.7421875;75.76670074
N;NORTE;2024-04-09;15302.39648438;14571.40234375;95.22299957
SE;SUDESTE;2024-04-09;204615.328125;146043.859375;71.37480164
S;SUL;2024-04-09;20459.2421875;12222.54394531;59.74089813
NE;NORDESTE;2024-04-10;51691.2265625;39245.5859375;75.92310333
N;NORTE;2024-04-10;15302.39648438;14514.20898438;94.84929657
SE;SUDESTE;2024-04-10;204615.328125;146252.953125;71.47699738
S;SUL;2024-04-10;20459.2421875;11996.29394531;58.63510132
NE;NORDESTE;2024-04-11;51691.2265625;39283.32421875;75.99610138
N;NORTE;2024-04-11;15302.39648438;14464.14355469;94.52210236
SE;SUDESTE;2024-04-11;204615.328125;146479.125;71.58760071
S;SUL;2024-04-11;20459.2421875;11748.50878906;57.42399979
NE;NORDESTE;2024-04-12;51691.2265625;39374.7890625;76.17310333
N;NORTE;2024-04-12;15302.39648438;14433.56835938;94.32230377
SE;SUDESTE;2024-04-12;204615.328125;146836.015625;71.76200104
S;SUL;2024-04-12;20459.2421875;11534.27148438;56.37680054
NE;NORDESTE;2024-04-13;51691.2265625;39473.93359375;76.36489868
N;NORTE;2024-04-13;15302.39648438;14463.01660156;94.51470184
SE;SUDESTE;2024-04-13;204615.328125;147330.703125;72.00370026
S;SUL;2024-04-13;20459.2421875;11493.71386719;56.17860031
NE;NORDESTE;2024-04-14;51691.2265625;39596.734375;76.60240173
N;NORTE;2024-04-14;15302.39648438;14494.23339844;94.71869659
SE;SUDESTE;2024-04-14;204615.328125;147694.4375;72.1815033
S;SUL;2024-04-14;20459.2421875;11689.45410156;57.13529968
NE;NORDESTE;2024-04-15;51691.2265625;39716.66796875;76.83439636
N;NORTE;2024-04-15;15302.39648438;14515.99804688;94.86090088
SE;SUDESTE;2024-04-15;204615.328125;147934.96875;72.29910278
S;SUL;2024-04-15;20459.2421875;11777.27636719;57.5646019
NE;NORDESTE;2024-04-16;51691.2265625;39807.859375;77.0109024
N;NORTE;2024-04-16;15302.39648438;14514.90136719;94.85379791
SE;SUDESTE;2024-04-16;204615.328125;148101.140625;72.38030243
S;SUL;2024-04-16;20459.2421875;11936.67480469;58.34370041
NE;NORDESTE;2024-04-17;51691.2265625;39908.2109375;77.20500183
N;NORTE;2024-04-17;15302.39648438;14522.76171875;94.90519714
SE;SUDESTE;2024-04-17;204615.328125;148329.0625;72.49169922
S;SUL;2024-04-17;20459.2421875;12294.80175781;60.09410095
NE;NORDESTE;2024-04-18;51691.2265625;40006.640625;77.395401
N;NORTE;2024-04-18;15302.39648438;14537.74511719;95.00309753
SE;SUDESTE;2024-04-18;204615.328125;148559.015625;72.60399628
S;SUL;2024-04-18;20459.2421875;12619.42285156;61.68080139
NE;NORDESTE;2024-04-19;51691.2265625;40106.08203125;77.58779907
N;NORTE;2024-04-19;15302.39648438;14510.29785156;94.82369995
SE;SUDESTE;2024-04-19;204615.328125;148748.21875;72.69650269
S;SUL;2024-04-19;20459.2421875;12889.74902344;63.0021019
NE;NORDESTE;2024-04-20;51691.2265625;40211.2890625;77.79129791
N;NORTE;2024-04-20;15302.39648438;14537.57421875;95.00189972
SE;SUDESTE;2024-04-20;204615.328125;148987.765625;72.81359863
S;SUL;2024-04-20;20459.2421875;13146.07421875;64.25489807
NE;NORDESTE;2024-04-21;51691.2265625;40333.5390625;78.02780151
N;NORTE;2024-04-21;15302.39648438;14559.85058594;95.14749908
SE;SUDESTE;2024-04-21;204615.328125;149244.0625;72.938797
S;SUL;2024-04-21;20459.2421875;13375.68554688;65.37719727
NE;NORDESTE;2024-04-22;51691.2265625;40429.140625;78.21279907
N;NORTE;2024-04-22;15302.39648438;14578.97460938;95.27249908
SE;SUDESTE;2024-04-22;204615.328125;149304.34375;72.96829987
S;SUL;2024-04-22;20459.2421875;13532.35644531;66.14299774
NE;NORDESTE;2024-04-23;51691.2265625;40495.75;78.34159851
N;NORTE;2024-04-23;15302.39648438;14564.26074219;95.17630005
SE;SUDESTE;2024-04-23;204615.328125;149203.015625;72.91880035
S;SUL;2024-04-23;20459.2421875;13653.81542969;66.73670197
NE;NORDESTE;2024-04-24;51691.2265625;40551.9765625;78.45040131
N;NORTE;2024-04-24;15302.39648438;14606.19140625;95.45040131
SE;SUDESTE;2024-04-24;204615.328125;149148.5;72.89209747
S;SUL;2024-04-24;20459.2421875;13747.76269531;67.19589996
NE;NORDESTE;2024-04-25;51691.2265625;40600.09375;78.54350281
N;NORTE;2024-04-25;15302.39648438;14608.93652344;95.46829987
SE;SUDESTE;2024-04-25;204615.328125;149148.296875;72.89199829
S;SUL;2024-04-25;20459.2421875;13827.51855469;67.58570099
NE;NORDESTE;2024-04-26;51691.2265625;40604.8359375;78.55269623
N;NORTE;2024-04-26;15302.39648438;14590.59082031;95.3483963
SE;SUDESTE;2024-04-26;204615.328125;149168.859375;72.90209961
S;SUL;2024-04-26;20459.2421875;13877.33984375;67.82920074
NE;NORDESTE;2024-04-27;51691.2265625;40613.890625;78.57019806
N;NORTE;2024-04-27;15302.39648438;14523.1796875;94.90789795
SE;SUDESTE;2024-04-27;204615.328125;149232.8125;72.9332962
S;SUL;2024-04-27;20459.2421875;13979.78710938;68.32990265
NE;NORDESTE;2024-04-28;51691.2265625;40589.91015625;78.52380371
N;NORTE;2024-04-28;15302.39648438;14487.93652344;94.67759705
SE;SUDESTE;2024-04-28;204615.328125;149271.265625;72.95210266
S;SUL;2024-04-28;20459.2421875;14226.77246094;69.53710175
NE;NORDESTE;2024-04-29;51691.2265625;40599.77734375;78.54290009
N;NORTE;2024-04-29;15302.39648438;14503.73339844;94.78079987
SE;SUDESTE;2024-04-29;204615.328125;149206.875;72.92070007
S;SUL;2024-04-29;20459.2421875;14483.25;70.79070282
NE;NORDESTE;2024-04-30;51691.2265625;40604.34375;78.55169678
N;NORTE;2024-04-30;15302.39648438;14566.41796875;95.19039917
SE;SUDESTE;2024-04-30;204615.328125;149193.0625;72.91390228
S;SUL;2024-04-30;20459.2421875;14628.98828125;71.50309753
NE;NORDESTE;2024-05-01;51691.2265625;40613.8828125;78.57019806
N;NORTE;2024-05-01;15302.39648438;14620.42675781;95.54340363
SE;SUDESTE;2024-05-01;204615.328125;149319.234375;72.9756012
S;SUL;2024-05-01;20459.2421875;14956.92382813;73.10600281
NE;NORDESTE;2024-05-02;51691.2265625;40569.140625;78.4835968
N;NORTE;2024-05-02;15302.39648438;14659.2890625;95.79730225
SE;SUDESTE;2024-05-02;204615.328125;149234.96875;72.93440247
S;SUL;2024-05-02;20459.2421875;15836.29394531;77.40409851
NE;NORDESTE;2024-05-03;51691.2265625;40540.5546875;78.42829895
N;NORTE;2024-05-03;15302.39648438;14685.17480469;95.96649933
SE;SUDESTE;2024-05-03;204615.328125;149157.65625;72.89659882
S;SUL;2024-05-03;20459.2421875;16537.09570313;80.82949829
NE;NORDESTE;2024-05-04;51691.2265625;40501.87890625;78.35350037
N;NORTE;2024-05-04;15302.39648438;14632.70410156;95.62359619
SE;SUDESTE;2024-05-04;204615.328125;149168.734375;72.90200043
S;SUL;2024-05-04;20459.2421875;17083.00390625;83.49770355
NE;NORDESTE;2024-05-05;51691.2265625;40469.5234375;78.29090118
N;NORTE;2024-05-05;15302.39648438;14563.94140625;95.17430115
SE;SUDESTE;2024-05-05;204615.328125;149209.6875;72.92199707
S;SUL;2024-05-05;20459.2421875;17258.91210938;84.35749817
NE;NORDESTE;2024-05-06;51691.2265625;40426.66796875;78.20800018
N;NORTE;2024-05-06;15302.39648438;14558.73828125;95.14029694
SE;SUDESTE;2024-05-06;204615.328125;149091.8125;72.86440277
S;SUL;2024-05-06;20459.2421875;17414.69140625;85.11889648
NE;NORDESTE;2024-05-07;51691.2265625;40401.60546875;78.15950012
N;NORTE;2024-05-07;15302.39648438;14600.38476563;95.41239929
SE;SUDESTE;2024-05-07;204615.328125;148906.53125;72.77390289
S;SUL;2024-05-07;20459.2421875;17482.89257813;85.45230103
NE;NORDESTE;2024-05-08;51691.2265625;40373.4453125;78.10500336
N;NORTE;2024-05-08;15302.39648438;14611.15136719;95.48280334
SE;SUDESTE;2024-05-08;204615.328125;148719.125;72.68229675
S;SUL;2024-05-08;20459.2421875;17510.85742188;85.58899689
NE;NORDESTE;2024-05-09;51691.2265625;40345.83203125;78.0515976
N;NORTE;2024-05-09;15302.39648438;14638.49316406;95.66139984
SE;SUDESTE;2024-05-09;204615.328125;148532.375;72.59100342
S;SUL;2024-05-09;20459.2421875;17445.19140625;85.26799774
NE;NORDESTE;2024-05-10;51691.2265625;40275.74609375;77.91600037
N;NORTE;2024-05-10;15302.39648438;14635.03027344;95.63880157
SE;SUDESTE;2024-05-10;204615.328125;148417.671875;72.53500366
S;SUL;2024-05-10;20459.2421875;17473.09570313;85.40440369
NE;NORDESTE;2024-05-11;51691.2265625;40193.19921875;77.75630188
N;NORTE;2024-05-11;15302.39648438;14616.45703125;95.51740265
SE;SUDESTE;2024-05-11;204615.328125;148394.796875;72.52380371
S;SUL;2024-05-11;20459.2421875;17555.32421875;85.8062973
NE;NORDESTE;2024-05-12;51691.2265625;40108.75390625;77.59300232
N;NORTE;2024-05-12;15302.39648438;14621.41308594;95.54979706
SE;SUDESTE;2024-05-12;204615.328125;148346.40625;72.50009918
S;SUL;2024-05-12;20459.2421875;17609.13867188;86.06939697
NE;NORDESTE;2024-05-13;51691.2265625;40021.7578125;77.42469788
N;NORTE;2024-05-13;15302.39648438;14626.07324219;95.58029938
SE;SUDESTE;2024-05-13;204615.328125;148039.65625;72.35019684
S;SUL;2024-05-13;20459.2421875;17593.63476563;85.99359894
NE;NORDESTE;2024-05-14;51691.2265625;39934.25390625;77.25540161
N;NORTE;2024-05-14;15302.39648438;14631.31835938;95.61460114
SE;SUDESTE;2024-05-14;204615.328125;147890.140625;72.27719879
S;SUL;2024-05-14;20459.2421875;17602.38867188;86.03639984
NE;NORDESTE;2024-05-15;51691.2265625;39847.078125;77.08670044
N;NORTE;2024-05-15;15302.39648438;14660.45996094;95.80500031
SE;SUDESTE;2024-05-15;204615.328125;147766.78125;72.21690369
S;SUL;2024-05-15;20459.2421875;17721.76367188;86.61979675
NE;NORDESTE;2024-05-16;51691.2265625;39754.8828125;76.90840149
N;NORTE;2024-05-16;15302.39648438;14696.53613281;96.040802
SE;SUDESTE;2024-05-16;204615.328125;147605.59375;72.13809967
S;SUL;2024-05-16;20459.2421875;17742.22070313;86.71980286
NE;NORDESTE;2024-05-17;51691.2265625;39671.6875;76.74739838
N;NORTE;2024-05-17;15302.39648438;14695.57714844;96.03450012
SE;SUDESTE;2024-05-17;204615.328125;147385.25;72.03040314
S;SUL;2024-05-17;20459.2421875;17722.09179688;86.62139893
NE;NORDESTE;2024-05-18;51691.2265625;39599.078125;76.60700226
N;NORTE;2024-05-18;15302.39648438;14630.57910156;95.60970306
SE;SUDESTE;2024-05-18;204615.328125;147333.0625;72.00489807
S;SUL;2024-05-18;20459.2421875;17739.32421875;86.70570374
NE;NORDESTE;2024-05-19;51691.2265625;39529.6015625;76.47260284
N;NORTE;2024-05-19;15302.39648438;14623.00390625;95.56020355
SE;SUDESTE;2024-05-19;204615.328125;147302.59375;71.98999786
S;SUL;2024-05-19;20459.2421875;18036.70507813;88.15920258
NE;NORDESTE;2024-05-20;51691.2265625;39447.046875;76.31279755
N;NORTE;2024-05-20;15302.39648438;14623.88183594;95.56600189
SE;SUDESTE;2024-05-20;204615.328125;147079.390625;71.88089752
S;SUL;2024-05-20;20459.2421875;18191.01757813;88.91349792
NE;NORDESTE;2024-05-21;51691.2265625;39376.28515625;76.1760025
N;NORTE;2024-05-21;15302.39648438;14679.91894531;95.93219757
SE;SUDESTE;2024-05-21;204615.328125;146958.796875;71.8219986
S;SUL;2024-05-21;20459.2421875;18367.9375;89.77819824
NE;NORDESTE;2024-05-22;51691.2265625;39302.58984375;76.03340149
N;NORTE;2024-05-22;15302.39648438;14707.96484375;96.11540222
SE;SUDESTE;2024-05-22;204615.328125;146717.25;71.7039032
S;SUL;2024-05-22;20459.2421875;18400.62109375;89.93789673
NE;NORDESTE;2024-05-23;51691.2265625;39231.49609375;75.89579773
N;NORTE;2024-05-23;15302.39648438;14727.91894531;96.2457962
SE;SUDESTE;2024-05-23;204615.328125;146536.375;71.6155014
S;SUL;2024-05-23;20459.2421875;18494.96875;90.39910126
NE;NORDESTE;2024-05-24;51691.2265625;39163.234375;75.76380157
N;NORTE;2024-05-24;15302.39648438;14711.953125;96.14150238
SE;SUDESTE;2024-05-24;204615.328125;146358.671875;71.52870178
S;SUL;2024-05-24;20459.2421875;18883.37109375;92.29750061
NE;NORDESTE;2024-05-25;51691.2265625;39094.1875;75.63020325
N;NORTE;2024-05-25;15302.39648438;14697.96875;96.05010223
SE;SUDESTE;2024-05-25;204615.328125;146285.65625;71.49299622
S;SUL;2024-05-25;20459.2421875;19073.2109375;93.22540283
NE;NORDESTE;2024-05-26;51691.2265625;39022.4375;75.49140167
N;NORTE;2024-05-26;15302.39648438;14726.96289063;96.23960114
SE;SUDESTE;2024-05-26;204615.328125;146327.546875;71.5134964
S;SUL;2024-05-26;20459.2421875;19226.36914063;93.97399902
NE;NORDESTE;2024-05-27;51691.2265625;38949.41015625;75.35009766
N;NORTE;2024-05-27;15302.39648438;14723.88867188;96.21949768
SE;SUDESTE;2024-05-27;204615.328125;146198.71875;71.45050049
S;SUL;2024-05-27;20459.2421875;19280.9375;94.24069977
NE;NORDESTE;2024-05-28;51691.2265625;38880.41796875;75.21669769
N;NORTE;2024-05-28;15302.39648438;14739.34277344;96.32050323
SE;SUDESTE;2024-05-28;204615.328125;146108.84375;71.40660095
S;SUL;2024-05-28;20459.2421875;19244.51367188;94.06269836
NE;NORDESTE;2024-05-29;51691.2265625;38770.0546875;75.00319672
N;NORTE;2024-05-29;15302.39648438;14726.26757813;96.23500061
SE;SUDESTE;2024-05-29;204615.328125;145980.515625;71.34390259
S;SUL;2024-05-29;20459.2421875;19227.890625;93.98139954
NE;NORDESTE;2024-05-30;51691.2265625;38672.7578125;74.81490326
N;NORTE;2024-05-30;15302.39648438;14738.75097656;96.31659698
SE;SUDESTE;2024-05-30;204615.328125;146029.09375;71.36759949
S;SUL;2024-05-30;20459.2421875;19286.140625;94.2661972
NE;NORDESTE;2024-05-31;51691.2265625;38590.51171875;74.65579987
N;NORTE;2024-05-31;15302.39648438;14754.484375;96.41940308
SE;SUDESTE;2024-05-31;204615.328125;145994.625;71.35079956
S;SUL;2024-05-31;20459.2421875;19346.6875;94.56210327
NE;NORDESTE;2024-06-01;51691.2265625;38495.16796875;74.4713974
N;NORTE;2024-06-01;15302.39648438;14776.17382813;96.561203
SE;SUDESTE;2024-06-01;204615.328125;145914.359375;71.31150055
S;SUL;2024-06-01;20459.2421875;19361.47460938;94.63439941
NE;NORDESTE;2024-06-02;51691.2265625;38406.44921875;74.29969788
N;NORTE;2024-06-02;15302.39648438;14780.95898438;96.5923996
SE;SUDESTE;2024-06-02;204615.328125;145844.859375;71.27760315
S;SUL;2024-06-02;20459.2421875;19363.6875;94.64520264
NE;NORDESTE;2024-06-03;51691.2265625;38302.7421875;74.09909821
N;NORTE;2024-06-03;15302.39648438;14744.06347656;96.3513031
SE;SUDESTE;2024-06-03;204615.328125;145591.125;71.1536026
S;SUL;2024-06-03;20459.2421875;19291.09765625;94.29039764
NE;NORDESTE;2024-06-04;51691.2265625;38241.9921875;73.9815979
N;NORTE;2024-06-04;15302.39648438;14679.70605469;95.93080139
SE;SUDESTE;2024-06-04;204615.328125;145405.9375;71.06310272
S;SUL;2024-06-04;20459.2421875;19270.90234375;94.1917038
NE;NORDESTE;2024-06-05;51691.2265625;38177.734375;73.8572998
N;NORTE;2024-06-05;15302.39648438;14635.12011719;95.63939667
SE;SUDESTE;2024-06-05;204615.328125;145187.546875;70.95629883
S;SUL;2024-06-05;20459.2421875;19255.23242188;94.11509705
NE;NORDESTE;2024-06-06;51691.2265625;38125.31640625;73.75589752
N;NORTE;2024-06-06;15302.39648438;14604.20117188;95.43730164
SE;SUDESTE;2024-06-06;204615.328125;145006.46875;70.86779785
S;SUL;2024-06-06;20459.2421875;19243.3828125;94.05719757
NE;NORDESTE;2024-06-07;51691.2265625;38040.9765625;73.59269714
N;NORTE;2024-06-07;15302.39648438;14584.44042969;95.30819702
SE;SUDESTE;2024-06-07;204615.328125;144818.15625;70.77580261
S;SUL;2024-06-07;20459.2421875;19175.15820313;93.72370148
NE;NORDESTE;2024-06-08;51691.2265625;37954.7890625;73.4260025
N;NORTE;2024-06-08;15302.39648438;14591.66894531;95.35549927
SE;SUDESTE;2024-06-08;204615.328125;144709.140625;70.72250366
S;SUL;2024-06-08;20459.2421875;19135.00390625;93.52739716
NE;NORDESTE;2024-06-09;51691.2265625;37856.62109375;73.23609924
N;NORTE;2024-06-09;15302.39648438;14586.54003906;95.32189941
SE;SUDESTE;2024-06-09;204615.328125;144560.75;70.65000153
S;SUL;2024-06-09;20459.2421875;19114.24609375;93.4260025
NE;NORDESTE;2024-06-10;51691.2265625;37756.625;73.04260254
N;NORTE;2024-06-10;15302.39648438;14575.4140625;95.24919891
SE;SUDESTE;2024-06-10;204615.328125;144163.84375;70.45600128
S;SUL;2024-06-10;20459.2421875;19008.97070313;92.91139984
NE;NORDESTE;2024-06-11;51691.2265625;37656.26953125;72.84850311
N;NORTE;2024-06-11;15302.39648438;14571.84277344;95.22589874
SE;SUDESTE;2024-06-11;204615.328125;143891.625;70.32299805
S;SUL;2024-06-11;20459.2421875;18861.7734375;92.19190216
NE;NORDESTE;2024-06-12;51691.2265625;37561.0078125;72.66419983
N;NORTE;2024-06-12;15302.39648438;14562.27148438;95.16329956
SE;SUDESTE;2024-06-12;204615.328125;143655.40625;70.20760345
S;SUL;2024-06-12;20459.2421875;18657.45703125;91.19329834
NE;NORDESTE;2024-06-13;51691.2265625;37471.07421875;72.49019623
N;NORTE;2024-06-13;15302.39648438;14545.59277344;95.0542984
SE;SUDESTE;2024-06-13;204615.328125;143448.0625;70.10620117
S;SUL;2024-06-13;20459.2421875;18457.51953125;90.21600342
NE;NORDESTE;2024-06-14;51691.2265625;37369.5;72.29370117
N;NORTE;2024-06-14;15302.39648438;14532.71972656;94.97019958
SE;SUDESTE;2024-06-14;204615.328125;143189.25;69.97969818
S;SUL;2024-06-14;20459.2421875;18248.41796875;89.19400024
NE;NORDESTE;2024-06-15;51691.2265625;37285.703125;72.13159943
N;NORTE;2024-06-15;15302.39648438;14511.05566406;94.8286972
SE;SUDESTE;2024-06-15;204615.328125;143039.5;69.90650177
S;SUL;2024-06-15;20459.2421875;18085.74804688;88.39890289
NE;NORDESTE;2024-06-16;51691.2265625;37198.48046875;71.96279907
N;NORTE;2024-06-16;15302.39648438;14491.13769531;94.69850159
SE;SUDESTE;2024-06-16;204615.328125;142914.984375;69.84570313
S;SUL;2024-06-16;20459.2421875;18071.6796875;88.3302002
NE;NORDESTE;2024-06-17;51691.2265625;37072.55859375;71.71920013
N;NORTE;2024-06-17;15302.39648438;14444.29394531;94.39240265
SE;SUDESTE;2024-06-17;204615.328125;142476.84375;69.63159943
S;SUL;2024-06-17;20459.2421875;18090.63671875;88.42279816
NE;NORDESTE;2024-06-18;51691.2265625;36941.765625;71.46620178
N;NORTE;2024-06-18;15302.39648438;14395.78808594;94.07540131
SE;SUDESTE;2024-06-18;204615.328125;142125.921875;69.46009827
S;SUL;2024-06-18;20459.2421875;18188.52148438;88.90119934
NE;NORDESTE;2024-06-19;51691.2265625;36846.43359375;71.28179932
N;NORTE;2024-06-19;15302.39648438;14361.00683594;93.84809875
SE;SUDESTE;2024-06-19;204615.328125;141762.765625;69.2826004
S;SUL;2024-06-19;20459.2421875;18242.76171875;89.16639709
NE;NORDESTE;2024-06-20;51691.2265625;36789.94140625;71.17250061
N;NORTE;2024-06-20;15302.39648438;14341.68945313;93.72190094
SE;SUDESTE;2024-06-20;204615.328125;141434.515625;69.12220001
S;SUL;2024-06-20;20459.2421875;18249.62304688;89.19989777
NE;NORDESTE;2024-06-21;51691.2265625;36726.34375;71.04949951
N;NORTE;2024-06-21;15302.39648438;14322.03222656;93.59339905
SE;SUDESTE;2024-06-21;204615.328125;141113.4375;68.96520233
S;SUL;2024-06-21;20459.2421875;18239.6796875;89.15129852
NE;NORDESTE;2024-06-22;51691.2265625;36626.875;70.85700226
N;NORTE;2024-06-22;15302.39648438;14296.73535156;93.42810059
SE;SUDESTE;2024-06-22;204615.328125;140917.515625;68.86949921
S;SUL;2024-06-22;20459.2421875;18079.84375;88.37010193
NE;NORDESTE;2024-06-23;51691.2265625;36554.90625;70.71779633
N;NORTE;2024-06-23;15302.39648438;14269.40917969;93.24949646
SE;SUDESTE;2024-06-23;204615.328125;140728.328125;68.77700043
S;SUL;2024-06-23;20459.2421875;17958.47070313;87.77680206
NE;NORDESTE;2024-06-24;51691.2265625;36455.37109375;70.52529907
N;NORTE;2024-06-24;15302.39648438;14234.23535156;93.01959991
SE;SUDESTE;2024-06-24;204615.328125;140215.046875;68.52619934
S;SUL;2024-06-24;20459.2421875;17936.53320313;87.66960144
NE;NORDESTE;2024-06-25;51691.2265625;36364.484375;70.34940338
N;NORTE;2024-06-25;15302.39648438;14189.43847656;92.72689819
SE;SUDESTE;2024-06-25;204615.328125;139817.71875;68.33200073
S;SUL;2024-06-25;20459.2421875;17929.09375;87.6332016
NE;NORDESTE;2024-06-26;51691.2265625;36270.390625;70.16739655
N;NORTE;2024-06-26;15302.39648438;14134.78125;92.36969757
SE;SUDESTE;2024-06-26;204615.328125;139426.75;68.14089966
S;SUL;2024-06-26;20459.2421875;17992.0859375;87.94110107
NE;NORDESTE;2024-06-27;51691.2265625;36138.3046875;69.91190338
N;NORTE;2024-06-27;15302.39648438;14084.96191406;92.04419708
SE;SUDESTE;2024-06-27;204615.328125;139008.03125;67.93630219
S;SUL;2024-06-27;20459.2421875;18033.76757813;88.14479828
NE;NORDESTE;2024-06-28;51691.2265625;36017.20703125;69.67759705
N;NORTE;2024-06-28;15302.39648438;14033.6796875;91.70899963
SE;SUDESTE;2024-06-28;204615.328125;138592.234375;67.73310089
S;SUL;2024-06-28;20459.2421875;18004.64648438;88.00250244
NE;NORDESTE;2024-06-29;51691.2265625;35932.7578125;69.5141983
N;NORTE;2024-06-29;15302.39648438;14004.57617188;91.51879883
SE;SUDESTE;2024-06-29;204615.328125;138390.984375;67.63469696
S;SUL;2024-06-29;20459.2421875;17980.14648438;87.88279724
NE;NORDESTE;2024-06-30;51691.2265625;35863.0390625;69.37940216
N;NORTE;2024-06-30;15302.39648438;13980.65722656;91.36250305
SE;SUDESTE;2024-06-30;204615.328125;138292.359375;67.58650208
S;SUL;2024-06-30;20459.2421875;18034.53320313;88.14859772
NE;NORDESTE;2024-07-01;51691.2265625;35769.59375;69.19860077
N;NORTE;2024-07-01;15302.39648438;13954.11621094;91.18910217
SE;SUDESTE;2024-07-01;204615.328125;137849.3125;67.37000275
S;SUL;2024-07-01;20459.2421875;18015.04882813;88.05339813
NE;NORDESTE;2024-07-02;51691.2265625;35663.11328125;68.99259949
N;NORTE;2024-07-02;15302.39648438;13931.45507813;91.04100037
SE;SUDESTE;2024-07-02;204615.328125;137559.71875;67.22840118
S;SUL;2024-07-02;20459.2421875;17945.43945313;87.71309662
NE;NORDESTE;2024-07-03;51691.2265625;35549.14453125;68.77210236
N;NORTE;2024-07-03;15302.39648438;13900.11816406;90.8361969
SE;SUDESTE;2024-07-03;204615.328125;137151.28125;67.02880096
S;SUL;2024-07-03;20459.2421875;17857.41015625;87.28289795
NE;NORDESTE;2024-07-04;51691.2265625;35447.8828125;68.57620239
N;NORTE;2024-07-04;15302.39648438;13888.3671875;90.75939941
SE;SUDESTE;2024-07-04;204615.328125;136749.34375;66.83239746
S;SUL;2024-07-04;20459.2421875;17726.75585938;86.64420319
NE;NORDESTE;2024-07-05;51691.2265625;35335.3203125;68.35849762
N;NORTE;2024-07-05;15302.39648438;13855.19726563;90.54270172
SE;SUDESTE;2024-07-05;204615.328125;136186.75;66.55750275
S;SUL;2024-07-05;20459.2421875;17504.84765625;85.55960083
NE;NORDESTE;2024-07-06;51691.2265625;35205.5546875;68.10739899
N;NORTE;2024-07-06;15302.39648438;13818.38476563;90.30210114
SE;SUDESTE;2024-07-06;204615.328125;135920.671875;66.42739868
S;SUL;2024-07-06;20459.2421875;17283.87890625;84.479599
NE;NORDESTE;2024-07-07;51691.2265625;35124.5859375;67.95079803
N;NORTE;2024-07-07;15302.39648438;13804.52148438;90.21150208
SE;SUDESTE;2024-07-07;204615.328125;135805.65625;66.37120056
S;SUL;2024-07-07;20459.2421875;17391.07617188;85.00350189
NE;NORDESTE;2024-07-08;51691.2265625;35006.07421875;67.72149658
N;NORTE;2024-07-08;15302.39648438;13777.0;90.03170013
SE;SUDESTE;2024-07-08;204615.328125;135454.09375;66.19940186
S;SUL;2024-07-08;20459.2421875;17262.0;84.37259674
NE;NORDESTE;2024-07-09;51691.2265625;34888.421875;67.49389648
N;NORTE;2024-07-09;15302.39648438;13734.92675781;89.75669861
SE;SUDESTE;2024-07-09;204615.328125;135126.3125;66.03919983
S;SUL;2024-07-09;20459.2421875;17105.48828125;83.60759735
NE;NORDESTE;2024-07-10;51691.2265625;34779.03125;67.28230286
N;NORTE;2024-07-10;15302.39648438;13687.00585938;89.4434967
SE;SUDESTE;2024-07-10;204615.328125;134772.9375;65.86650085
S;SUL;2024-07-10;20459.2421875;16947.0859375;82.83339691
NE;NORDESTE;2024-07-11;51691.2265625;34667.97265625;67.06739807
N;NORTE;2024-07-11;15302.39648438;13651.18847656;89.20950317
SE;SUDESTE;2024-07-11;204615.328125;134498.8125;65.73249817
S;SUL;2024-07-11;20459.2421875;16931.38085938;82.75659943
NE;NORDESTE;2024-07-12;51691.2265625;34547.30078125;66.83399963
N;NORTE;2024-07-12;15302.39648438;13611.89355469;88.95269775
SE;SUDESTE;2024-07-12;204615.328125;134247.453125;65.60970306
S;SUL;2024-07-12;20459.2421875;16905.87304688;82.63200378
NE;NORDESTE;2024-07-13;51691.2265625;34426.4296875;66.60009766
N;NORTE;2024-07-13;15302.39648438;13575.2890625;88.71350098
SE;SUDESTE;2024-07-13;204615.328125;134126.328125;65.55049896
S;SUL;2024-07-13;20459.2421875;17010.29101563;83.14230347
NE;NORDESTE;2024-07-14;51691.2265625;34323.56640625;66.40110016
N;NORTE;2024-07-14;15302.39648438;13547.80371094;88.5338974
SE;SUDESTE;2024-07-14;204615.328125;134004.609375;65.49099731
S;SUL;2024-07-14;20459.2421875;17370.63867188;84.9036026
NE;NORDESTE;2024-07-15;51691.2265625;34210.5390625;66.18250275
N;NORTE;2024-07-15;15302.39648438;13522.81835938;88.37059784
SE;SUDESTE;2024-07-15;204615.328125;133642.34375;65.31390381
S;SUL;2024-07-15;20459.2421875;17603.07226563;86.03970337
NE;NORDESTE;2024-07-16;51691.2265625;34103.8203125;65.97599792
N;NORTE;2024-07-16;15302.39648438;13493.93164063;88.18180084
SE;SUDESTE;2024-07-16;204615.328125;133289.390625;65.14150238
S;SUL;2024-07-16;20459.2421875;17795.43945313;86.98000336
NE;NORDESTE;2024-07-17;51691.2265625;33997.078125;65.76950073
N;NORTE;2024-07-17;15302.39648438;13455.54003906;87.93090057
SE;SUDESTE;2024-07-17;204615.328125;132838.671875;64.92120361
S;SUL;2024-07-17;20459.2421875;17974.80859375;87.85669708
NE;NORDESTE;2024-07-18;51691.2265625;33883.2109375;65.54920197
