id_subsistema;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
NE;NORDESTE;2024-01-01 06:00:00;2640.22705078;446.4750061;2139.32299804;1102.88500976;11268.57;-4939.66
N;NORTE;2024-01-01 06:00:00;2664.01098632;2474.61889648;0.60699999;81.61399841;6496.01399999;-1275.163
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 06:00:00;43594.445;8676.324;2747.035;3319.89;58337.69;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 06:00:00;27118.3984375;5060.953125;6.0;1347.26904296;31666.953;1865.668
S;SUL;2024-01-01 06:00:00;11171.80761718;694.27697753;601.10498046;788.12200927;8906.15699999;4349.155
NE;NORDESTE;2024-01-01 07:00:00;2320.84692382;459.96600341;2146.59301757;2425.4020996;11147.05699999;-3794.249
N;NORTE;2024-01-01 07:00:00;2206.06298828;2474.03295898;0.78100001;256.39801025;6216.587;-1279.31199999
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 07:00:00;38375.382;8709.28;2684.76;8376.967;58146.39;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 07:00:00;24185.28515625;5082.05322265;6.0;3894.32788085;31586.89099999;1580.77499999
S;SUL;2024-01-01 07:00:00;9663.18652343;693.22802734;531.38598632;1800.83898925;9195.85399999;3492.786
NE;NORDESTE;2024-01-01 08:00:00;2146.06103515;462.01501464;2241.90893554;3650.01293945;11034.39799999;-2534.4
N;NORTE;2024-01-01 08:00:00;2198.21289062;2455.09106445;0.57899999;439.39999389;6139.517;-1046.23399999
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 08:00:00;34466.274;8704.511;2895.546;12418.773;58485.1;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 08:00:00;22378.47070312;5091.43408203;6.0;5478.54003906;31968.854;985.59
S;SUL;2024-01-01 08:00:00;7743.52978515;695.9710083;647.05798339;2850.82006835;9342.33499999;2595.044
NE;NORDESTE;2024-01-01 09:00:00;2161.13598632;461.84100341;3042.67895507;4449.5;10766.85199999;-651.696
N;NORTE;2024-01-01 09:00:00;2207.86401367;2470.05688476;1.14900004;603.09399414;6070.086;-787.922
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 09:00:00;31291.895;8726.899;3553.032;15446.268;59018.09;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 09:00:00;21872.88085937;5100.37695312;6.0;6645.09179687;32524.471;1099.878
S;SUL;2024-01-01 09:00:00;5050.01513671;694.62402343;503.20401;3748.58203125;9656.685;339.74
NE;NORDESTE;2024-01-01 10:00:00;2163.35009765;465.32998657;2532.87890625;4631.1821289;10805.03199999;-1012.291
N;NORTE;2024-01-01 10:00:00;2214.06909179;2473.68310546;25.89800071;747.95599365;6047.08;-585.474
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 10:00:00;31399.738;8728.971;2999.942;16892.904;60021.56;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 10:00:00;22331.7265625;5093.92578125;6.0;7182.45800781;33201.961;1412.14899999
S;SUL;2024-01-01 10:00:00;4690.59277343;696.03198242;435.16500854;4331.30810546;9967.482;185.616
NE;NORDESTE;2024-01-01 11:00:00;2209.8149414;471.19100952;2201.7590332;4659.22607421;10791.83499999;-1249.844
N;NORTE;2024-01-01 11:00:00;2222.23388671;2490.66894531;72.81700134;823.0;6008.259;-399.539
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 11:00:00;31987.551;8736.741;2752.441;17197.594;60674.33;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 11:00:00;22700.03320312;5080.62011718;7.0;7207.05810546;33696.33799999;1298.374
S;SUL;2024-01-01 11:00:00;4855.46777343;694.26098632;470.86499023;4508.31005859;10177.89499999;351.009
NE;NORDESTE;2024-01-01 12:00:00;2176.53710937;518.6920166;1883.39697265;4633.77099609;10738.26199999;-1525.865
N;NORTE;2024-01-01 12:00:00;2215.67089843;2474.7680664;56.67699813;709.99499511;5816.487;-359.376
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 12:00:00;31989.555;8788.35;2655.007;17336.923;60769.84;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 12:00:00;22802.24023437;5103.24902343;7.0;7463.71289062;34121.33;1254.87199999
S;SUL;2024-01-01 12:00:00;4795.10693359;691.64099121;707.93298339;4529.44384765;10093.756;630.369
NE;NORDESTE;2024-01-01 13:00:00;2115.46899414;562.875;1701.81896972;4467.90380859;10625.94699999;-1777.87999999
N;NORTE;2024-01-01 13:00:00;2267.69506835;2477.3630371;81.35500335;597.6630249;5867.43499999;-443.359
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 13:00:00;32101.212;8842.866;2585.343;16717.364;60246.79;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 13:00:00;22790.70507812;5110.05615234;7.5;7394.62695312;33730.23299999;1572.656
S;SUL;2024-01-01 13:00:00;4927.34179687;692.57202148;794.66900634;4257.16992187;10023.17;648.583
NE;NORDESTE;2024-01-01 14:00:00;2097.35498046;560.9130249;1671.12597656;4522.23193359;10559.429;-1707.80299999
N;NORTE;2024-01-01 14:00:00;2763.87988281;2472.36108398;92.37799835;585.3540039;6089.52399999;-175.55099999
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 14:00:00;32822.986;8847.086;2640.936;15673.745;59984.75;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 14:00:00;22740.47265625;5120.9609375;8.0;6850.85009765;33299.403;1420.87999999
S;SUL;2024-01-01 14:00:00;5221.27880859;692.85101318;869.43200683;3715.30908203;10036.39699999;462.474
NE;NORDESTE;2024-01-01 15:00:00;2217.44189453;563.34301757;2301.39404296;3528.28393554;10563.875;-1953.412
N;NORTE;2024-01-01 15:00:00;2854.88598632;2474.62890625;99.77100372;455.28201293;6240.988;-356.42
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 15:00:00;35142.131;8805.944;3390.714;12882.777;60221.57;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 15:00:00;22939.99804687;5075.05517578;8.5;5976.46484375;33289.91;710.108
S;SUL;2024-01-01 15:00:00;7129.80517578;692.91699218;981.04901123;2922.74609375;10126.793;1599.724
NE;NORDESTE;2024-01-01 16:00:00;3144.34008789;562.79498291;2203.00390625;1929.93103027;10628.63699999;-2788.567
N;NORTE;2024-01-01 16:00:00;2924.7380371;2476.89599609;72.06500244;268.71398925;6296.92399999;-554.511
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 16:00:00;41117.29;8786.72;3432.857;8142.037;61478.9;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 16:00:00;24427.83984375;5057.19091796;9.0;3928.09106445;34092.783;-670.66099999
S;SUL;2024-01-01 16:00:00;10620.37207031;689.83801269;1148.78796386;2015.30102539;10460.56;4013.739
NE;NORDESTE;2024-01-01 17:00:00;4174.7211914;550.4699707;1582.90002441;503.08599853;11204.202;-4393.02499999
N;NORTE;2024-01-01 17:00:00;3263.90502929;2485.98706054;97.89099884;90.12400054;6330.95699999;-393.05
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 17:00:00;48673.383;8801.814;2854.323;3426.904;63756.42;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 17:00:00;29166.49804687;5075.91113281;9.0;1692.98095703;35239.11;705.28
S;SUL;2024-01-01 17:00:00;12068.25878906;689.44598388;1164.53198242;1140.71301269;10982.15499999;4080.795
NE;NORDESTE;2024-01-01 18:00:00;4491.45996093;544.79302978;1978.6710205;5.20699977;12407.213;-5387.082
N;NORTE;2024-01-01 18:00:00;3689.48706054;2478.60205078;83.6800003;8.69200038;6613.57;-353.10899999
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 18:00:00;55015.596;8782.96;3262.742;660.566;67721.86;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 18:00:00;32987.66015625;5068.85791015;9.99899959;295.61300659;37308.16199999;1053.97
S;SUL;2024-01-01 18:00:00;13846.98730468;690.70697021;1190.39196777;351.05398559;11392.919;4686.22099999
NE;NORDESTE;2024-01-01 19:00:00;4706.98486328;547.04699707;1865.33703613;1.55999994;12815.302;-5694.37299999
N;NORTE;2024-01-01 19:00:00;3866.33789062;2481.12792968;69.5530014;0.0;6963.043;-546.024
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 19:00:00;61167.003;8782.459;3112.519;17.889;73079.87;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 19:00:00;37559.3359375;5065.35595703;10.0;10.4829998;40926.58099999;1718.59299999
S;SUL;2024-01-01 19:00:00;15034.34472656;688.92797851;1167.62902832;5.84600019;12374.944;4521.804
NE;NORDESTE;2024-01-01 20:00:00;4891.99121093;544.36700439;1808.83203125;1.48699998;12895.836;-5649.159
N;NORTE;2024-01-01 20:00:00;4269.82080078;2475.05688476;38.40399932;0.0;7135.54;-352.258
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 20:00:00;63062.662;8781.933;2960.296;10.691;74815.58;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 20:00:00;38885.015625;5076.44921875;10.0;8.20400047;41627.02099999;2352.646
S;SUL;2024-01-01 20:00:00;15015.8359375;686.05999755;1103.06005859;1.0;13157.18499999;3648.771
NE;NORDESTE;2024-01-01 21:00:00;4570.09423828;550.21801757;2246.57592773;1.35899996;13140.175;-5771.928
N;NORTE;2024-01-01 21:00:00;4179.51123046;2486.90600585;59.62400054;0.0;7338.398;-612.357
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 21:00:00;62262.478;8839.502;3523.638;10.573;74636.19;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 21:00:00;38483.2421875;5115.796875;10.0;8.21399974;41040.771;2576.48099999
S;SUL;2024-01-01 21:00:00;15029.63183593;686.58099365;1207.43798828;1.0;13116.84699999;3807.804
NE;NORDESTE;2024-01-01 22:00:00;3939.0649414;566.22601318;3110.90795898;1.43099999;13232.27;-5614.63999999
N;NORTE;2024-01-01 22:00:00;3827.32910156;2474.31689453;117.19799804;0.0;7498.779;-1079.935
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 22:00:00;60200.056;8854.895;4554.991;10.569;73620.51;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 22:00:00;37300.1484375;5127.58789062;9.0;8.13799953;40068.401;2376.47199999
S;SUL;2024-01-01 22:00:00;15133.51464843;686.76397705;1317.88500976;1.0;12821.061;4318.103
NE;NORDESTE;2024-01-01 23:00:00;3372.84912109;573.18597412;3420.86010742;1.38699996;12947.664;-5579.38199999
N;NORTE;2024-01-01 23:00:00;3653.41992187;2474.01391601;108.30000305;0.0;7517.721;-1281.987
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-01 23:00:00;57048.643;8849.985;4846.237;10.512;70755.38;0.0
SE;SUDESTE/CENTRO-OESTE;2024-01-01 23:00:00;34923.69921875;5116.46484375;9.0;8.125;38113.08699999;1944.202
S;SUL;2024-01-01 23:00:00;15098.67480468;686.32000732;1308.07702636;1.0;12176.90499999;4917.167
NE;NORDESTE;2024-01-02 00:00:00;3232.5090332;575.46801757;3287.36694335;1.68900001;12543.28899999;-5446.256
N;NORTE;2024-01-02 00:00:00;3215.80908203;2474.73706054;52.57899856;0.0;7463.09299999;-1719.968
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 00:00:00;54605.244;8838.453;4507.35;10.819;67962.29;-0.42
SE;SUDESTE/CENTRO-OESTE;2024-01-02 00:00:00;33597.0078125;5120.33105468;8.5;8.13000011;36472.09799999;2261.87199999
S;SUL;2024-01-02 00:00:00;14559.91699218;667.91699218;1158.90405273;1.0;11483.81;4903.928
NE;NORDESTE;2024-01-02 01:00:00;2836.31396484;574.36297607;3267.16796875;1.51100003;12218.982;-5539.626
N;NORTE;2024-01-02 01:00:00;3214.59399414;2475.1430664;64.26499938;0.0;7355.905;-1601.90299999
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 01:00:00;51949.709;8816.686;4483.836;10.667;65261.34;-0.44
SE;SUDESTE/CENTRO-OESTE;2024-01-02 01:00:00;32603.63085937;5130.44482421;8.0;8.15600013;34893.14499999;2857.087
S;SUL;2024-01-02 01:00:00;13295.16992187;636.73498535;1144.4029541;1.0;10793.31099999;4283.997
NE;NORDESTE;2024-01-02 02:00:00;2382.74096679;572.9790039;3131.28393554;1.44000005;11983.052;-5894.608
N;NORTE;2024-01-02 02:00:00;3215.97509765;2480.9230957;64.56199645;0.0;7246.546;-1485.086
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 02:00:00;50516.768;8762.014;4275.236;10.574;63565.06;-0.47
SE;SUDESTE/CENTRO-OESTE;2024-01-02 02:00:00;31379.84570312;5072.29003906;7.0;8.13399982;33837.95199999;2629.318
S;SUL;2024-01-02 02:00:00;13538.20605468;635.82202148;1072.39001464;1.0;10497.51299999;4749.905
NE;NORDESTE;2024-01-02 03:00:00;2372.62402343;577.61499023;3129.0390625;1.67499995;11775.618;-5694.665
N;NORTE;2024-01-02 03:00:00;3075.6340332;2485.18188476;87.71099853;0.0;7133.265;-1484.73799999
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 03:00:00;49440.725;8764.579;4378.912;10.809;62595.37;-0.34
SE;SUDESTE/CENTRO-OESTE;2024-01-02 03:00:00;30203.82421875;5065.20019531;7.0;8.13399982;33352.399;1931.76
S;SUL;2024-01-02 03:00:00;13788.64160156;636.58197021;1155.1619873;1.0;10334.08599999;5247.3
NE;NORDESTE;2024-01-02 04:00:00;2256.1730957;579.23297119;3141.66894531;7.26900005;11688.447;-5704.103
N;NORTE;2024-01-02 04:00:00;3063.44189453;2486.64794921;68.83399963;0.0;7041.554;-1422.62999999
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 04:00:00;49294.996;8743.853;4362.277;16.6;62418.07;-0.35
SE;SUDESTE/CENTRO-OESTE;2024-01-02 04:00:00;30195.75195312;5041.54394531;6.0;8.33100032;33438.50399999;1813.122
S;SUL;2024-01-02 04:00:00;13779.62988281;636.42797851;1145.77404785;1.0;10249.56699999;5313.265
NE;NORDESTE;2024-01-02 05:00:00;2252.05493164;564.09802246;2851.04711914;225.5;11175.959;-5283.259
N;NORTE;2024-01-02 05:00:00;2961.63305664;2483.9099121;62.29800033;3.81999993;6922.72199999;-1411.06099999
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 05:00:00;48796.974;8774.54;4008.11;468.994;62048.94;-0.33
SE;SUDESTE/CENTRO-OESTE;2024-01-02 05:00:00;29819.51953125;5082.55517578;6.0;175.1000061;33643.44199999;1439.732
S;SUL;2024-01-02 05:00:00;13763.76660156;643.97698974;1088.76501464;64.57399749;10306.821;5254.262
NE;NORDESTE;2024-01-02 06:00:00;2256.70800781;540.23797607;2557.52392578;1739.09594726;11023.997;-3930.43099999
N;NORTE;2024-01-02 06:00:00;2421.96411132;2484.04492187;55.17699813;61.84400177;6686.807;-1663.777
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 06:00:00;47322.741;8806.333;3526.789;3991.792;63648.02;-0.37
SE;SUDESTE/CENTRO-OESTE;2024-01-02 06:00:00;28273.1015625;5137.14892578;6.0;1594.17895507;35007.365;3.06399999
S;SUL;2024-01-02 06:00:00;14370.96777343;644.90100097;908.08801269;596.67297363;10929.85299999;5590.777
NE;NORDESTE;2024-01-02 07:00:00;2277.69604492;554.90197753;1990.29199218;3756.86206054;11505.023;-2925.27099999
N;NORTE;2024-01-02 07:00:00;2236.94604492;2481.7980957;10.25800037;202.62399291;6614.619;-1682.993
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 07:00:00;47136.492;8813.906;2880.93;9080.91;67912.64;-0.41
SE;SUDESTE/CENTRO-OESTE;2024-01-02 07:00:00;28283.93164062;5133.07080078;6.0;3667.98706054;37745.805;-654.81599999
S;SUL;2024-01-02 07:00:00;14337.91894531;644.13500976;874.38000488;1453.43701171;12047.19699999;5262.674
NE;NORDESTE;2024-01-02 08:00:00;2322.21899414;557.87097167;1577.24096679;4507.77978515;12125.11699999;-3160.006
N;NORTE;2024-01-02 08:00:00;2240.52392578;2483.06909179;7.09499979;342.53399658;6712.24799999;-1639.026
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 08:00:00;48263.901;8808.427;2419.918;12915.235;72408.02;-0.54
SE;SUDESTE/CENTRO-OESTE;2024-01-02 08:00:00;29428.80664062;5132.93896484;6.0;5729.046875;40481.77799999;-184.98599999
S;SUL;2024-01-02 08:00:00;14272.3515625;634.54797363;829.58197021;2335.87402343;13088.874;4983.482
NE;NORDESTE;2024-01-02 09:00:00;2360.03588867;552.65100097;1455.98303222;4924.6508789;12221.62799999;-2928.30699999
N;NORTE;2024-01-02 09:00:00;2238.95190429;2475.8630371;73.32700347;492.2210083;6900.833;-1620.47
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 09:00:00;48087.024;8692.302;2400.773;15852.645;75033.27;-0.53
SE;SUDESTE/CENTRO-OESTE;2024-01-02 09:00:00;29543.01757812;5119.953125;6.0;7402.17822265;42180.563;-109.41499999
S;SUL;2024-01-02 09:00:00;13945.01855468;543.83502197;865.46301269;3033.5949707;13730.248;4657.664
NE;NORDESTE;2024-01-02 10:00:00;2342.2849121;556.70898437;1532.92700195;5473.30322265;12458.78999999;-2553.56599999
N;NORTE;2024-01-02 10:00:00;2366.79907226;2481.00390625;78.12599945;649.77502441;7112.387;-1536.68299999
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 10:00:00;47819.398;8693.822;2632.621;17876.33;77022.72;-0.55
SE;SUDESTE/CENTRO-OESTE;2024-01-02 10:00:00;29332.609375;5118.68505859;6.0;8294.57226562;43159.884;-408.018
S;SUL;2024-01-02 10:00:00;13777.70507812;537.42401123;1015.56799316;3458.67993164;14291.657;4497.72
NE;NORDESTE;2024-01-02 11:00:00;2340.5739746;556.23999023;1862.12304687;5727.25878906;12658.57;-2172.37399999
N;NORTE;2024-01-02 11:00:00;2368.12304687;2477.0649414;78.75499725;750.42199707;7150.017;-1475.652
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 11:00:00;46796.212;8696.079;3205.12;19203.696;77901.71;-0.6
SE;SUDESTE/CENTRO-OESTE;2024-01-02 11:00:00;28704.3203125;5127.7578125;7.0;9073.75976562;43290.282;-377.44399999
S;SUL;2024-01-02 11:00:00;13383.1953125;535.01599121;1257.24194335;3652.25488281;14802.836;4024.872
NE;NORDESTE;2024-01-02 12:00:00;2279.91088867;564.42797851;2333.88891601;5827.875;12306.926;-1300.823
N;NORTE;2024-01-02 12:00:00;2237.2770996;2479.21508789;117.57499694;743.98101806;7023.491;-1445.443
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 12:00:00;45199.362;8708.562;3764.991;19200.253;76873.8;-0.64
SE;SUDESTE/CENTRO-OESTE;2024-01-02 12:00:00;27616.41210937;5134.94384765;7.0;9207.765625;43391.21699999;-1425.09399999
S;SUL;2024-01-02 12:00:00;13065.76074218;529.97497558;1306.52697753;3420.63110351;14152.169;4170.72499999
NE;NORDESTE;2024-01-02 13:00:00;2428.9880371;571.8460083;2298.08691406;5729.93603515;12579.884;-1551.027
N;NORTE;2024-01-02 13:00:00;2616.25708007;2488.32299804;106.89299774;687.63098144;7068.1;-1168.996
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 13:00:00;47900.477;8726.507;3737.503;18170.218;78535.34;-0.64
SE;SUDESTE/CENTRO-OESTE;2024-01-02 13:00:00;29405.01367187;5128.86523437;7.5;8496.83398437;44597.03499999;-1558.82299999
S;SUL;2024-01-02 13:00:00;13450.21875;537.47302246;1325.02294921;3255.81689453;14290.323;4278.209
NE;NORDESTE;2024-01-02 14:00:00;2720.95410156;575.67297363;2524.63305664;5392.29101562;12943.783;-1730.232
N;NORTE;2024-01-02 14:00:00;3578.32495117;2562.26904296;97.15299987;636.07299804;7329.884;-456.06399999
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 14:00:00;51276.811;8832.348;3890.721;16332.078;80332.24;-0.28
SE;SUDESTE/CENTRO-OESTE;2024-01-02 14:00:00;31590.171875;5154.75976562;8.0;7473.79492187;45414.68599999;-1187.96
S;SUL;2024-01-02 14:00:00;13387.36132812;539.64599609;1260.93505859;2829.91894531;14643.884;3373.977
NE;NORDESTE;2024-01-02 15:00:00;3193.70190429;551.80102539;2979.45605468;4379.83886718;13050.722;-1945.924
N;NORTE;2024-01-02 15:00:00;3756.08789062;2649.40698242;91.49500274;493.68399047;7419.56299999;-428.889
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 15:00:00;55406.704;8946.834;4229.589;12229.353;80812.91;-0.43
SE;SUDESTE/CENTRO-OESTE;2024-01-02 15:00:00;34410.5;5182.18701171;8.5;5200.55810546;45769.111;-967.36699999
S;SUL;2024-01-02 15:00:00;14046.41503906;563.43902587;1150.13793945;2155.27197265;14573.513;3341.75099999
NE;NORDESTE;2024-01-02 16:00:00;3940.47998046;555.27197265;3089.67895507;2383.55493164;13148.086;-3179.1
N;NORTE;2024-01-02 16:00:00;3794.79394531;2702.0559082;118.86799621;296.52700805;7341.878;-429.63299999
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 16:00:00;59495.413;9014.977;4477.954;7615.657;81041.71;-437.71
SE;SUDESTE/CENTRO-OESTE;2024-01-02 16:00:00;36943.87109375;5187.22607421;9.0;3410.99902343;46161.294;-610.197
S;SUL;2024-01-02 16:00:00;14816.26660156;570.42297363;1260.40698242;1524.5760498;14390.453;3781.22
NE;NORDESTE;2024-01-02 17:00:00;4820.1508789;601.40399169;3411.16992187;591.63500976;12964.268;-3539.908
N;NORTE;2024-01-02 17:00:00;3721.07202148;2731.35693359;128.44400024;110.62999725;7083.872;-392.369
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 17:00:00;61542.261;9067.099;4616.298;3069.06;78794.89;-500.17
SE;SUDESTE/CENTRO-OESTE;2024-01-02 17:00:00;37665.39453125;5156.96582031;9.0;1491.48095703;44797.87699999;-475.036
S;SUL;2024-01-02 17:00:00;15335.64355468;577.37200927;1067.68395996;875.31402587;13948.875;3907.139
NE;NORDESTE;2024-01-02 18:00:00;5556.953125;692.99499511;3811.15795898;7.8249998;13429.424;-3360.493
N;NORTE;2024-01-02 18:00:00;3941.28710937;2916.67700195;111.79699707;9.91399955;6928.62599999;51.04899999
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 18:00:00;63169.064;9479.971;4782.542;556.557;78487.46;-499.33
SE;SUDESTE/CENTRO-OESTE;2024-01-02 18:00:00;38184.953125;5272.39208984;10.0;256.9079895;44779.46799999;-1055.213
S;SUL;2024-01-02 18:00:00;15485.86914062;597.90698242;849.58697509;281.91000366;13349.94299999;3865.33
NE;NORDESTE;2024-01-02 19:00:00;5838.62402343;774.18902587;3740.91210937;1.31200003;13703.569;-3348.532
N;NORTE;2024-01-02 19:00:00;4024.00097656;3259.83300781;116.44899749;0.00499999;7153.303;246.98499999
SIN;SISTEMA INTERLIGADO NACIONAL;2024-01-02 19:00:00;66703.946;10153.248;4695.249;17.55;82070.14;-500.15
SE;SUDESTE/CENTRO-OESTE;2024-01-02 19:00:00;41325.91796875;5522.12207031;10.0;8.97599983;47227.416;-360.39899999
S;SUL;2024-01-02 19:00:00;15515.40234375;597.1040039;827.88800048;7.25699996;13985.852;2961.799
NE;NORDESTE;2024-01-02 20:00:00;5803.08886718;815.72802734;3671.36791992;13.82900047;13758.99399999;-3454.98
N;NORTE;2024-01-02 20:00:00;3980.27294921;3361.73608398;134.63900756;0.0;7335.048;141.59999999
