id_subsistema;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
N;NORTE;2023-01-01 23:00:00;8326.06933593;899.15600585;294.65499877;0.0;6483.12199999;3036.758
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-01 23:00:00;47739.003;5577.868;13256.044;21.206;66594.12;0.0
SE;SUDESTE/CENTRO-OESTE;2023-01-01 23:00:00;28244.78710937;3917.65600585;6.5;18.53199958;35985.53699999;-3798.061
S;SUL;2023-01-01 23:00:00;6098.99609375;81.03299713;1336.33300781;1.0;12480.17399999;-4962.812
NE;NORDESTE;2023-01-02 00:00:00;4469.17822265;686.00897216;11390.54589843;1.51999998;11305.27;5241.983
N;NORTE;2023-01-02 00:00:00;8387.34277343;915.52099609;312.28201293;0.0;6460.411;3154.735
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 00:00:00;44704.811;5655.369;13198.162;20.997;63579.34;0.0
SE;SUDESTE/CENTRO-OESTE;2023-01-02 00:00:00;27539.94921875;3942.46289062;6.0;18.47699928;34049.364;-2542.475
S;SUL;2023-01-02 00:00:00;4308.34082031;111.37599945;1489.33398437;1.0;11764.294;-5854.243
NE;NORDESTE;2023-01-02 01:00:00;3906.18505859;681.07000732;10754.93359375;1.63399994;11060.389;4283.43399999
N;NORTE;2023-01-02 01:00:00;8498.40625;921.0079956;267.78601074;0.0;6317.415;3369.785
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 01:00:00;42880.771;5765.994;12463.693;21.027;61131.49;0.0
SE;SUDESTE/CENTRO-OESTE;2023-01-02 01:00:00;27131.83984375;3938.87011718;5.0;18.39299964;32526.95099999;-1432.84899999
S;SUL;2023-01-02 01:00:00;3344.34106445;225.04600524;1435.97302246;1.0;11226.73;-6220.37
NE;NORDESTE;2023-01-02 02:00:00;3445.24609375;677.25;10346.02832031;1.59399998;10871.09299999;3599.025
N;NORTE;2023-01-02 02:00:00;8640.39453125;928.56097412;227.75900268;0.0;6207.02899999;3589.686
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 02:00:00;41860.443;5833.63;11727.158;20.989;59442.22;0.0
SE;SUDESTE/CENTRO-OESTE;2023-01-02 02:00:00;26735.90625;3942.59008789;5.0;18.39500045;31521.123;-819.231
S;SUL;2023-01-02 02:00:00;3038.89501953;285.2290039;1148.37097167;1.0;10842.97499999;-6369.47999999
NE;NORDESTE;2023-01-02 03:00:00;3350.12109375;675.8920288;10089.36425781;1.48599994;10704.337;3412.526
N;NORTE;2023-01-02 03:00:00;8734.81835937;942.83001708;207.33000183;0.0;6118.58699999;3766.391
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 03:00:00;41213.247;5928.903;11195.04;20.863;58358.05;0.0
SE;SUDESTE/CENTRO-OESTE;2023-01-02 03:00:00;26292.31835937;3945.75;5.0;18.3770008;30986.82099999;-725.37599999
S;SUL;2023-01-02 03:00:00;2835.98999023;364.43099975;893.3460083;1.0;10548.308;-6453.541
NE;NORDESTE;2023-01-02 04:00:00;3294.61889648;678.31896972;9333.53417968;1.44099998;10582.59499999;2725.318
N;NORTE;2023-01-02 04:00:00;8647.20410156;962.41699218;193.18800354;0.0;6040.78899999;3762.02
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 04:00:00;41581.874;5970.593;10365.32;20.83;57938.62;0.0
SE;SUDESTE/CENTRO-OESTE;2023-01-02 04:00:00;26344.3515625;3930.45800781;4.0;18.38899993;30900.032;-602.83399999
S;SUL;2023-01-02 04:00:00;3295.69995117;399.39898681;834.59802246;1.0;10415.20099999;-5884.504
NE;NORDESTE;2023-01-02 05:00:00;3286.07104492;679.38897705;8779.85058593;22.02799987;10031.256;2736.083
N;NORTE;2023-01-02 05:00:00;8635.56933593;990.64801025;165.59399414;0.0;5965.82799999;3825.983
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 05:00:00;41423.144;5998.175;9668.094;52.424;57141.84;0.0
SE;SUDESTE/CENTRO-OESTE;2023-01-02 05:00:00;26243.5859375;3923.07104492;4.0;29.3959999;30826.663;-626.611
S;SUL;2023-01-02 05:00:00;3257.91894531;405.06698608;718.64898681;1.0;10318.09;-5935.455
NE;NORDESTE;2023-01-02 06:00:00;3263.60498046;684.0079956;8008.47802734;839.77001953;9763.279;3032.582
N;NORTE;2023-01-02 06:00:00;8609.89160156;1044.72802734;119.9319992;1.0;5639.919;4135.633
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 06:00:00;41418.788;6058.206;8618.232;1224.857;57320.08;0.0
SE;SUDESTE/CENTRO-OESTE;2023-01-02 06:00:00;26352.90625;3926.48095703;4.0;383.08700561;31502.834;-836.36
S;SUL;2023-01-02 06:00:00;3192.38500976;402.98901367;485.82199096;1.0;10414.051;-6331.85499999
NE;NORDESTE;2023-01-02 07:00:00;3264.89990234;681.9210205;8076.86914062;2144.51489257;9889.56;4278.645
N;NORTE;2023-01-02 07:00:00;8646.01855468;1208.24096679;113.46800231;2.0;5545.28099999;4424.447
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 07:00:00;41699.379;6253.856;8571.588;3244.436;59505.72;263.54
SE;SUDESTE/CENTRO-OESTE;2023-01-02 07:00:00;26164.24414062;3955.37792968;4.0;1096.9210205;32999.64199999;-1779.098
S;SUL;2023-01-02 07:00:00;3624.21508789;408.31600952;377.25100708;1.0;11071.241;-6660.459
NE;NORDESTE;2023-01-02 08:00:00;3216.19702148;672.1619873;8671.14648437;2777.45507812;10308.074;5028.886
N;NORTE;2023-01-02 08:00:00;8602.87890625;1154.8630371;120.15200042;2.0;5692.69899999;4187.195
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 08:00:00;43126.669;6202.428;9312.979;4316.834;62568.51;390.4
SE;SUDESTE/CENTRO-OESTE;2023-01-02 08:00:00;26707.33007812;3969.68505859;5.0;1535.87902832;34781.517;-2563.623
S;SUL;2023-01-02 08:00:00;4600.26318359;405.71798706;516.68103027;1.5;11786.22399999;-6262.062
NE;NORDESTE;2023-01-02 09:00:00;3251.97094726;680.73901367;8354.27636718;2911.59594726;10206.23299999;4992.349
N;NORTE;2023-01-02 09:00:00;8637.12597656;1369.04797363;141.26899719;3.0;5683.438;4467.00499999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 09:00:00;43914.985;6487.795;9094.683;4663.207;63537.23;623.44
SE;SUDESTE/CENTRO-OESTE;2023-01-02 09:00:00;26832.62890625;4033.47998046;5.0;1745.61096191;35801.19399999;-3184.47399999
S;SUL;2023-01-02 09:00:00;5193.25878906;404.52801513;594.13800048;3.0;11846.36899999;-5651.444
NE;NORDESTE;2023-01-02 10:00:00;3244.48901367;685.60699462;7257.8071289;3038.75610351;10174.214;4052.445
N;NORTE;2023-01-02 10:00:00;9462.03125;1450.22399902;135.15400695;3.0;5717.034;5333.375
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 10:00:00;45543.871;6604.018;8125.53;5070.466;64444.32;899.57
SE;SUDESTE/CENTRO-OESTE;2023-01-02 10:00:00;27422.1953125;4064.81909179;5.0;2025.70996093;36661.88399999;-3144.16
S;SUL;2023-01-02 10:00:00;5415.15576171;403.36801147;727.56896972;3.0;11891.184;-5342.091
NE;NORDESTE;2023-01-02 11:00:00;3244.2758789;674.9500122;6273.00195312;3103.61596679;10188.32599999;3107.518
N;NORTE;2023-01-02 11:00:00;10928.10058593;1637.61096191;132.07600402;3.0;5715.343;6985.445
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 11:00:00;47058.039;6800.192;7008.522;5150.399;65102.5;914.65
SE;SUDESTE/CENTRO-OESTE;2023-01-02 11:00:00;27246.93164062;4085.41308593;5.0;2040.78295898;37244.462;-3866.335
S;SUL;2023-01-02 11:00:00;5638.73095703;402.21798706;598.44396972;3.0;11954.37099999;-5311.978
NE;NORDESTE;2023-01-02 12:00:00;3210.91699218;676.53497314;6143.72509765;3090.39990234;9989.77;3131.80699999
N;NORTE;2023-01-02 12:00:00;11143.44726562;1712.77600097;183.16200256;3.0;5762.098;7280.287
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 12:00:00;46840.126;6873.959;7250.939;5091.82;65084.87;971.97
SE;SUDESTE/CENTRO-OESTE;2023-01-02 12:00:00;27203.05664062;4082.95898437;5.0;1995.42004394;37689.203;-4402.768
S;SUL;2023-01-02 12:00:00;5282.70605468;401.68899536;919.05200195;3.0;11643.79899999;-5037.352
NE;NORDESTE;2023-01-02 13:00:00;3384.32495117;681.89801025;6671.03710937;3173.51611328;10420.611;3490.165
N;NORTE;2023-01-02 13:00:00;11979.83007812;1740.84399414;158.81199645;3.0;5974.06799999;7908.418
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 13:00:00;48750.707;6914.033;7822.317;4941.594;67456.7;971.95
SE;SUDESTE/CENTRO-OESTE;2023-01-02 13:00:00;27761.91601562;4084.76000976;6.0;1762.07800292;39054.559;-5439.805
S;SUL;2023-01-02 13:00:00;5624.63623046;406.53100585;986.46801757;3.0;12007.463;-4986.828
NE;NORDESTE;2023-01-02 14:00:00;3897.07104492;687.3460083;6911.63183593;2772.58203125;11074.27;3194.361
N;NORTE;2023-01-02 14:00:00;12419.3203125;1788.62304687;135.86900329;2.0;6197.156;8148.65599999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 14:00:00;51471.387;6964.197;8143.581;4356.377;69963.64;971.9
SE;SUDESTE/CENTRO-OESTE;2023-01-02 14:00:00;28240.66210937;4082.30004882;6.0;1579.79504394;40251.552;-6342.794
S;SUL;2023-01-02 14:00:00;6914.33300781;405.92800903;1090.07995605;2.0;12440.661;-4028.32
NE;NORDESTE;2023-01-02 15:00:00;4163.16503906;681.07000732;6602.27978515;2257.7380371;11325.619;2378.634
N;NORTE;2023-01-02 15:00:00;13206.24121093;1869.3149414;150.1349945;2.0;6330.13199999;8897.55899999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 15:00:00;54158.696;6994.972;7849.196;3536.488;71527.94;1011.41
SE;SUDESTE/CENTRO-OESTE;2023-01-02 15:00:00;29088.49023437;4041.14794921;6.5;1275.75;41197.776;-6785.887
S;SUL;2023-01-02 15:00:00;7700.79882812;403.43899536;1090.28100585;1.0;12674.41399999;-3478.89499999
NE;NORDESTE;2023-01-02 16:00:00;4807.65820312;678.21301269;6993.57080078;1500.32897949;11550.60299999;2429.168
N;NORTE;2023-01-02 16:00:00;13519.97558593;1918.2960205;142.89199829;1.0;6355.807;9226.357
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 16:00:00;56255.308;7013.999;8270.572;2475.26;72915.25;1099.89
SE;SUDESTE/CENTRO-OESTE;2023-01-02 16:00:00;29510.06054687;4011.59204101;7.0;972.93103027;41979.28999999;-7477.707
S;SUL;2023-01-02 16:00:00;8417.61425781;405.89801025;1127.10900878;1.0;13029.54899999;-3077.928
NE;NORDESTE;2023-01-02 17:00:00;4957.2109375;679.2869873;7012.15917968;722.35900878;11345.298;2025.718
N;NORTE;2023-01-02 17:00:00;13336.47070312;1922.46801757;176.22099304;0.0;6176.39699999;9258.763
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 17:00:00;56735.43;6992.122;8371.392;1306.389;72305.62;1099.71
SE;SUDESTE/CENTRO-OESTE;2023-01-02 17:00:00;30319.15429687;3982.79907226;7.0;583.03002929;41586.013;-6694.03
S;SUL;2023-01-02 17:00:00;8122.59423828;407.56799316;1176.01196289;1.0;13197.91299999;-3490.739
NE;NORDESTE;2023-01-02 18:00:00;5290.18115234;678.74102783;6999.88916015;109.65599822;11871.364;1207.103
N;NORTE;2023-01-02 18:00:00;13725.234375;1914.32495117;236.12800598;0.0;6158.26;9717.427
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 18:00:00;58684.134;6962.428;8469.269;138.233;73154.26;1099.81
SE;SUDESTE/CENTRO-OESTE;2023-01-02 18:00:00;31842.17578125;3964.11889648;7.0;27.57699966;42295.00999999;-6454.13899999
S;SUL;2023-01-02 18:00:00;7826.54394531;405.24301147;1226.25195312;1.0;12829.62099999;-3370.58199999
NE;NORDESTE;2023-01-02 19:00:00;5771.2211914;678.52502441;8316.77832031;13.33899974;12033.86099999;2746.002
N;NORTE;2023-01-02 19:00:00;14906.61132812;1914.37597656;261.22000122;0.0;6431.039;10651.168
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 19:00:00;62118.174;6967.982;9612.954;14.977;77614.31;1099.78
SE;SUDESTE/CENTRO-OESTE;2023-01-02 19:00:00;32167.61523437;3969.22412109;7.0;0.63800001;45292.648;-9148.17
S;SUL;2023-01-02 19:00:00;9272.72558593;405.85699462;1027.95605468;1.0;13856.758;-3149.219
NE;NORDESTE;2023-01-02 20:00:00;5862.11279296;685.15698242;9129.84570312;1.38300001;11920.64999999;3757.849
N;NORTE;2023-01-02 20:00:00;14946.53417968;1913.7869873;303.40100097;0.0;6584.601;10579.12099999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-01-02 20:00:00;62431.099;6940.308;10203.32;2.812;78477.77;1099.77
SE;SUDESTE/CENTRO-OESTE;2023-01-02 20:00:00;32021.62890625;3936.63793945;7.0;0.42899999;45280.91699999;-9315.222
S;SUL;2023-01-02 20:00:00;9600.82421875;404.72601318;763.07299804;1.0;14691.601;-3921.978
NE;NORDESTE;2023-01-02 21:00:00;5875.82080078;691.97998046;9526.83691406;2.1170001;12418.75299999;3678.002
