id_subsistema;nom_subsistema;ear_data;ear_max_subsistema;ear_verif_subsistema_mwmes;ear_verif_subsistema_percentual
SE;SUDESTE;2025-01-28;204615.328;124477.85;60.8351
S;SUL;2025-01-28;20459.242;12851.573;62.8155
NE;NORDESTE;2025-01-29;51691.226;35192.947;68.083
N;NORTE;2025-01-29;15302.396;11861.176;77.5119
SE;SUDESTE;2025-01-29;204615.328;125021.744;61.1009
S;SUL;2025-01-29;20459.242;12706.881;62.1083
NE;NORDESTE;2025-01-30;51691.226;35579.065;68.83
N;NORTE;2025-01-30;15302.396;12078.462;78.9318
SE;SUDESTE;2025-01-30;204615.328;125881.922;61.5213
S;SUL;2025-01-30;20459.242;12599.248;61.5822
NE;NORDESTE;2025-01-31;51691.226;35989.994;69.625
N;NORTE;2025-01-31;15302.396;12292.105;80.328
SE;SUDESTE;2025-01-31;204615.328;126923.085;62.0301
S;SUL;2025-01-31;20459.242;12530.127;61.2443
NE;NORDESTE;2025-02-01;51691.226;36432.161;70.4804
N;NORTE;2025-02-01;15302.396;12500.429;81.6894
SE;SUDESTE;2025-02-01;204615.328;128259.317;62.6831
S;SUL;2025-02-01;20459.242;12550.69;61.3448
NE;NORDESTE;2025-02-02;51691.226;36894.633;71.375
N;NORTE;2025-02-02;15302.396;12703.421;83.0159
SE;SUDESTE;2025-02-02;204615.328;130007.425;63.5375
S;SUL;2025-02-02;20459.242;12581.351;61.4947
NE;NORDESTE;2025-02-03;51691.226;37317.767;72.1936
N;NORTE;2025-02-03;15302.396;12878.042;84.157
SE;SUDESTE;2025-02-03;204615.328;131637.097;64.3339
S;SUL;2025-02-03;20459.242;12538.352;61.2845
NE;NORDESTE;2025-02-04;51691.226;37725.383;72.9822
N;NORTE;2025-02-04;15302.396;13060.441;85.349
SE;SUDESTE;2025-02-04;204615.328;132992.441;64.9963
S;SUL;2025-02-04;20459.242;12491.796;61.057
NE;NORDESTE;2025-02-05;51691.226;38091.788;73.691
N;NORTE;2025-02-05;15302.396;13222.085;86.4053
SE;SUDESTE;2025-02-05;204615.328;134243.267;65.6076
S;SUL;2025-02-05;20459.242;12440.515;60.8063
NE;NORDESTE;2025-02-06;51691.226;38443.86;74.3721
N;NORTE;2025-02-06;15302.396;13331.608;87.121
SE;SUDESTE;2025-02-06;204615.328;135336.456;66.1419
S;SUL;2025-02-06;20459.242;12372.396;60.4734
NE;NORDESTE;2025-02-07;51691.226;38749.38;74.9632
N;NORTE;2025-02-07;15302.396;13431.868;87.7762
SE;SUDESTE;2025-02-07;204615.328;136130.78;66.5301
S;SUL;2025-02-07;20459.242;12275.682;60.0007
NE;NORDESTE;2025-02-08;51691.226;39060.427;75.5649
N;NORTE;2025-02-08;15302.396;13552.061;88.5617
SE;SUDESTE;2025-02-08;204615.328;136966.998;66.9388
S;SUL;2025-02-08;20459.242;12287.265;60.0573
NE;NORDESTE;2025-02-09;51691.226;39278.182;75.9862
N;NORTE;2025-02-09;15302.396;13710.715;89.5985
SE;SUDESTE;2025-02-09;204615.328;137576.426;67.2366
S;SUL;2025-02-09;20459.242;12308.25;60.1599
NE;NORDESTE;2025-02-10;51691.226;39521.175;76.4563
N;NORTE;2025-02-10;15302.396;13833.228;90.3991
SE;SUDESTE;2025-02-10;204615.328;137823.365;67.3573
S;SUL;2025-02-10;20459.242;12199.433;59.628
NE;NORDESTE;2025-02-11;51691.226;39745.15;76.8895
N;NORTE;2025-02-11;15302.396;13875.629;90.6762
SE;SUDESTE;2025-02-11;204615.328;138124.975;67.5047
S;SUL;2025-02-11;20459.242;12062.791;58.9601
NE;NORDESTE;2025-02-12;51691.226;39848.964;77.0904
N;NORTE;2025-02-12;15302.396;13896.569;90.813
SE;SUDESTE;2025-02-12;204615.328;138271.511;67.5763
S;SUL;2025-02-12;20459.242;11912.589;58.226
NE;NORDESTE;2025-02-13;51691.226;39998.498;77.3797
N;NORTE;2025-02-13;15302.396;13887.429;90.7533
SE;SUDESTE;2025-02-13;204615.328;138402.354;67.6403
S;SUL;2025-02-13;20459.242;11787.138;57.6128
NE;NORDESTE;2025-02-14;51691.226;40121.276;77.6172
N;NORTE;2025-02-14;15302.396;13902.053;90.8489
SE;SUDESTE;2025-02-14;204615.328;138803.737;67.8364
S;SUL;2025-02-14;20459.242;11728.037;57.3239
NE;NORDESTE;2025-02-15;51691.226;40270.526;77.9059
N;NORTE;2025-02-15;15302.396;13903.549;90.8586
SE;SUDESTE;2025-02-15;204615.328;139346.369;68.1016
S;SUL;2025-02-15;20459.242;11727.815;57.3228
NE;NORDESTE;2025-02-16;51691.226;40439.665;78.2331
N;NORTE;2025-02-16;15302.396;13918.641;90.9573
SE;SUDESTE;2025-02-16;204615.328;139853.321;68.3494
S;SUL;2025-02-16;20459.242;11718.681;57.2782
NE;NORDESTE;2025-02-17;51691.226;40574.107;78.4932
N;NORTE;2025-02-17;15302.396;13950.501;91.1655
SE;SUDESTE;2025-02-17;204615.328;140051.756;68.4464
S;SUL;2025-02-17;20459.242;11688.18;57.1291
NE;NORDESTE;2025-02-18;51691.226;40695.275;78.7276
N;NORTE;2025-02-18;15302.396;13934.482;91.0608
SE;SUDESTE;2025-02-18;204615.328;140242.881;68.5398
S;SUL;2025-02-18;20459.242;11691.141;57.1436
NE;NORDESTE;2025-02-19;51691.226;40858.589;79.0436
N;NORTE;2025-02-19;15302.396;13942.028;91.1101
SE;SUDESTE;2025-02-19;204615.328;140389.547;68.6115
S;SUL;2025-02-19;20459.242;11729.225;57.3297
NE;NORDESTE;2025-02-20;51691.226;40973.517;79.2659
N;NORTE;2025-02-20;15302.396;13955.26;91.1966
SE;SUDESTE;2025-02-20;204615.328;140365.325;68.5996
S;SUL;2025-02-20;20459.242;11731.877;57.3427
NE;NORDESTE;2025-02-21;51691.226;41075.897;79.464
N;NORTE;2025-02-21;15302.396;13995.667;91.4606
SE;SUDESTE;2025-02-21;204615.328;140311.376;68.5732
S;SUL;2025-02-21;20459.242;11708.642;57.2291
NE;NORDESTE;2025-02-22;51691.226;41216.895;79.7367
N;NORTE;2025-02-22;15302.396;14026.32;91.6609
SE;SUDESTE;2025-02-22;204615.328;140603.7;68.7161
S;SUL;2025-02-22;20459.242;11697.019;57.1723
NE;NORDESTE;2025-02-23;51691.226;41356.12;80.0061
N;NORTE;2025-02-23;15302.396;14048.269;91.8044
SE;SUDESTE;2025-02-23;204615.328;140923.19;68.8723
S;SUL;2025-02-23;20459.242;11724.566;57.3069
NE;NORDESTE;2025-02-24;51691.226;41394.871;80.081
N;NORTE;2025-02-24;15302.396;14041.246;91.7585
SE;SUDESTE;2025-02-24;204615.328;140821.982;68.8228
S;SUL;2025-02-24;20459.242;11624.564;56.8182
NE;NORDESTE;2025-02-25;51691.226;41394.054;80.0795
N;NORTE;2025-02-25;15302.396;14051.141;91.8231
SE;SUDESTE;2025-02-25;204615.328;140790.281;68.8073
S;SUL;2025-02-25;20459.242;11451.114;55.9704
NE;NORDESTE;2025-02-26;51691.226;41403.505;80.0977
N;NORTE;2025-02-26;15302.396;14069.525;91.9433
SE;SUDESTE;2025-02-26;204615.328;140756.41;68.7907
S;SUL;2025-02-26;20459.242;11275.88;55.1139
NE;NORDESTE;2025-02-27;51691.226;41448.091;80.184
N;NORTE;2025-02-27;15302.396;14134.606;92.3686
SE;SUDESTE;2025-02-27;204615.328;140773.511;68.7991
S;SUL;2025-02-27;20459.242;11123.634;54.3697
NE;NORDESTE;2025-02-28;51691.226;41393.168;80.0777
N;NORTE;2025-02-28;15302.396;14154.596;92.4992
SE;SUDESTE;2025-02-28;204615.328;140666.292;68.7467
S;SUL;2025-02-28;20459.242;10995.662;53.7442
NE;NORDESTE;2025-03-01;51691.226;41354.122;80.0022
N;NORTE;2025-03-01;15302.396;14153.041;92.4891
SE;SUDESTE;2025-03-01;204615.328;140845.738;68.8344
S;SUL;2025-03-01;20459.242;10963.597;53.5875
NE;NORDESTE;2025-03-02;51691.226;41306.521;79.9101
N;NORTE;2025-03-02;15302.396;14195.743;92.7681
SE;SUDESTE;2025-03-02;204615.328;140973.613;68.8969
S;SUL;2025-03-02;20459.242;10954.938;53.5452
NE;NORDESTE;2025-03-03;51691.226;41272.319;79.844
N;NORTE;2025-03-03;15302.396;14279.267;93.3139
SE;SUDESTE;2025-03-03;204615.328;140979.499;68.8998
S;SUL;2025-03-03;20459.242;10844.346;53.0046
NE;NORDESTE;2025-03-04;51691.226;41262.074;79.8241
N;NORTE;2025-03-04;15302.396;14342.53;93.7273
SE;SUDESTE;2025-03-04;204615.328;140925.519;68.8734
S;SUL;2025-03-04;20459.242;10726.276;52.4275
NE;NORDESTE;2025-03-05;51691.226;41201.353;79.7067
N;NORTE;2025-03-05;15302.396;14404.753;94.134
SE;SUDESTE;2025-03-05;204615.328;140719.244;68.7726
S;SUL;2025-03-05;20459.242;10558.134;51.6057
NE;NORDESTE;2025-03-06;51691.226;41185.523;79.676
N;NORTE;2025-03-06;15302.396;14447.737;94.4149
SE;SUDESTE;2025-03-06;204615.328;140505.963;68.6683
S;SUL;2025-03-06;20459.242;10380.295;50.7365
NE;NORDESTE;2025-03-07;51691.226;41124.696;79.5584
N;NORTE;2025-03-07;15302.396;14452.982;94.4491
SE;SUDESTE;2025-03-07;204615.328;140135.564;68.4873
S;SUL;2025-03-07;20459.242;10189.815;49.8054
NE;NORDESTE;2025-03-08;51691.226;41079.678;79.4713
N;NORTE;2025-03-08;15302.396;14445.074;94.3975
SE;SUDESTE;2025-03-08;204615.328;140061.737;68.4512
S;SUL;2025-03-08;20459.242;10033.421;49.041
NE;NORDESTE;2025-03-09;51691.226;41041.02;79.3965
N;NORTE;2025-03-09;15302.396;14419.709;94.2317
SE;SUDESTE;2025-03-09;204615.328;139966.015;68.4045
S;SUL;2025-03-09;20459.242;9940.546;48.5871
NE;NORDESTE;2025-03-10;51691.226;41007.541;79.3317
N;NORTE;2025-03-10;15302.396;14363.585;93.8649
SE;SUDESTE;2025-03-10;204615.328;139575.26;68.2135
S;SUL;2025-03-10;20459.242;9760.229;47.7057
NE;NORDESTE;2025-03-11;51691.226;40972.76;79.2644
N;NORTE;2025-03-11;15302.396;14366.279;93.8825
SE;SUDESTE;2025-03-11;204615.328;139231.471;68.0455
S;SUL;2025-03-11;20459.242;9617.158;47.0064
NE;NORDESTE;2025-03-12;51691.226;40927.21;79.1763
N;NORTE;2025-03-12;15302.396;14376.302;93.948
SE;SUDESTE;2025-03-12;204615.328;138996.232;67.9305
S;SUL;2025-03-12;20459.242;9516.399;46.5139
NE;NORDESTE;2025-03-13;51691.226;40877.824;79.0808
N;NORTE;2025-03-13;15302.396;14357.782;93.827
SE;SUDESTE;2025-03-13;204615.328;138797.717;67.8335
S;SUL;2025-03-13;20459.242;9378.179;45.8384
NE;NORDESTE;2025-03-14;51691.226;40826.901;78.9823
N;NORTE;2025-03-14;15302.396;14312.365;93.5302
SE;SUDESTE;2025-03-14;204615.328;138470.568;67.6736
S;SUL;2025-03-14;20459.242;9271.732;45.3181
NE;NORDESTE;2025-03-15;51691.226;40798.667;78.9276
N;NORTE;2025-03-15;15302.396;14309.557;93.5119
SE;SUDESTE;2025-03-15;204615.328;138486.524;67.6814
S;SUL;2025-03-15;20459.242;9203.088;44.9825
NE;NORDESTE;2025-03-16;51691.226;40767.033;78.8664
N;NORTE;2025-03-16;15302.396;14328.491;93.6356
SE;SUDESTE;2025-03-16;204615.328;138602.98;67.7383
S;SUL;2025-03-16;20459.242;9144.694;44.6971
NE;NORDESTE;2025-03-17;51691.226;40683.442;78.7047
N;NORTE;2025-03-17;15302.396;14382.276;93.9871
SE;SUDESTE;2025-03-17;204615.328;138510.007;67.6929
S;SUL;2025-03-17;20459.242;9033.551;44.1539
NE;NORDESTE;2025-03-18;51691.226;40636.644;78.6142
N;NORTE;2025-03-18;15302.396;14431.132;94.3064
SE;SUDESTE;2025-03-18;204615.328;138348.785;67.6141
S;SUL;2025-03-18;20459.242;8923.516;43.6161
NE;NORDESTE;2025-03-19;51691.226;40572.864;78.4908
N;NORTE;2025-03-19;15302.396;14397.747;94.0882
SE;SUDESTE;2025-03-19;204615.328;138512.42;67.6941
S;SUL;2025-03-19;20459.242;8849.221;43.2529
NE;NORDESTE;2025-03-20;51691.226;40522.994;78.3943
N;NORTE;2025-03-20;15302.396;14402.16;94.117
SE;SUDESTE;2025-03-20;204615.328;138463.13;67.67
S;SUL;2025-03-20;20459.242;8777.377;42.9018
NE;NORDESTE;2025-03-21;51691.226;40475.109;78.3017
N;NORTE;2025-03-21;15302.396;14444.976;94.3968
SE;SUDESTE;2025-03-21;204615.328;138377.191;67.628
S;SUL;2025-03-21;20459.242;8695.877;42.5034
NE;NORDESTE;2025-03-22;51691.226;40435.66;78.2254
N;NORTE;2025-03-22;15302.396;14424.214;94.2611
SE;SUDESTE;2025-03-22;204615.328;138612.777;67.7431
S;SUL;2025-03-22;20459.242;8613.633;42.1014
NE;NORDESTE;2025-03-23;51691.226;40420.489;78.196
N;NORTE;2025-03-23;15302.396;14405.936;94.1417
SE;SUDESTE;2025-03-23;204615.328;138847.007;67.8576
S;SUL;2025-03-23;20459.242;8565.521;41.8663
NE;NORDESTE;2025-03-24;51691.226;40297.318;77.9578
N;NORTE;2025-03-24;15302.396;14407.571;94.1524
SE;SUDESTE;2025-03-24;204615.328;139034.318;67.9491
S;SUL;2025-03-24;20459.242;8438.767;41.2467
NE;NORDESTE;2025-03-25;51691.226;40374.856;78.1078
N;NORTE;2025-03-25;15302.396;14419.654;94.2313
SE;SUDESTE;2025-03-25;204615.328;139116.254;67.9892
S;SUL;2025-03-25;20459.242;8315.691;40.6452
NE;NORDESTE;2025-03-26;51691.226;40339.928;78.0402
N;NORTE;2025-03-26;15302.396;14408.399;94.1578
SE;SUDESTE;2025-03-26;204615.328;139412.46;68.1339
S;SUL;2025-03-26;20459.242;8211.485;40.1358
NE;NORDESTE;2025-03-27;51691.226;40301.902;77.9666
N;NORTE;2025-03-27;15302.396;14425.79;94.2714
SE;SUDESTE;2025-03-27;204615.328;139591.298;68.2213
S;SUL;2025-03-27;20459.242;8139.548;39.7842
NE;NORDESTE;2025-03-28;51691.226;40276.788;77.918
N;NORTE;2025-03-28;15302.396;14440.309;94.3663
SE;SUDESTE;2025-03-28;204615.328;139649.621;68.2498
S;SUL;2025-03-28;20459.242;8091.533;39.5495
NE;NORDESTE;2025-03-29;51691.226;40245.503;77.8575
N;NORTE;2025-03-29;15302.396;14515.523;94.8578
SE;SUDESTE;2025-03-29;204615.328;139790.226;68.3186
S;SUL;2025-03-29;20459.242;8100.653;39.5941
NE;NORDESTE;2025-03-30;51691.226;40218.823;77.8059
N;NORTE;2025-03-30;15302.396;14594.021;95.3708
SE;SUDESTE;2025-03-30;204615.328;140002.201;68.4221
S;SUL;2025-03-30;20459.242;8149.503;39.8329
NE;NORDESTE;2025-03-31;51691.226;40197.513;77.7647
N;NORTE;2025-03-31;15302.396;14663.991;95.8281
SE;SUDESTE;2025-03-31;204615.328;140051.971;68.4465
S;SUL;2025-03-31;20459.242;8077.699;39.4819
NE;NORDESTE;2025-04-01;51691.226;40162.097;77.6962
N;NORTE;2025-04-01;15302.396;14718.609;96.185
SE;SUDESTE;2025-04-01;204615.328;140170.532;68.5044
S;SUL;2025-04-01;20459.242;8008.72;39.1448
NE;NORDESTE;2025-04-02;51691.226;40107.513;77.5906
N;NORTE;2025-04-02;15302.396;14646.87;95.7162
SE;SUDESTE;2025-04-02;204615.328;140034.471;68.4379
S;SUL;2025-04-02;20459.242;7934.834;38.7836
NE;NORDESTE;2025-04-03;51691.226;40012.071;77.4059
N;NORTE;2025-04-03;15302.396;14614.114;95.5021
SE;SUDESTE;2025-04-03;204615.328;139949.349;68.3963
S;SUL;2025-04-03;20459.242;7907.994;38.6524
NE;NORDESTE;2025-04-04;51691.226;39949.124;77.2841
N;NORTE;2025-04-04;15302.396;14640.824;95.6767
SE;SUDESTE;2025-04-04;204615.328;139967.586;68.4052
S;SUL;2025-04-04;20459.242;7921.367;38.7178
NE;NORDESTE;2025-04-05;51691.226;39875.766;77.1422
N;NORTE;2025-04-05;15302.396;14674.022;95.8936
SE;SUDESTE;2025-04-05;204615.328;140332.306;68.5835
S;SUL;2025-04-05;20459.242;7955.243;38.8834
NE;NORDESTE;2025-04-06;51691.226;39823.134;77.0404
N;NORTE;2025-04-06;15302.396;14698.69;96.0548
SE;SUDESTE;2025-04-06;204615.328;140603.274;68.7159
S;SUL;2025-04-06;20459.242;7997.419;39.0895
NE;NORDESTE;2025-04-07;51691.226;39813.279;77.0213
N;NORTE;2025-04-07;15302.396;14688.698;95.9895
SE;SUDESTE;2025-04-07;204615.328;140565.391;68.6974
S;SUL;2025-04-07;20459.242;7973.246;38.9714
NE;NORDESTE;2025-04-08;51691.226;39808.512;77.0121
N;NORTE;2025-04-08;15302.396;14647.711;95.7217
SE;SUDESTE;2025-04-08;204615.328;140441.4;68.6368
S;SUL;2025-04-08;20459.242;7977.21;38.9907
NE;NORDESTE;2025-04-09;51691.226;39794.634;76.9853
N;NORTE;2025-04-09;15302.396;14625.257;95.5749
SE;SUDESTE;2025-04-09;204615.328;140439.496;68.6359
S;SUL;2025-04-09;20459.242;7997.867;39.0917
NE;NORDESTE;2025-04-10;51691.226;39766.962;76.9317
N;NORTE;2025-04-10;15302.396;14598.381;95.3993
SE;SUDESTE;2025-04-10;204615.328;140399.701;68.6164
S;SUL;2025-04-10;20459.242;8009.837;39.1502
NE;NORDESTE;2025-04-11;51691.226;39743.042;76.8855
N;NORTE;2025-04-11;15302.396;14587.96;95.3312
SE;SUDESTE;2025-04-11;204615.328;140271.684;68.5538
S;SUL;2025-04-11;20459.242;8027.503;39.2366
NE;NORDESTE;2025-04-12;51691.226;39729.002;76.8583
N;NORTE;2025-04-12;15302.396;14672.041;95.8807
SE;SUDESTE;2025-04-12;204615.328;140235.004;68.5359
S;SUL;2025-04-12;20459.242;8072.489;39.4564
NE;NORDESTE;2025-04-13;51691.226;39729.175;76.8586
N;NORTE;2025-04-13;15302.396;14776.432;96.5629
SE;SUDESTE;2025-04-13;204615.328;140392.792;68.613
S;SUL;2025-04-13;20459.242;8200.138;40.0804
NE;NORDESTE;2025-04-14;51691.226;39749.356;76.8977
N;NORTE;2025-04-14;15302.396;14792.8;96.6698
SE;SUDESTE;2025-04-14;204615.328;140361.013;68.5975
S;SUL;2025-04-14;20459.242;8290.466;40.5219
NE;NORDESTE;2025-04-15;51691.226;39766.563;76.931
N;NORTE;2025-04-15;15302.396;14771.184;96.5286
SE;SUDESTE;2025-04-15;204615.328;140326.305;68.5805
S;SUL;2025-04-15;20459.242;8338.901;40.7586
NE;NORDESTE;2025-04-16;51691.226;39780.618;76.9582
N;NORTE;2025-04-16;15302.396;14753.704;96.4143
SE;SUDESTE;2025-04-16;204615.328;140587.765;68.7083
S;SUL;2025-04-16;20459.242;8373.336;40.9269
NE;NORDESTE;2025-04-17;51691.226;39810.945;77.0168
N;NORTE;2025-04-17;15302.396;14787.956;96.6382
SE;SUDESTE;2025-04-17;204615.328;140776.226;68.8004
S;SUL;2025-04-17;20459.242;8381.455;40.9666
NE;NORDESTE;2025-04-18;51691.226;39839.421;77.0719
N;NORTE;2025-04-18;15302.396;14831.817;96.9248
SE;SUDESTE;2025-04-18;204615.328;141219.118;69.0169
S;SUL;2025-04-18;20459.242;8452.654;41.3146
NE;NORDESTE;2025-04-19;51691.226;39856.018;77.104
N;NORTE;2025-04-19;15302.396;14827.443;96.8962
SE;SUDESTE;2025-04-19;204615.328;141559.829;69.1834
S;SUL;2025-04-19;20459.242;8514.22;41.6155
NE;NORDESTE;2025-04-20;51691.226;39836.291;77.0659
N;NORTE;2025-04-20;15302.396;14810.926;96.7883
SE;SUDESTE;2025-04-20;204615.328;141779.491;69.2907
S;SUL;2025-04-20;20459.242;8589.563;41.9838
NE;NORDESTE;2025-04-21;51691.226;39822.547;77.0393
N;NORTE;2025-04-21;15302.396;14813.138;96.8027
SE;SUDESTE;2025-04-21;204615.328;141930.877;69.3647
S;SUL;2025-04-21;20459.242;8641.779;42.239
NE;NORDESTE;2025-04-22;51691.226;39755.648;76.9099
N;NORTE;2025-04-22;15302.396;14807.614;96.7666
SE;SUDESTE;2025-04-22;204615.328;142006.467;69.4017
S;SUL;2025-04-22;20459.242;8630.943;42.186
NE;NORDESTE;2025-04-23;51691.226;39723.752;76.8482
N;NORTE;2025-04-23;15302.396;14810.491;96.7854
SE;SUDESTE;2025-04-23;204615.328;142050.642;69.4233
S;SUL;2025-04-23;20459.242;8568.482;41.8807
NE;NORDESTE;2025-04-24;51691.226;39726.371;76.8532
N;NORTE;2025-04-24;15302.396;14822.48;96.8638
SE;SUDESTE;2025-04-24;204615.328;142253.828;69.5226
S;SUL;2025-04-24;20459.242;8482.006;41.4581
NE;NORDESTE;2025-04-25;51691.226;39722.112;76.845
N;NORTE;2025-04-25;15302.396;14845.716;97.0156
SE;SUDESTE;2025-04-25;204615.328;142534.118;69.6596
S;SUL;2025-04-25;20459.242;8414.727;41.1292
