id_subsistema;nom_subsistema;ena_data;ena_bruta_regiao_mwmed;ena_bruta_regiao_percentualmlt;ena_armazenavel_regiao_mwmed;ena_armazenavel_regiao_percentualmlt
SE;SUDESTE;2024-03-22;42268.49609375;61.19100189;41029.421875;59.39720154
N;NORTE;2024-03-23;18008.31640625;66.79329681;12119.59375;44.95190048
NE;NORDESTE;2024-03-23;6669.29003906;47.14070129;6657.13476563;47.05479813
S;SUL;2024-03-23;8768.44921875;124.09359741;8560.125;121.145401
SE;SUDESTE;2024-03-23;43794.54296875;63.40019989;41654.40234375;60.30199814
N;NORTE;2024-03-24;18215.421875;67.56150055;11945.26464844;44.30530167
NE;NORDESTE;2024-03-24;6512.52490234;46.03269958;6493.22021484;45.89619827
S;SUL;2024-03-24;7698.00585938;108.94439697;7376.66113281;104.39659882
SE;SUDESTE;2024-03-24;45951.57421875;66.52290344;41684.37109375;60.34540176
N;NORTE;2024-03-25;18615.72070313;69.04620361;12170.95703125;45.14239883
NE;NORDESTE;2024-03-25;6328.9609375;44.73519897;6310.37109375;44.60380173
S;SUL;2024-03-25;6960.26123047;98.50360107;6860.04394531;97.08529663
SE;SUDESTE;2024-03-25;47246.64453125;68.39779663;45617.41015625;66.03919983
N;NORTE;2024-03-26;19521.2109375;72.40470123;13108.23828125;48.61880112
NE;NORDESTE;2024-03-26;6143.08691406;43.42129898;6143.08691406;43.42129898
S;SUL;2024-03-26;6368.62792969;90.13069916;6234.50878906;88.23259735
SE;SUDESTE;2024-03-26;48566.71875;70.30879974;46982.4765625;68.01529694
N;NORTE;2024-03-27;20025.4765625;74.27500153;14292.32617188;53.01060104
NE;NORDESTE;2024-03-27;6033.30175781;42.64530182;6033.30175781;42.64530182
S;SUL;2024-03-27;5876.12207031;83.16059875;5659.81201172;80.09929657
SE;SUDESTE;2024-03-27;50191.375;72.66079712;48317.8046875;69.94850159
N;NORTE;2024-03-28;20004.11914063;74.19580078;14969.71386719;55.52299881
NE;NORDESTE;2024-03-28;5955.96777344;42.09870148;5938.80810547;41.97740173
S;SUL;2024-03-28;5389.55322266;76.27449799;5177.03515625;73.26689911
SE;SUDESTE;2024-03-28;52401.23046875;75.85990143;49371.4375;71.47380066
N;NORTE;2024-03-29;19966.52539063;74.0562973;14796.29589844;54.87979889
NE;NORDESTE;2024-03-29;5975.08105469;42.23379898;5960.06591797;42.12770081
S;SUL;2024-03-29;5091.83105469;72.06109619;4830.8671875;68.36779785
SE;SUDESTE;2024-03-29;54679.48046875;79.15809631;50449.28125;73.03410339
N;NORTE;2024-03-30;19794.0859375;73.41680145;13134.75878906;48.71720123
NE;NORDESTE;2024-03-30;6276.90917969;44.36719894;6271.90380859;44.33190155
S;SUL;2024-03-30;5006.02099609;70.84670258;4870.52197266;68.92900085
SE;SUDESTE;2024-03-30;56785.8046875;82.20739746;53616.4453125;77.61920166
N;NORTE;2024-03-31;19594.84570313;72.67780304;12357.70214844;45.83499908
NE;NORDESTE;2024-03-31;6319.59619141;44.66899872;6311.01611328;44.60829926
S;SUL;2024-03-31;5085.48681641;71.97129822;4864.50390625;68.84390259
SE;SUDESTE;2024-03-31;58470.69140625;84.64649963;54139.54296875;78.37640381
N;NORTE;2024-04-01;19517.27539063;71.85929871;13266.94921875;48.84669876
NE;NORDESTE;2024-04-01;6296.14111328;54.99829865;6296.14111328;54.99829865
S;SUL;2024-04-01;4930.89990234;75.33869934;4792.27294922;73.22059631
SE;SUDESTE;2024-04-01;58780.65234375;107.5039978;56277.484375;102.9260025
N;NORTE;2024-04-02;19328.11132813;71.16280365;13472.99121094;49.6053009
NE;NORDESTE;2024-04-02;6511.56689453;56.88010025;6511.56689453;56.88010025
S;SUL;2024-04-02;4749.14501953;72.56169891;4563.24707031;69.7213974
SE;SUDESTE;2024-04-02;58618.07421875;107.20670319;56548.44140625;103.42150116
N;NORTE;2024-04-03;19398.859375;71.4233017;13427.40136719;49.43740082
NE;NORDESTE;2024-04-03;7258.43798828;63.40420151;7245.56787109;63.29169846
S;SUL;2024-04-03;4628.98486328;70.72579956;4406.70507813;67.32959747
SE;SUDESTE;2024-04-03;57824.34375;105.75499725;55992.6875;102.40509796
N;NORTE;2024-04-04;19648.765625;72.34339905;13765.16894531;50.68099976
NE;NORDESTE;2024-04-04;7973.49902344;69.65039825;7966.34912109;69.58789825
S;SUL;2024-04-04;4402.55712891;67.2661972;4176.50195313;63.81230164
SE;SUDESTE;2024-04-04;57469.65625;105.10630035;55721.66015625;101.90940094
N;NORTE;2024-04-05;19745.4140625;72.69930267;13959.69921875;51.39730072
NE;NORDESTE;2024-04-05;8916.75683594;77.88999939;8904.6015625;77.78379822
S;SUL;2024-04-05;4273.64306641;65.29650116;4044.18505859;61.79069901
SE;SUDESTE;2024-04-05;56647.90234375;103.60340118;54776.72265625;100.18119812
N;NORTE;2024-04-06;19973.37695313;73.53859711;14145.61425781;52.08179855
NE;NORDESTE;2024-04-06;9485.1328125;82.85489655;9389.57128906;82.02010345
S;SUL;2024-04-06;4134.48193359;63.17029953;3921.83398438;59.92129898
SE;SUDESTE;2024-04-06;56040.5859375;102.49269867;53629.359375;98.08280182
N;NORTE;2024-04-07;20257.64257813;74.58519745;14444.984375;53.18399811
NE;NORDESTE;2024-04-07;9877.078125;86.2786026;9760.38964844;85.25930023
S;SUL;2024-04-07;4662.18896484;71.23310089;4410.26611328;67.38400269
SE;SUDESTE;2024-04-07;54497.2734375;99.67009735;51322.76171875;93.86430359
N;NORTE;2024-04-08;20539.87109375;75.6242981;14289.62109375;52.61199951
NE;NORDESTE;2024-04-08;9891.19335938;86.40190125;9816.43652344;85.74890137
S;SUL;2024-04-08;4839.26123047;73.93849945;4731.01806641;72.28469849
SE;SUDESTE;2024-04-08;53459.80078125;97.77269745;50961.72265625;93.20400238
N;NORTE;2024-04-09;20630.46289063;75.957901;13525.56347656;49.79880142
NE;NORDESTE;2024-04-09;9322.52148438;81.43440247;9240.03027344;80.71379852
S;SUL;2024-04-09;4892.96191406;74.75900269;4758.77099609;72.70880127
SE;SUDESTE;2024-04-09;51943.546875;94.99960327;49593.2578125;90.70120239
N;NORTE;2024-04-10;20700.65234375;76.21630096;12832.11328125;47.24570084
NE;NORDESTE;2024-04-10;8749.12890625;76.42569733;8666.63769531;75.70510101
S;SUL;2024-04-10;4755.45703125;72.65809631;4581.68408203;70.00309753
SE;SUDESTE;2024-04-10;50566.359375;92.48090363;48053.9140625;87.8859024
N;NORTE;2024-04-11;21018.41796875;77.38629913;12893.39453125;47.47129822
NE;NORDESTE;2024-04-11;8547.30566406;74.66269684;8457.66503906;73.87969971
S;SUL;2024-04-11;4515.36181641;68.98970032;4274.18896484;65.30490112
SE;SUDESTE;2024-04-11;49286.5859375;90.14029694;46411.44921875;84.88200378
N;NORTE;2024-04-12;21336.89648438;78.55879974;13122.18457031;48.31370163
NE;NORDESTE;2024-04-12;8513.28417969;74.3655014;8412.203125;73.48259735
S;SUL;2024-04-12;4456.62597656;68.09230042;4258.10986328;65.05919647
SE;SUDESTE;2024-04-12;48342.171875;88.4131012;45855.171875;83.86460114
N;NORTE;2024-04-13;21722.42773438;79.978302;13512.84570313;49.7519989
NE;NORDESTE;2024-04-13;8466.98046875;73.96109772;8367.70703125;73.09390259
S;SUL;2024-04-13;5400.59619141;82.51509857;5323.90820313;81.34339905
SE;SUDESTE;2024-04-13;47418.43359375;86.72360229;44219.890625;80.87380219
N;NORTE;2024-04-14;21926.9296875;80.73120117;13327.00097656;49.06779861
NE;NORDESTE;2024-04-14;8496.33789063;74.21749878;8399.08886719;73.36799622
S;SUL;2024-04-14;9161.07519531;139.97109985;8884.125;135.73959351
SE;SUDESTE;2024-04-14;46608.62890625;85.24259949;42241.91015625;77.25630188
N;NORTE;2024-04-15;22201.00390625;81.74030304;13085.66601563;48.17919922
NE;NORDESTE;2024-04-15;8908.07128906;77.81410217;8836.55273438;77.18939972
S;SUL;2024-04-15;11334.59375;173.17999268;10707.23144531;163.59460449
SE;SUDESTE;2024-04-15;45874.50390625;83.90000153;42970.28125;78.58840179
N;NORTE;2024-04-16;22703.34960938;83.58989716;13554.68359375;49.90610123
NE;NORDESTE;2024-04-16;8968.23730469;78.33969879;8968.23730469;78.33969879
S;SUL;2024-04-16;13453.28515625;205.55130005;12377.33300781;189.1118927
SE;SUDESTE;2024-04-16;45335.7734375;82.91470337;41984.01953125;76.7845993
N;NORTE;2024-04-17;22910.57617188;84.35289764;13822.93652344;50.89369965
NE;NORDESTE;2024-04-17;8886.03320313;77.62159729;8886.03320313;77.62159729
S;SUL;2024-04-17;16126.18554688;246.39030457;14825.88574219;226.52310181
SE;SUDESTE;2024-04-17;45365.98046875;82.96990204;43340.9296875;79.26629639
N;NORTE;2024-04-18;22887.11328125;84.26650238;14136.96582031;52.04990005
NE;NORDESTE;2024-04-18;8854.67480469;77.34770203;8854.67480469;77.34770203
S;SUL;2024-04-18;17509.52148438;267.52609253;16320.07617188;249.35270691
SE;SUDESTE;2024-04-18;45530.640625;83.27110291;43943.953125;80.36920166
N;NORTE;2024-04-19;23122.51953125;85.1332016;14232.62402344;52.40209961
NE;NORDESTE;2024-04-19;8778.35253906;76.68099976;8778.35253906;76.68099976
S;SUL;2024-04-19;15921.56445313;243.26390076;15054.61621094;230.01789856
SE;SUDESTE;2024-04-19;44942.74609375;82.19589996;42932.19140625;78.51879883
N;NORTE;2024-04-20;23475.65820313;86.43340302;14400.27636719;53.01940155
NE;NORDESTE;2024-04-20;8663.43164063;75.67710114;8663.43164063;75.67710114
S;SUL;2024-04-20;13694.87890625;209.24259949;13024.94042969;199.00669861
SE;SUDESTE;2024-04-20;43902.72265625;80.29380035;41606.94921875;76.09500122
N;NORTE;2024-04-21;23606.54296875;86.91529846;13503.57617188;49.71789932
NE;NORDESTE;2024-04-21;8709.65527344;76.0809021;8669.96191406;75.73419952
S;SUL;2024-04-21;12117.94824219;185.14880371;11705.81933594;178.852005
SE;SUDESTE;2024-04-21;42660.91796875;78.02259827;39103.8046875;71.51699829
N;NORTE;2024-04-22;24062.87109375;88.59539795;14183.79199219;52.22230148
NE;NORDESTE;2024-04-22;8519.77832031;74.42230225;8452.71582031;73.83650208
S;SUL;2024-04-22;11069.46386719;169.12919617;10740.68261719;164.10569763
SE;SUDESTE;2024-04-22;41248.46484375;75.43939972;39503.30078125;72.24759674
N;NORTE;2024-04-23;24223.61523438;89.18730164;15115.29003906;55.65190125
NE;NORDESTE;2024-04-23;8223.26464844;71.8321991;8136.48388672;71.07409668
S;SUL;2024-04-23;11152.12402344;170.3921051;10834.78515625;165.54350281
SE;SUDESTE;2024-04-23;39728.25;72.65910339;38320.16796875;70.08380127
N;NORTE;2024-04-24;23923.09765625;88.08080292;15704.09472656;57.81980133
NE;NORDESTE;2024-04-24;7766.72021484;67.84410095;7682.54296875;67.1088028
S;SUL;2024-04-24;11147.26367188;170.31790161;10865.65332031;166.0151062
SE;SUDESTE;2024-04-24;38374.6328125;70.18340302;37193.20703125;68.02269745
N;NORTE;2024-04-25;23522.43164063;86.60559845;15547.5078125;57.24330139
NE;NORDESTE;2024-04-25;7274.8359375;63.54740143;7143.48681641;62.40000153
S;SUL;2024-04-25;10602.25292969;161.9907074;10464.19335938;159.88130188
SE;SUDESTE;2024-04-25;37009.109375;67.68599701;35883.46484375;65.62729645
N;NORTE;2024-04-26;23358.765625;86.00299835;14820.015625;54.56480026
NE;NORDESTE;2024-04-26;6883.46289063;60.12870026;6716.96679688;58.67430115
S;SUL;2024-04-26;10080.5703125;154.01989746;9867.98925781;150.77189636
SE;SUDESTE;2024-04-26;35727.0703125;65.34130096;34211.86328125;62.57009888
N;NORTE;2024-04-27;23001.86328125;84.68900299;14137.73046875;52.05270004
NE;NORDESTE;2024-04-27;6513.15722656;56.89400101;6503.86181641;56.81280136
S;SUL;2024-04-27;9496.86425781;145.10159302;9344.79101563;142.77810669
SE;SUDESTE;2024-04-27;34422.94140625;62.95619965;33114.45703125;60.56309891
N;NORTE;2024-04-28;22788.734375;83.90429688;14243.6640625;52.44279861
NE;NORDESTE;2024-04-28;6141.22802734;53.64509964;6141.22802734;53.64509964
S;SUL;2024-04-28;11892.6171875;181.70599365;11573.10742188;176.82429504
SE;SUDESTE;2024-04-28;33105.38671875;60.54650116;31092.49804688;56.86510086
N;NORTE;2024-04-29;22583.59179688;83.14900208;15044.05371094;55.38970184
NE;NORDESTE;2024-04-29;5665.56884766;49.49010086;5651.98388672;49.37139893
S;SUL;2024-04-29;17048.09179688;260.47601318;15295.31835938;233.69549561
SE;SUDESTE;2024-04-29;31841.2109375;58.2344017;30815.71679688;56.35889816
N;NORTE;2024-04-30;22295.99609375;82.09010315;15549.53515625;57.25080109
NE;NORDESTE;2024-04-30;5249.71679688;45.85749817;5229.69677734;45.68259811
S;SUL;2024-04-30;24196.47460938;369.6953125;16058.48046875;245.35580444
SE;SUDESTE;2024-04-30;30728.27539063;56.19900131;29987.66210938;54.8445015
N;NORTE;2024-05-01;22029.3671875;107.53350067;15704.57910156;76.65989685
NE;NORDESTE;2024-05-01;4881.9921875;70.70490265;4861.25683594;70.40460205
S;SUL;2024-05-01;31586.72851563;365.98999023;15758.45996094;182.59060669
SE;SUDESTE;2024-05-01;29762.81640625;74.72299957;28297.1171875;71.04319763
N;NORTE;2024-05-02;21686.77148438;105.86119843;15615.67773438;76.22589874
NE;NORDESTE;2024-05-02;4602.89013672;66.66269684;4582.87011719;66.37280273
S;SUL;2024-05-02;57081.8671875;661.39782715;25674.40429688;297.4848938
SE;SUDESTE;2024-05-02;28820.50195313;72.3572998;28150.30273438;70.67459869
N;NORTE;2024-05-03;21178.41992188;103.37969971;14228.39941406;69.45410156
NE;NORDESTE;2024-05-03;4373.31689453;63.33789825;4355.44189453;63.07899857
S;SUL;2024-05-03;62408.640625;723.1182251;23712.49804688;274.75259399
SE;SUDESTE;2024-05-03;28066.890625;70.46520233;27610.6015625;69.31970215
N;NORTE;2024-05-04;20552.19140625;100.32289886;12276.48535156;59.92610168
NE;NORDESTE;2024-05-04;4120.68701172;59.67910004;4103.52685547;59.43050003
S;SUL;2024-05-04;58679.8828125;679.91369629;24868.78710938;288.15029907
SE;SUDESTE;2024-05-04;27369.41015625;68.7141037;25635.80859375;64.36170197
N;NORTE;2024-05-05;19956.78320313;97.41649628;12218.61425781;59.64360046
NE;NORDESTE;2024-05-05;3891.86010742;56.36500168;3866.83496094;56.00260162
S;SUL;2024-05-05;54586.921875;632.48931885;18594.94140625;215.45640564
SE;SUDESTE;2024-05-05;26716.30664063;67.07440186;24861.16015625;62.41690063
N;NORTE;2024-05-06;19291.28320313;94.16790009;13379.47753906;65.31020355
NE;NORDESTE;2024-05-06;3725.25488281;53.95209885;3704.52001953;53.65179825
S;SUL;2024-05-06;43446.046875;503.40179443;21660.88085938;250.980896
SE;SUDESTE;2024-05-06;26173.15820313;65.71080017;25762.078125;64.67870331
N;NORTE;2024-05-07;18732.60742188;91.44080353;14352.11035156;70.05799866
NE;NORDESTE;2024-05-07;3611.10888672;52.2989006;3587.51391602;51.9571991
S;SUL;2024-05-07;32408.83984375;375.51559448;17880.99023438;207.18389893
SE;SUDESTE;2024-05-07;25573.51953125;64.20529938;25386.92578125;63.73690033
N;NORTE;2024-05-08;18270.62304688;89.18569946;14430.1640625;70.43900299
NE;NORDESTE;2024-05-08;3529.81201172;51.12149811;3509.79199219;50.83160019
S;SUL;2024-05-08;25080.07421875;290.59851074;14723.3984375;170.59750366
SE;SUDESTE;2024-05-08;25110.40429688;63.04259872;24851.2578125;62.39199829
N;NORTE;2024-05-09;17864.72070313;87.20429993;14361.33886719;70.10299683
NE;NORDESTE;2024-05-09;3442.19995117;49.85269928;3422.89501953;49.57310104
S;SUL;2024-05-09;20788.91210938;240.87750244;11557.01757813;133.90919495
SE;SUDESTE;2024-05-09;24773.21875;62.19609833;24521.359375;61.56380081
N;NORTE;2024-05-10;17517.00585938;85.50700378;14191.08886719;69.27200317
NE;NORDESTE;2024-05-10;3350.8359375;48.52949905;3326.52587891;48.17739868
S;SUL;2024-05-10;19421.6015625;225.03469849;12184.92089844;141.18460083
SE;SUDESTE;2024-05-10;24496.27148438;61.50080109;24287.4375;60.97650146
N;NORTE;2024-05-11;17182.57421875;83.87449646;13963.9765625;68.16339874
NE;NORDESTE;2024-05-11;3272.23901367;47.39120102;3250.07397461;47.07020187
S;SUL;2024-05-11;22381.98242188;259.33621216;12481.87792969;144.62539673
SE;SUDESTE;2024-05-11;24186.8828125;60.72399902;23961.734375;60.15879822
N;NORTE;2024-05-12;16869.05664063;82.34410095;14027.55078125;68.47370148
NE;NORDESTE;2024-05-12;3188.32788086;46.17589951;3175.45800781;45.98949814
S;SUL;2024-05-12;31814.97265625;368.63461304;10746.18457031;124.5141983
SE;SUDESTE;2024-05-12;23932.14453125;60.08449936;22359.078125;56.13510132
N;NORTE;2024-05-13;16430.3515625;80.20269775;14672.66796875;71.62280273
NE;NORDESTE;2024-05-13;3095.30200195;44.82860184;3081.00195313;44.62149811
S;SUL;2024-05-13;29641.45703125;343.45050049;10524.62695313;121.9469986
SE;SUDESTE;2024-05-13;23601.65820313;59.25469971;23509.73242188;59.02389908
N;NORTE;2024-05-14;15924.03222656;77.73110199;14552.23632813;71.03489685
NE;NORDESTE;2024-05-14;2994.35205078;43.36660004;2975.76196289;43.09730148
S;SUL;2024-05-14;23268.81445313;269.61169434;11644.98730469;134.92849731
SE;SUDESTE;2024-05-14;23246.03515625;58.36190033;23086.72851563;57.9618988
N;NORTE;2024-05-15;15333.51367188;74.84860229;13991.47070313;68.29759979
NE;NORDESTE;2024-05-15;2930.60498047;42.44329834;2912.01489258;42.17409897
S;SUL;2024-05-15;19117.00585938;221.50549316;13856.6953125;160.55509949
SE;SUDESTE;2024-05-15;22998.99609375;57.74169922;22647.14453125;56.85829926
N;NORTE;2024-05-16;14716.53417969;71.8368988;13449.484375;65.65190125
NE;NORDESTE;2024-05-16;2884.80297852;41.77999878;2876.22290039;41.65570068
S;SUL;2024-05-16;16368.32226563;189.65690613;11699.15527344;135.55610657
SE;SUDESTE;2024-05-16;22887.52148438;57.46179962;22240.56640625;55.83760071
N;NORTE;2024-05-17;14135.91210938;69.00260162;12918.24707031;63.05879974
NE;NORDESTE;2024-05-17;2856.11010742;41.36449814;2837.52001953;41.09519958
S;SUL;2024-05-17;15631.15136719;181.11549377;9039.38378906;104.7378006
SE;SUDESTE;2024-05-17;22749.12695313;57.11439896;22560.44335938;56.6405983
N;NORTE;2024-05-18;13752.36816406;67.13040161;12545.45996094;61.23910141
NE;NORDESTE;2024-05-18;2815.92797852;40.78250122;2793.0480957;40.4510994
S;SUL;2024-05-18;21402.828125;247.99090576;7242.25878906;83.91480255
SE;SUDESTE;2024-05-18;22524.7578125;56.55099869;22442.36914063;56.34420013
N;NORTE;2024-05-19;13367.59179688;65.25219727;12021.66308594;58.68220139
NE;NORDESTE;2024-05-19;2748.34594727;39.80369949;2739.76611328;39.67950058
S;SUL;2024-05-19;27912.15429688;323.41329956;11031.05078125;127.81490326
SE;SUDESTE;2024-05-19;22380.390625;56.18859863;21354.37890625;53.61270142
N;NORTE;2024-05-20;12984.32226563;63.38130188;11889.57128906;58.03739929
NE;NORDESTE;2024-05-20;2682.92407227;38.85620117;2667.1940918;38.6283989
S;SUL;2024-05-20;29235.328125;338.74468994;15181.32421875;175.90339661
SE;SUDESTE;2024-05-20;22319.45703125;56.03559875;22211.22460938;55.76390076
N;NORTE;2024-05-21;12507.3984375;61.05329895;11555.72070313;56.40779877
NE;NORDESTE;2024-05-21;2610.73388672;37.81069946;2599.29394531;37.64500046
S;SUL;2024-05-21;25871.13867188;299.7644043;18061.7421875;209.27830505
SE;SUDESTE;2024-05-21;22236.55273438;55.82749939;22003.27929688;55.2417984
N;NORTE;2024-05-22;12025.08398438;58.69889832;11185.45214844;54.60039902
NE;NORDESTE;2024-05-22;2341.84008789;33.91640091;2334.68994141;33.81280136
S;SUL;2024-05-22;21922.4453125;254.01159668;14273.4140625;165.38360596
SE;SUDESTE;2024-05-22;22122.06445313;55.54000092;22034.40234375;55.31999969
N;NORTE;2024-05-23;11498.66992188;56.12929916;10813.97753906;52.78710175
NE;NORDESTE;2024-05-23;2459.00097656;35.61320114;2443.27099609;35.38539886
S;SUL;2024-05-23;22614.37695313;262.02890015;14266.515625;165.30369568
SE;SUDESTE;2024-05-23;21967.87890625;55.1529007;21805.16796875;54.74440002
N;NORTE;2024-05-24;11023.40625;53.80929947;10527.50097656;51.38869858
NE;NORDESTE;2024-05-24;2362.58398438;34.21680069;2343.27905273;33.93719864
S;SUL;2024-05-24;29115.30273438;337.35400391;14246.34082031;165.06990051
SE;SUDESTE;2024-05-24;21849.54492188;54.85580063;21411.10742188;53.75510025
N;NORTE;2024-05-25;10508.90332031;51.29790115;10067.18359375;49.14170074
NE;NORDESTE;2024-05-25;2268.63110352;32.85609818;2249.32592773;32.57649994
S;SUL;2024-05-25;31475.52734375;364.70150757;15428.921875;178.77229309
SE;SUDESTE;2024-05-25;21734.87109375;54.56790161;21294.32421875;53.4618988
N;NORTE;2024-05-26;10117.15820313;49.38560104;9476.99511719;46.26070023
NE;NORDESTE;2024-05-26;2196.94702148;31.8178997;2179.78710938;31.56940079
S;SUL;2024-05-26;28429.66992188;329.40969849;16724.6484375;193.78559875
SE;SUDESTE;2024-05-26;21759.18164063;54.62900162;20126.26757813;50.52939987
N;NORTE;2024-05-27;9789.17871094;47.7845993;9090.88867188;44.37599945
NE;NORDESTE;2024-05-27;2125.01904297;30.77619934;2107.85888672;30.52770042
S;SUL;2024-05-27;25974.46484375;300.96160889;12812.92773438;148.4611969
SE;SUDESTE;2024-05-27;21978.77734375;55.18030167;21087.80664063;52.94340134
N;NORTE;2024-05-28;9519.53613281;46.46839905;8819.65234375;43.05199814
NE;NORDESTE;2024-05-28;2038.7220459;29.52639961;2020.13195801;29.25720024
S;SUL;2024-05-28;25000.6484375;289.67819214;9965.53710938;115.46900177
SE;SUDESTE;2024-05-28;22107.296875;55.50299835;21539.23046875;54.0768013
N;NORTE;2024-05-29;9239.65136719;45.10219955;8540.44433594;41.68909836
NE;NORDESTE;2024-05-29;2020.40405273;29.26110077;2001.81396484;28.99189949
S;SUL;2024-05-29;23673.68164063;274.30288696;11585.69921875;134.24150085
SE;SUDESTE;2024-05-29;22290.25195313;55.96229935;21963.90625;55.14300156
N;NORTE;2024-05-30;8936.52441406;43.62250137;8052.93603516;39.30939865
NE;NORDESTE;2024-05-30;2008.56103516;29.08959961;1986.39599609;28.76860046
S;SUL;2024-05-30;21679.43554688;251.19590759;12397.18359375;143.64399719
SE;SUDESTE;2024-05-30;22314.11914063;56.02220154;21447.90820313;53.84749985
N;NORTE;2024-05-31;8676.96582031;42.35549927;7787.48583984;38.0135994
NE;NORDESTE;2024-05-31;2012.59802246;29.14800072;1988.28796387;28.79599953
S;SUL;2024-05-31;19912.35351563;230.72099304;10502.25390625;121.68779755
SE;SUDESTE;2024-05-31;22258.56835938;55.88280106;20750.78515625;52.09730148
N;NORTE;2024-06-01;8478.35058594;79.27649689;7581.78515625;70.89320374
NE;NORDESTE;2024-06-01;1925.38098145;42.23239899;1897.49597168;41.62080002
S;SUL;2024-06-01;18346.72070313;173.11380005;8724.7578125;82.3239975
SE;SUDESTE;2024-06-01;22048.65625;67.81040192;19757.08007813;60.76269913
N;NORTE;2024-06-02;8259.81445313;77.23310089;7286.98486328;68.13670349
NE;NORDESTE;2024-06-02;1980.4329834;43.43989944;1968.99304199;43.18899918
S;SUL;2024-06-02;17225.96679688;162.53869629;6874.93701172;64.86969757
SE;SUDESTE;2024-06-02;21786.94726563;67.00550079;19179.41210938;58.98600006
N;NORTE;2024-06-03;7986.47216797;74.67720032;7111.20703125;66.49310303
NE;NORDESTE;2024-06-03;1983.20605469;43.50080109;1957.46594238;42.93619919
S;SUL;2024-06-03;15978.40722656;150.7671051;8025.87695313;75.729599
SE;SUDESTE;2024-06-03;21368.703125;65.71920013;20769.53320313;63.87639999
N;NORTE;2024-06-04;7664.60693359;71.66760254;7041.43310547;65.84069824
NE;NORDESTE;2024-06-04;1995.08398438;43.76129913;1970.05895996;43.21239853
S;SUL;2024-06-04;15087.89648438;142.36450195;10852.18164063;102.39769745
SE;SUDESTE;2024-06-04;20983.953125;64.5358963;20695.39453125;63.64839935
N;NORTE;2024-06-05;7362.18310547;68.83979797;6807.17285156;63.65019989
NE;NORDESTE;2024-06-05;2091.78393555;45.88240051;2067.47412109;45.34909821
S;SUL;2024-06-05;14107.26855469;133.11169434;11045.18261719;104.21880341
SE;SUDESTE;2024-06-05;20645.6328125;63.49539948;20316.87304688;62.48429871
N;NORTE;2024-06-06;7056.29980469;65.97969818;6536.55322266;61.11980057
NE;NORDESTE;2024-06-06;2047.38000488;44.90840149;2027.35998535;44.46929932
S;SUL;2024-06-06;13588.33105469;128.21510315;11169.12109375;105.38819885
SE;SUDESTE;2024-06-06;20328.94921875;62.52140045;20246.42773438;62.26760101
N;NORTE;2024-06-07;6739.60693359;63.01850128;6309.51708984;58.99689865
NE;NORDESTE;2024-06-07;1931.73803711;42.37179947;1912.4329834;41.94839859
S;SUL;2024-06-07;12562.91113281;118.53959656;10291.40722656;97.10639954
SE;SUDESTE;2024-06-07;20011.50976563;61.54520035;19891.63867188;61.17649841
N;NORTE;2024-06-08;6467.66894531;60.47570038;6059.45117188;56.65869904
NE;NORDESTE;2024-06-08;1881.67895508;41.2737999;1859.51403809;40.78760147
S;SUL;2024-06-08;11727.5703125;110.6576004;9647.19335938;91.02780151
SE;SUDESTE;2024-06-08;19617.0703125;60.33209991;18929.62695313;58.21780014
N;NORTE;2024-06-09;6243.18701172;58.37670135;5827.27685547;54.48770142
NE;NORDESTE;2024-06-09;1853.51794434;40.65610123;1832.78295898;40.20130157
S;SUL;2024-06-09;10778.30664063;101.70059967;8581.04589844;80.96800232
SE;SUDESTE;2024-06-09;19079.66796875;58.6792984;17970.20703125;55.26720047
N;NORTE;2024-06-10;6033.23779297;56.41360092;5643.21484375;52.76670074
NE;NORDESTE;2024-06-10;1825.67895508;40.04550171;1802.08398438;39.5279007
S;SUL;2024-06-10;9742.15917969;91.92389679;8187.31103516;77.25279999
SE;SUDESTE;2024-06-10;18557.18945313;57.07239914;18446.93554688;56.73329926
N;NORTE;2024-06-11;5850.62011719;54.70600128;5448.58007813;50.94680023
NE;NORDESTE;2024-06-11;1834.21899414;40.23279953;1809.90905762;39.69960022
S;SUL;2024-06-11;8753.4609375;82.59480286;7545.19384766;71.19400024
SE;SUDESTE;2024-06-11;18225.0859375;56.05099869;18144.87109375;55.8042984
N;NORTE;2024-06-12;5726.63183594;53.54669952;5296.57421875;49.52539825
NE;NORDESTE;2024-06-12;1845.81396484;40.48709869;1826.5090332;40.06370163
S;SUL;2024-06-12;7934.70996094;74.86940002;6230.35595703;58.78760147
SE;SUDESTE;2024-06-12;18044.65820313;55.49610138;17953.18359375;55.21480179
N;NORTE;2024-06-13;5581.21484375;52.18690109;5067.80322266;47.38629913
NE;NORDESTE;2024-06-13;1835.34802246;40.25759888;1822.47802734;39.97529984
S;SUL;2024-06-13;7164.56201172;67.60250092;5657.45605469;53.38190079
SE;SUDESTE;2024-06-13;17838.75195313;54.86289978;17733.47460938;54.53910065
N;NORTE;2024-06-14;5448.39404297;50.94499969;4920.93115234;46.01300049
NE;NORDESTE;2024-06-14;1822.29797363;39.97129822;1799.41796875;39.4695015
S;SUL;2024-06-14;6694.27783203;63.1651001;5747.50878906;54.2317009
SE;SUDESTE;2024-06-14;17635.86328125;54.23889923;17519.81054688;53.88199997
N;NORTE;2024-06-15;5314.73095703;49.69520187;4877.97412109;45.61130142
